;economia_21
"AF";"14.709"
"AO";"75.283"
"AL";"45.693"
"AE";"42.916"
"AR";"46.379"
"AM";"49.62"
"AU";"58.707"
"AT";"53.507"
"AZ";"61.376"
"BI";"80.35"
"BE";"47.491"
"BJ";"69.224"
"BF";"59.718"
"BD";"29.999"
"BG";"47.698"
"BH";"43.763"
"BS";"70.091"
"BA";"37.131"
"BY";"57.528"
"BZ";"52.444"
"BO";"62.019"
"BR";"54.581"
"BB";"63.492"
"BN";"58.043"
"BT";"64.557"
"BW";"53.546"
"CF";"64.133"
"CA";"61.858"
"TD";"64.848"
"CH";"59.92"
"CL";"47.059"
"CN";"63.777"
"CI";"48.166"
"CM";"70.581"
"CD";"71.249"
"CG";"67.537"
"CO";"56.197"
"KM";"34.401"
"CV";"46.033"
"CR";"44.145"
"CU";"42.287"
"CY";"57.61"
"CZ";"49.232"
"DE";"52.788"
"DJ";"47.553"
"DK";"59.799"
"DO";"49.304"
"DZ";"14.379"
"EC";"49.884"
"EG";"22.78"
"ER";"74.719"
"EH";"28.098"
"ES";"51.544"
"EE";"55.025"
"ET";"77.626"
"FI";"56.025"
"FJ";"39.012"
"FR";"50.923"
"GA";"39.889"
"GB";"55.455"
"GE";"56.024"
"GH";"73.794"
"GN";"62.842"
"GM";"50.259"
"GW";"64.736"
"GQ";"55.423"
"GR";"44.75"
"GT";"41.711"
"GU";"54.82"
"GY";"37.041"
"HK";"51.393"
"HN";"44.494"
"HR";"46.193"
"HT";"60.649"
"HU";"43.777"
"ID";"51.858"
"IN";"28.555"
"IE";"53.296"
"IR";"15.946"
"IQ";"18.05"
"IS";"70.634"
"IL";"57.029"
"IT";"37.785"
"JM";"56.059"
"JO";"15.289"
"JP";"48.725"
"KZ";"65.359"
"KE";"61.53"
"KG";"52.157"
"KH";"81.844"
"KR";"49.498"
"KW";"48.228"
"LA";"76.837"
"LB";"22.305"
"LR";"53.562"
"LY";"29.327"
"LC";"58.898"
"LK";"34.759"
"LS";"60.659"
"LT";"52.546"
"LU";"48.828"
"LV";"53.85"
"MO";"65.306"
"MA";"25.597"
"MD";"38.895"
"MG";"87.118"
"MV";"50.122"
"MX";"43.174"
"MK";"42.789"
"ML";"49.885"
"MT";"34.083"
"MM";"53.504"
"ME";"42.602"
"MN";"53.134"
"MZ";"84.414"
"MR";"30.363"
"MU";"42.838"
"MW";"73.11"
"MY";"43.455"
"NA";"54.566"
"NC";"58.149"
"NE";"67.707"
"NG";"49.201"
"NI";"47.061"
"NL";"58.249"
"NO";"61.79"
"NP";"79.627"
"NZ";"60.966"
"OM";"28.745"
"PK";"21.737"
"PA";"49.113"
"PE";"72.034"
"PH";"48.595"
"PG";"70.24"
"PL";"48.272"
"PR";"35.562"
"KP";"74.895"
"PT";"55.814"
"PY";"53.865"
"PS";"14.841"
"PF";"48.2"
"QA";"51.133"
"RO";"46.331"
"RU";"56.515"
"RW";"86.108"
"SA";"18.222"
"SD";"22.957"
"SN";"42.437"
"SG";"57.059"
"SB";"63.402"
"SL";"60.5"
"SV";"46.398"
"SO";"17.547"
"RS";"42.879"
"SS";"70.615"
"ST";"40.051"
"SR";"41.05"
"SK";"50.637"
"SI";"53.183"
"SE";"58.898"
"SZ";"40.287"
"SY";"13.237"
"TG";"77.023"
"TH";"64.455"
"TJ";"46.855"
"TM";"52.867"
"TL";"26.469"
"TO";"45.4"
"TT";"52.522"
"TN";"24.464"
"TR";"27.033"
"TW";"49.86"
"TZ";"81.906"
"UG";"65.876"
"UA";"48.389"
"UY";"55.335"
"US";"57.5"
"UZ";"52.954"
"VC";"57.265"
"VE";"50.62"
"VI";"59.354"
"VN";"72.481"
"VU";"61.243"
"WS";"24.305"
"YE";"10.049"
"ZA";"44.729"
"ZM";"71.06"
"ZW";"77.36"
