;economia_21
"AF";"14.574"
"AO";"74.742"
"AL";"52.978"
"AE";"32.489"
"AR";"48.701"
"AM";"48.345"
"AU";"53.743"
"AT";"48.813"
"AZ";"56.027"
"BI";"85.592"
"BE";"41.532"
"BJ";"62.357"
"BF";"70.063"
"BD";"25.684"
"BG";"47.135"
"BH";"33.317"
"BS";"68.792"
"BA";"38.973"
"BY";"52.728"
"BZ";"38.142"
"BO";"58.749"
"BR";"49.273"
"BB";"63.459"
"BN";"53.484"
"BT";"52.973"
"BW";"49.378"
"CF";"64.262"
"CA";"57.692"
"TD";"64.59"
"CH";"58.133"
"CL";"36.321"
"CN";"71.726"
"CI";"48.477"
"CM";"70.794"
"CD";"71.38"
"CG";"65.801"
"CO";"38.709"
"KM";"31.974"
"CV";"43.149"
"CR";"40.12"
"CU";"34.811"
"CY";"49.033"
"CZ";"51.64"
"DE";"48.536"
"DJ";"46.161"
"DK";"59.421"
"DO";"46.746"
"DZ";"11.799"
"EC";"52.556"
"EG";"18.833"
"ER";"74.352"
"EH";"24.157"
"ES";"38.376"
"EE";"52.814"
"ET";"70.543"
"FI";"54.988"
"FJ";"38.913"
"FR";"48.115"
"GA";"36.41"
"GB";"52.695"
"GE";"57.989"
"GH";"72.67"
"GN";"62.677"
"GM";"46.182"
"GW";"64.545"
"GQ";"51.039"
"GR";"39.889"
"GT";"40.526"
"GU";"58.022"
"GY";"36.504"
"HK";"48.298"
"HN";"46.187"
"HR";"45.491"
"HT";"57.69"
"HU";"39.967"
"ID";"49.953"
"IN";"34.532"
"IE";"44.6"
"IR";"12.176"
"IQ";"9.229"
"IS";"70.129"
"IL";"51.111"
"IT";"34.563"
"JM";"56.64"
"JO";"12.536"
"JP";"50.201"
"KZ";"65.686"
"KE";"69.975"
"KG";"55.208"
"KH";"77.66"
"KR";"47.268"
"KW";"43.964"
"LA";"79.459"
"LB";"20.18"
"LR";"52.563"
"LY";"23.383"
"LC";"51.828"
"LK";"41.63"
"LS";"68.996"
"LT";"53.361"
"LU";"37.708"
"LV";"51.468"
"MO";"54.915"
"MA";"24.85"
"MD";"50.025"
"MG";"84.139"
"MV";"33.61"
"MX";"39.345"
"MK";"41.154"
"ML";"35.614"
"MT";"28.987"
"MM";"59.797"
"ME";"43.491"
"MN";"54.047"
"MZ";"87.223"
"MR";"30.079"
"MU";"39.967"
"MW";"76.012"
"MY";"44.836"
"NA";"48.148"
"NC";"61.246"
"NE";"67.874"
"NG";"47.239"
"NI";"36.069"
"NL";"50.575"
"NO";"61.187"
"NP";"81.577"
"NZ";"56.216"
"OM";"22.519"
"PK";"15.174"
"PA";"43.913"
"PE";"55.909"
"PH";"47.169"
"PG";"70.146"
"PL";"49.116"
"PR";"34.765"
"KP";"76.687"
"PT";"51.788"
"PY";"53.736"
"PS";"10.352"
"PF";"48.322"
"QA";"40.897"
"RO";"58.443"
"RU";"52.068"
"RW";"85.66"
"SA";"15.829"
"SD";"27.533"
"SN";"33.515"
"SG";"50.807"
"SB";"62.055"
"SL";"63.624"
"SV";"45.306"
"SO";"18.763"
"RS";"47.118"
"SS";"70.837"
"ST";"36.95"
"SR";"35.545"
"SK";"51.228"
"SI";"53.072"
"SE";"58.142"
"SZ";"37.795"
"SY";"16.904"
"TG";"80.426"
"TH";"66.362"
"TJ";"46.747"
"TM";"51.848"
"TL";"41.335"
"TO";"44.587"
"TT";"46.798"
"TN";"23.387"
"TR";"29.036"
"TW";"45.582"
"TZ";"81.767"
"UG";"63.682"
"UA";"51.203"
"UY";"50.818"
"US";"58.752"
"UZ";"51.449"
"VC";"49.787"
"VE";"46.209"
"VI";"59.481"
"VN";"72.849"
"VU";"60.873"
"WS";"25.264"
"YE";"20.717"
"ZA";"44.094"
"ZM";"73.459"
"ZW";"65.802"
