;economia_21
"AF";"15.847"
"AO";"74.776"
"AL";"48.878"
"AE";"36.232"
"AR";"50.06"
"AM";"47.515"
"AU";"55.803"
"AT";"49.359"
"AZ";"60.266"
"BI";"82.452"
"BE";"43.957"
"BJ";"66.769"
"BF";"63.602"
"BD";"27.79"
"BG";"45.788"
"BH";"37.971"
"BS";"69.73"
"BA";"37.967"
"BY";"54.957"
"BZ";"44.766"
"BO";"61.853"
"BR";"54.899"
"BB";"64.189"
"BN";"56.376"
"BT";"64.099"
"BW";"53.427"
"CF";"64.092"
"CA";"61.255"
"TD";"64.782"
"CH";"59.237"
"CL";"38.879"
"CN";"67.553"
"CI";"48.339"
"CM";"70.385"
"CD";"71.186"
"CG";"66.534"
"CO";"47.835"
"KM";"33.087"
"CV";"43.954"
"CR";"41.001"
"CU";"36.769"
"CY";"53.84"
"CZ";"50.638"
"DE";"49.809"
"DJ";"46.626"
"DK";"60.375"
"DO";"48.16"
"DZ";"12.583"
"EC";"55.06"
"EG";"19.723"
"ER";"73.798"
"EH";"26.473"
"ES";"44.725"
"EE";"53.215"
"ET";"77.375"
"FI";"56.313"
"FJ";"38.202"
"FR";"49.693"
"GA";"37.521"
"GB";"54.308"
"GE";"55.67"
"GH";"73.011"
"GN";"62.758"
"GM";"48.168"
"GW";"64.384"
"GQ";"53.322"
"GR";"42.642"
"GT";"42.092"
"GU";"56.425"
"GY";"34.168"
"HK";"51.578"
"HN";"38.026"
"HR";"45.934"
"HT";"58.81"
"HU";"41.987"
"ID";"50.088"
"IN";"36.199"
"IE";"50.028"
"IR";"18.136"
"IQ";"13.495"
"IS";"71.44"
"IL";"54.494"
"IT";"38.258"
"JM";"55.398"
"JO";"12.049"
"JP";"48.3"
"KZ";"63.942"
"KE";"61.871"
"KG";"53.552"
"KH";"75.715"
"KR";"50.089"
"KW";"45.619"
"LA";"78.121"
"LB";"20.035"
"LR";"52.863"
"LY";"26.609"
"LC";"56.577"
"LK";"37.027"
"LS";"64.889"
"LT";"51.416"
"LU";"44.345"
"LV";"50.432"
"MO";"55.482"
"MA";"26.721"
"MD";"47.998"
"MG";"84.178"
"MV";"47.69"
"MX";"40.653"
"MK";"39.944"
"ML";"36.042"
"MT";"28.171"
"MM";"56.702"
"ME";"42.77"
"MN";"53.765"
"MZ";"87.423"
"MR";"30.162"
"MU";"39.691"
"MW";"74.503"
"MY";"44.087"
"NA";"51.424"
"NC";"60.759"
"NE";"67.771"
"NG";"47.538"
"NI";"42.946"
"NL";"56.095"
"NO";"61.173"
"NP";"80.216"
"NZ";"59.081"
"OM";"24.814"
"PK";"17.866"
"PA";"47.119"
"PE";"65.163"
"PH";"46.843"
"PG";"70.964"
"PL";"47.48"
"PR";"36.091"
"KP";"75.602"
"PT";"54.236"
"PY";"54.795"
"PS";"13.722"
"PF";"47.22"
"QA";"44.88"
"RO";"48.075"
"RU";"55.446"
"RW";"85.193"
"SA";"17.035"
"SD";"24.887"
"SN";"34.059"
"SG";"51.899"
"SB";"64.052"
"SL";"65.223"
"SV";"44.799"
"SO";"17.518"
"RS";"45.657"
"SS";"70.646"
"ST";"38.545"
"SR";"38.47"
"SK";"52.515"
"SI";"52.808"
"SE";"58.4"
"SZ";"38.657"
"SY";"17.61"
"TG";"80.431"
"TH";"65.37"
"TJ";"47.456"
"TM";"52.443"
"TL";"33.257"
"TO";"45.303"
"TT";"51.566"
"TN";"23.743"
"TR";"23.38"
"TW";"47.693"
"TZ";"81.788"
"UG";"64.78"
"UA";"49.35"
"UY";"52.441"
"US";"58.154"
"UZ";"52.19"
"VC";"54.061"
"VE";"48.661"
"VI";"60.042"
"VN";"72.568"
"VU";"61.531"
"WS";"24.711"
"YE";"15.436"
"ZA";"45.692"
"ZM";"73.625"
"ZW";"77.089"
