;economia_21
"AF";"14.532"
"AO";"74.74"
"AL";"52.165"
"AE";"33.101"
"AR";"48.708"
"AM";"48.194"
"AU";"53.749"
"AT";"48.98"
"AZ";"55.941"
"BI";"84.979"
"BE";"43.141"
"BJ";"63.149"
"BF";"69.06"
"BD";"26.19"
"BG";"45.747"
"BH";"34.004"
"BS";"69.111"
"BA";"38.813"
"BY";"52.85"
"BZ";"39.193"
"BO";"58.983"
"BR";"50.183"
"BB";"63.327"
"BN";"54.679"
"BT";"54.172"
"BW";"49.37"
"CF";"64.252"
"CA";"58.207"
"TD";"64.538"
"CH";"58.32"
"CL";"36.525"
"CN";"71.383"
"CI";"48.436"
"CM";"70.704"
"CD";"71.31"
"CG";"65.883"
"CO";"40.208"
"KM";"32.108"
"CV";"43.251"
"CR";"40.173"
"CU";"35.14"
"CY";"49.013"
"CZ";"51.987"
"DE";"49.076"
"DJ";"46.239"
"DK";"60"
"DO";"47.234"
"DZ";"11.825"
"EC";"52.707"
"EG";"19.839"
"ER";"74.236"
"EH";"24.515"
"ES";"39.079"
"EE";"52.045"
"ET";"71.444"
"FI";"56.146"
"FJ";"38.684"
"FR";"48.513"
"GA";"36.45"
"GB";"53.216"
"GE";"57.695"
"GH";"72.702"
"GN";"62.692"
"GM";"46.435"
"GW";"64.456"
"GQ";"51.323"
"GR";"40.892"
"GT";"40.828"
"GU";"57.865"
"GY";"35.989"
"HK";"48.933"
"HN";"46.15"
"HR";"45.397"
"HT";"57.627"
"HU";"40.868"
"ID";"50.736"
"IN";"34.238"
"IE";"46.535"
"IR";"13.011"
"IQ";"9.85"
"IS";"72.209"
"IL";"52.298"
"IT";"35.227"
"JM";"56.266"
"JO";"12.614"
"JP";"49.633"
"KZ";"65.738"
"KE";"69.96"
"KG";"55.225"
"KH";"77.924"
"KR";"47.782"
"KW";"44.145"
"LA";"79.269"
"LB";"20.337"
"LR";"52.71"
"LY";"23.847"
"LC";"52.305"
"LK";"37.854"
"LS";"68.981"
"LT";"55.044"
"LU";"39.708"
"LV";"49.716"
"MO";"55.431"
"MA";"25.066"
"MD";"50.143"
"MG";"84.159"
"MV";"35.496"
"MX";"38.526"
"MK";"40.56"
"ML";"35.701"
"MT";"29.48"
"MM";"59.406"
"ME";"43.338"
"MN";"54.224"
"MZ";"87.448"
"MR";"30.165"
"MU";"40.319"
"MW";"75.858"
"MY";"44.763"
"NA";"48.535"
"NC";"61.199"
"NE";"67.82"
"NG";"47.208"
"NI";"37.243"
"NL";"52.105"
"NO";"61.156"
"NP";"81.622"
"NZ";"56.519"
"OM";"23.014"
"PK";"15.488"
"PA";"44.116"
"PE";"58.153"
"PH";"47.201"
"PG";"70.224"
"PL";"48.659"
"PR";"36.331"
"KP";"76.466"
"PT";"52.123"
"PY";"53.899"
"PS";"10.41"
"PF";"48.121"
"QA";"40.801"
"RO";"58.505"
"RU";"55.398"
"RW";"85.592"
"SA";"16.323"
"SD";"27.06"
"SN";"33.6"
"SG";"51.222"
"SB";"62.315"
"SL";"63.636"
"SV";"45.675"
"SO";"18.427"
"RS";"47.335"
"SS";"70.813"
"ST";"37.299"
"SR";"36.352"
"SK";"51.684"
"SI";"51.786"
"SE";"58.823"
"SZ";"37.938"
"SY";"18.369"
"TG";"80.393"
"TH";"65.394"
"TJ";"46.962"
"TM";"51.963"
"TL";"40.855"
"TO";"44.376"
"TT";"46.753"
"TN";"23.407"
"TR";"29.769"
"TW";"46.011"
"TZ";"81.733"
"UG";"63.848"
"UA";"50.048"
"UY";"51.259"
"US";"58.921"
"UZ";"51.589"
"VC";"50.345"
"VE";"46.22"
"VI";"59.468"
"VN";"72.847"
"VU";"60.93"
"WS";"25.235"
"YE";"21.786"
"ZA";"44.411"
"ZM";"73.456"
"ZW";"64.111"
