;economia_21
"AF";"15.221"
"AO";"75.115"
"AL";"46.803"
"AE";"40.109"
"AR";"49.018"
"AM";"47.702"
"AU";"58.2"
"AT";"52.116"
"AZ";"62.678"
"BI";"81.266"
"BE";"46.409"
"BJ";"68.241"
"BF";"60.849"
"BD";"28.568"
"BG";"48.109"
"BH";"40.505"
"BS";"70.068"
"BA";"37.562"
"BY";"56.23"
"BZ";"48.489"
"BO";"61.389"
"BR";"55.619"
"BB";"63.989"
"BN";"57.017"
"BT";"66.741"
"BW";"55.705"
"CF";"64.143"
"CA";"61.89"
"TD";"64.812"
"CH";"60.101"
"CL";"41.444"
"CN";"65.464"
"CI";"48.265"
"CM";"70.412"
"CD";"71.22"
"CG";"66.998"
"CO";"52.287"
"KM";"33.719"
"CV";"44.94"
"CR";"45.71"
"CU";"41.086"
"CY";"55.187"
"CZ";"49.888"
"DE";"52.014"
"DJ";"46.976"
"DK";"60.839"
"DO";"50.208"
"DZ";"13.455"
"EC";"55.038"
"EG";"22.745"
"ER";"74.177"
"EH";"27.239"
"ES";"48.353"
"EE";"54.15"
"ET";"78.126"
"FI";"57.471"
"FJ";"37.603"
"FR";"50.505"
"GA";"38.602"
"GB";"54.946"
"GE";"54.586"
"GH";"73.361"
"GN";"62.787"
"GM";"49.255"
"GW";"64.482"
"GQ";"54.316"
"GR";"43.097"
"GT";"45.567"
"GU";"55.504"
"GY";"35.612"
"HK";"52.5"
"HN";"41.261"
"HR";"45.361"
"HT";"60.024"
"HU";"42.881"
"ID";"50.66"
"IN";"33.334"
"IE";"54.424"
"IR";"17.669"
"IQ";"16.761"
"IS";"71.54"
"IL";"55.899"
"IT";"37.748"
"JM";"56.072"
"JO";"15.157"
"JP";"48.568"
"KZ";"65.155"
"KE";"60.718"
"KG";"53.802"
"KH";"79.157"
"KR";"50.519"
"KW";"47.269"
"LA";"77.424"
"LB";"21.251"
"LR";"53.229"
"LY";"28.481"
"LC";"58.655"
"LK";"36.78"
"LS";"62.658"
"LT";"50.176"
"LU";"46.819"
"LV";"52.915"
"MO";"62.622"
"MA";"26.035"
"MD";"42.994"
"MG";"85.596"
"MV";"52.333"
"MX";"42.923"
"MK";"42.87"
"ML";"42.756"
"MT";"31.898"
"MM";"54.943"
"ME";"42.781"
"MN";"53.687"
"MZ";"86.157"
"MR";"30.23"
"MU";"40.475"
"MW";"73.777"
"MY";"43.702"
"NA";"53.02"
"NC";"59.631"
"NE";"67.744"
"NG";"48.263"
"NI";"45.706"
"NL";"58.424"
"NO";"62.065"
"NP";"79.289"
"NZ";"61.092"
"OM";"26.909"
"PK";"21.102"
"PA";"47.501"
"PE";"69.843"
"PH";"48.196"
"PG";"70.729"
"PL";"46.437"
"PR";"37.372"
"KP";"75.208"
"PT";"56.005"
"PY";"55.385"
"PS";"15.25"
"PF";"47.377"
"QA";"48.564"
"RO";"46.835"
"RU";"56.785"
"RW";"85.541"
"SA";"17.824"
"SD";"23.677"
"SN";"36.252"
"SG";"53.815"
"SB";"63.466"
"SL";"62.857"
"SV";"46.513"
"SO";"17.396"
"RS";"45.937"
"SS";"70.611"
"ST";"39.319"
"SR";"39.778"
"SK";"50.482"
"SI";"53.487"
"SE";"59.676"
"SZ";"39.366"
"SY";"14.193"
"TG";"79.788"
"TH";"65.269"
"TJ";"47.078"
"TM";"52.605"
"TL";"29.073"
"TO";"45.691"
"TT";"52.397"
"TN";"24.953"
"TR";"23.111"
"TW";"49.51"
"TZ";"81.858"
"UG";"65.33"
"UA";"48.361"
"UY";"53.67"
"US";"58.259"
"UZ";"52.534"
"VC";"56.248"
"VE";"50.207"
"VI";"60.128"
"VN";"72.313"
"VU";"61.054"
"WS";"24.384"
"YE";"12.462"
"ZA";"46.354"
"ZM";"72.661"
"ZW";"77.182"
