;economia_21
"AF";"14.785"
"AO";"75.151"
"AL";"53.59"
"AE";"29.18"
"AR";"44.313"
"AM";"48.961"
"AU";"52.32"
"AT";"43.433"
"AZ";"52.128"
"BI";"90.784"
"BE";"36.558"
"BJ";"57.349"
"BF";"76.218"
"BD";"23.111"
"BG";"54.445"
"BH";"28.851"
"BS";"64.833"
"BA";"41.184"
"BY";"53.214"
"BZ";"34.489"
"BO";"55.533"
"BR";"41.975"
"BB";"61.266"
"BN";"45.78"
"BT";"51.509"
"BW";"47.747"
"CF";"64.554"
"CA";"57.888"
"TD";"64.895"
"CH";"57.023"
"CL";"32.075"
"CN";"73.198"
"CI";"48.528"
"CM";"71.452"
"CD";"71.943"
"CG";"65.763"
"CO";"29.856"
"KM";"31.557"
"CV";"42.276"
"CR";"32.903"
"CU";"35.869"
"CY";"46.163"
"CZ";"51.905"
"DE";"45.227"
"DJ";"46.235"
"DK";"61.051"
"DO";"43.597"
"DZ";"11.496"
"EC";"45.68"
"EG";"21.341"
"ER";"75.224"
"EH";"22.982"
"ES";"33.84"
"EE";"54.935"
"ET";"66.494"
"FI";"58.976"
"FJ";"39.923"
"FR";"46.328"
"GA";"36.534"
"GB";"51.993"
"GE";"58.121"
"GH";"72.418"
"GN";"63.032"
"GM";"44.978"
"GW";"65.129"
"GQ";"49.422"
"GR";"36.059"
"GT";"38.739"
"GU";"58.56"
"GY";"37.268"
"HK";"47.363"
"HN";"43.147"
"HR";"47.289"
"HT";"57.439"
"HU";"47.017"
"ID";"44.479"
"IN";"35.107"
"IE";"35.77"
"IR";"9.828"
"IQ";"8.116"
"IS";"67.642"
"IL";"46.267"
"IT";"35.302"
"JM";"59.5"
"JO";"10.587"
"JP";"50.117"
"KZ";"65.257"
"KE";"70.325"
"KG";"50.765"
"KH";"77.05"
"KR";"47.003"
"KW";"39.087"
"LA";"79.905"
"LB";"19.04"
"LR";"52.801"
"LY";"20.007"
"LC";"47.301"
"LK";"45.515"
"LS";"68.71"
"LT";"54.572"
"LU";"34.121"
"LV";"53.433"
"MO";"44.164"
"MA";"24.083"
"MD";"47.297"
"MG";"84.23"
"MV";"20.213"
"MX";"33.457"
"MK";"43.072"
"ML";"35.405"
"MT";"27.928"
"MM";"61.179"
"ME";"44.224"
"MN";"50.939"
"MZ";"87.232"
"MR";"29.95"
"MU";"38.275"
"MW";"76.107"
"MY";"45.497"
"NA";"48.78"
"NC";"58.873"
"NE";"68.133"
"NG";"47.577"
"NI";"36.523"
"NL";"43.049"
"NO";"55.213"
"NP";"80.475"
"NZ";"53.299"
"OM";"20.077"
"PK";"14.014"
"PA";"38.247"
"PE";"43.135"
"PH";"46.565"
"PG";"70.958"
"PL";"53.874"
"PR";"30.517"
"KP";"77.705"
"PT";"48.359"
"PY";"51.801"
"PS";"10.223"
"PF";"47.47"
"QA";"40.143"
"RO";"62.076"
"RU";"59.285"
"RW";"86.775"
"SA";"14.154"
"SD";"23.448"
"SN";"33.375"
"SG";"47.618"
"SB";"62.649"
"SL";"63.894"
"SV";"39.706"
"SO";"20.86"
"RS";"48.024"
"SS";"71.047"
"ST";"36.123"
"SR";"33.411"
"SK";"59.783"
"SI";"52.48"
"SE";"63.136"
"SZ";"37.641"
"SY";"22.445"
"TG";"80.843"
"TH";"67.172"
"TJ";"45.396"
"TM";"49.896"
"TL";"44.117"
"TO";"35.866"
"TT";"38.579"
"TN";"22.503"
"TR";"34.034"
"TW";"44.454"
"TZ";"82.101"
"UG";"62.469"
"UA";"54.748"
"UY";"45.609"
"US";"56.206"
"UZ";"50"
"VC";"44.111"
"VE";"41.762"
"VI";"59.903"
"VN";"73.227"
"VU";"61.424"
"WS";"24.994"
"YE";"16.832"
"ZA";"41.606"
"ZM";"73.833"
"ZW";"67.761"
