;economia_21
"AF";"15.258"
"AO";"75.343"
"AL";"47.104"
"AE";"42.668"
"AR";"48.102"
"AM";"52.12"
"AU";"58.953"
"AT";"53.84"
"AZ";"60.765"
"BI";"80.112"
"BE";"46.806"
"BJ";"68.088"
"BF";"59.341"
"BD";"30.467"
"BG";"47.218"
"BH";"43.004"
"BS";"69.992"
"BA";"36.895"
"BY";"57.849"
"BZ";"53.498"
"BO";"61.652"
"BR";"53.132"
"BB";"63.288"
"BN";"58.49"
"BT";"62.27"
"BW";"57.426"
"CF";"64.139"
"CA";"61.601"
"TD";"64.807"
"CH";"60.587"
"CL";"48.945"
"CN";"63.533"
"CI";"48.124"
"CM";"70.682"
"CD";"71.284"
"CG";"67.599"
"CO";"57.28"
"KM";"34.613"
"CV";"46.507"
"CR";"46.188"
"CU";"42.301"
"CY";"56.817"
"CZ";"49.432"
"DE";"53.657"
"DJ";"47.836"
"DK";"59.631"
"DO";"51.335"
"DZ";"15.239"
"EC";"49.056"
"EG";"21.924"
"ER";"74.922"
"EH";"28.241"
"ES";"52.126"
"EE";"55.56"
"ET";"77.471"
"FI";"55.811"
"FJ";"39.524"
"FR";"50.775"
"GA";"40.339"
"GB";"55.519"
"GE";"56.426"
"GH";"73.976"
"GN";"62.868"
"GM";"50.571"
"GW";"64.885"
"GQ";"55.452"
"GR";"44.568"
"GT";"40.456"
"GU";"54.541"
"GY";"37.821"
"HK";"52.383"
"HN";"42.49"
"HR";"44.628"
"HT";"61.29"
"HU";"43.902"
"ID";"51.436"
"IN";"27.67"
"IE";"52.992"
"IR";"15.326"
"IQ";"18.121"
"IS";"70.215"
"IL";"56.795"
"IT";"37.935"
"JM";"56.236"
"JO";"15.226"
"JP";"48.293"
"KZ";"65.356"
"KE";"61.758"
"KG";"52.623"
"KH";"81.608"
"KR";"49.703"
"KW";"48.737"
"LA";"76.815"
"LB";"22.511"
"LR";"53.668"
"LY";"26.247"
"LC";"59.256"
"LK";"34.567"
"LS";"60.02"
"LT";"53.107"
"LU";"49.408"
"LV";"53.017"
"MO";"66.183"
"MA";"25.54"
"MD";"39.171"
"MG";"86.861"
"MV";"49.375"
"MX";"43.501"
"MK";"43.438"
"ML";"52.608"
"MT";"35.458"
"MM";"53.208"
"ME";"42.585"
"MN";"53.888"
"MZ";"83.725"
"MR";"30.433"
"MU";"42.459"
"MW";"72.903"
"MY";"45.033"
"NA";"55.236"
"NC";"57.997"
"NE";"67.649"
"NG";"49.539"
"NI";"47.524"
"NL";"58.093"
"NO";"61.658"
"NP";"80.233"
"NZ";"61.442"
"OM";"29.143"
"PK";"22.092"
"PA";"46.677"
"PE";"71.303"
"PH";"49.347"
"PG";"69.903"
"PL";"48.372"
"PR";"35.084"
"KP";"74.791"
"PT";"54.613"
"PY";"55.425"
"PS";"16.597"
"PF";"48.508"
"QA";"52.616"
"RO";"46.15"
"RU";"56.932"
"RW";"86.204"
"SA";"19.561"
"SD";"23.08"
"SN";"44.537"
"SG";"57.608"
"SB";"62.895"
"SL";"59.697"
"SV";"46.727"
"SO";"17.61"
"RS";"42.636"
"SS";"70.615"
"ST";"40.329"
"SR";"41.476"
"SK";"50.21"
"SI";"52.354"
"SE";"59.424"
"SZ";"40.635"
"SY";"13.06"
"TG";"75.935"
"TH";"65.964"
"TJ";"46.651"
"TM";"52.993"
"TL";"26.174"
"TO";"45.359"
"TT";"52.734"
"TN";"24.457"
"TR";"28.322"
"TW";"49.995"
"TZ";"81.98"
"UG";"66.08"
"UA";"48.228"
"UY";"55.977"
"US";"56.929"
"UZ";"53.109"
"VC";"57.456"
"VE";"50.996"
"VI";"58.96"
"VN";"72.8"
"VU";"61.326"
"WS";"24.171"
"YE";"8.848"
"ZA";"45.198"
"ZM";"70.543"
"ZW";"77.491"
