;populacao_4
"BI";"2,2"
"KM";"15,1"
"DJ";"53,8"
"ER";"10,8"
"ET";"7,1"
"KE";"8,0"
"MG";"11,7"
"MW";"4,7"
"MU";"37,3"
"YT";"19,6"
"MZ";"7,4"
"RE";"36,0"
"RW";"2,8"
"SC";"30,9"
"SO";"18,9"
"SS";"8,7"
"UG";"5,0"
"TZ";"5,7"
"ZM";"20,7"
"ZW";"13,6"
"AO";"11,6"
"CM";"15,7"
"CF";"22,1"
"TD";"7,5"
"CG";"33,8"
"CD";"23,0"
"GQ";"26,3"
"GA";"20,9"
"ST";"19,2"
"DZ";"34,7"
"EG";"39,0"
"LY";"30,0"
"MA";"30,9"
"SD";"12,3"
"TN";"38,8"
"EH";"33,9"
"BW";"3,2"
"LS";"5,0"
"NA";"19,2"
"ZA";"47,0"
"SZ";"5,3"
"BJ";"11,1"
"BF";"5,0"
"CV";"17,5"
"CI";"21,6"
"GM";"12,9"
"GH";"24,9"
"GN";"11,9"
"GW";"14,0"
"LR";"20,7"
"ML";"12,0"
"MR";"8,7"
"NE";"6,3"
"NG";"16,1"
"SH";"48,6"
"SN";"25,0"
"SL";"19,1"
"TG";"12,8"
"CN";"17,8"
"HK";"85,9"
"MO";"95,8"
"TW";"32,9"
"KP";"43,1"
"JP";"66,1"
"MN";"41,1"
"KR";"30,4"
"KZ";"45,9"
"KG";"35,2"
"TJ";"34,4"
"TM";"46,9"
"UZ";"34,8"
"AF";"9,3"
"BD";"5,7"
"BT";"4,2"
"IN";"18,4"
"IR";"35,7"
"MV";"11,3"
"NP";"3,7"
"PK";"23,0"
"LK";"16,9"
"BN";"48,9"
"KH";"10,5"
"ID";"15,3"
"LA";"8,2"
"MY";"28,6"
"MM";"20,3"
"PH";"31,1"
"SG";"100,0"
"TH";"20,0"
"TL";"10,8"
"VN";"15,7"
"AM";"53,9"
"AZ";"51,8"
"BH";"82,4"
"CY";"37,2"
"GE";"44,5"
"IQ";"47,5"
"IL";"79,5"
"JO";"53,6"
"KW";"77,5"
"LB";"47,5"
"OM";"19,8"
"QA";"86,5"
"SA";"35,0"
"PS";"46,7"
"SY";"38,7"
"TR";"33,1"
"AE";"76,1"
"YE";"10,2"
"BY";"35,8"
"BG";"42,2"
"CZ";"61,0"
"HU";"57,2"
"PL";"49,3"
"MD";"25,9"
"RO";"36,3"
"RU";"56,4"
"SK";"35,5"
"UA";"49,1"
"DK";"75,8"
"EE";"59,8"
"FO";"23,8"
"FI";"58,0"
"IS";"81,8"
"IE";"45,8"
"IM";"55,8"
"LV";"55,3"
"LT";"42,4"
"NO";"54,3"
"SE";"75,2"
"GB";"78,1"
"AL";"31,1"
"AD";"65,9"
"BA";"21,2"
"HR";"33,0"
"GI";"100,0"
"GR";"58,2"
"VA";"100,0"
"IT";"60,9"
"MT";"90,0"
"ME";"21,0"
"PT";"36,1"
"SM";"52,2"
"RS";"32,1"
"SI";"30,8"
"ES";"59,3"
"MK";"37,8"
"AT";"64,9"
"BE";"92,8"
"FR";"64,7"
"DE";"71,8"
"LI";"19,9"
"LU";"71,0"
"MC";"100,0"
"NL";"60,4"
"CH";"71,8"
"AI";"100,0"
"AG";"37,8"
"AW";"50,7"
"BS";"61,9"
"BB";"37,0"
"VG";"13,4"
"KY";"100,0"
"CU";"59,0"
"CW";"75,9"
"DM";"38,1"
"DO";"33,1"
"GD";"30,9"
"GP";"66,2"
"HT";"16,8"
"JM";"36,0"
"MQ";"45,6"
"MS";"14,3"
"PR";"48,7"
"KN";"29,5"
"LC";"22,2"
"VC";"27,3"
"SX";"100,0"
"TT";"36,7"
"TC";"48,7"
"VI";"60,6"
"BZ";"53,1"
"CR";"34,6"
"SV";"38,7"
"GT";"33,1"
"HN";"24,5"
"MX";"53,3"
"NI";"41,0"
"PA";"43,1"
"AR";"75,3"
"BO";"37,7"
"BR";"49,1"
"CL";"70,2"
"CO";"50,6"
"EC";"35,6"
"FK";"51,0"
"GF";"65,1"
"GY";"29,1"
"PY";"35,9"
"PE";"49,6"
"SR";"47,4"
"UY";"80,9"
"VE";"65,0"
"BM";"100,0"
"CA";"71,3"
"GL";"63,0"
"PM";"87,6"
"US";"71,1"
"AU";"82,5"
"NZ";"77,7"
"FJ";"31,4"
"NC";"41,7"
"PG";"4,7"
"SB";"6,6"
"VU";"11,0"
"FM";"39,1"
"GU";"53,4"
"KI";"18,2"
"MH";"39,8"
"FM";"23,0"
"NR";"100,0"
"MP";"55,8"
"PW";"57,7"
"AS";"67,5"
"CK";"49,1"
"PF";"45,4"
"NU";"21,5"
"WS";"19,1"
"TK";"0,0"
"TO";"18,7"
"TV";"17,6"
"WF";"0,0"
