;populacao_4
"BI";"7,4"
"KM";"28,3"
"DJ";"76,4"
"ER";"23,3"
"ET";"14,0"
"KE";"18,6"
"MG";"26,1"
"MW";"13,6"
"MU";"43,2"
"YT";"42,7"
"MZ";"28,0"
"RE";"87,0"
"RW";"11,4"
"SC";"49,8"
"SO";"31,8"
"SS";"16,0"
"UG";"13,2"
"TZ";"20,9"
"ZM";"36,6"
"ZW";"32,1"
"AO";"45,4"
"CM";"43,2"
"CF";"37,3"
"TD";"21,5"
"CG";"56,8"
"CD";"33,3"
"GQ";"42,2"
"GA";"75,7"
"ST";"49,6"
"DZ";"56,8"
"EG";"42,7"
"LY";"76,1"
"MA";"52,0"
"SD";"32,3"
"TN";"61,9"
"EH";"85,6"
"BW";"49,8"
"LS";"17,6"
"NA";"30,3"
"ZA";"55,0"
"SZ";"22,7"
"BJ";"37,1"
"BF";"15,4"
"CV";"49,7"
"CI";"41,6"
"GM";"44,3"
"GH";"40,9"
"GN";"29,8"
"GW";"34,7"
"LR";"43,0"
"ML";"26,0"
"MR";"38,6"
"NE";"15,9"
"NG";"32,7"
"SH";"41,0"
"SN";"39,8"
"SL";"34,7"
"TG";"31,1"
"CN";"31,9"
"HK";"100,0"
"MO";"100,0"
"TW";"68,7"
"KP";"59,1"
"JP";"78,1"
"MN";"56,8"
"KR";"78,7"
"KZ";"55,9"
"KG";"36,1"
"TJ";"28,3"
"TM";"45,0"
"UZ";"44,2"
"AF";"21,7"
"BD";"22,1"
"BT";"21,5"
"IN";"26,8"
"IR";"61,1"
"MV";"26,0"
"NP";"11,4"
"PK";"32,1"
"LK";"18,4"
"BN";"69,2"
"KH";"17,7"
"ID";"37,2"
"LA";"18,2"
"MY";"57,0"
"MM";"26,3"
"PH";"46,5"
"SG";"100,0"
"TH";"30,5"
"TL";"22,9"
"VN";"22,6"
"AM";"65,8"
"AZ";"51,9"
"BH";"88,4"
"CY";"68,2"
"GE";"53,6"
"IQ";"68,6"
"IL";"90,9"
"JO";"78,2"
"KW";"98,3"
"LB";"85,1"
"OM";"71,7"
"QA";"95,4"
"SA";"78,9"
"PS";"70,7"
"SY";"50,5"
"TR";"62,7"
"AE";"78,5"
"YE";"24,3"
"BY";"68,3"
"BG";"68,0"
"CZ";"74,5"
"HU";"65,1"
"PL";"61,5"
"MD";"46,2"
"RO";"53,6"
"RU";"73,4"
"SK";"56,5"
"UA";"67,0"
"DK";"85,0"
"EE";"70,1"
"FO";"34,8"
"FI";"81,2"
"IS";"91,8"
"IE";"58,2"
"IM";"51,8"
"LV";"68,7"
"LT";"67,2"
"NO";"74,1"
"SE";"83,9"
"GB";"78,4"
"AL";"39,5"
"AD";"93,4"
"BA";"41,1"
"HR";"52,5"
"GI";"100,0"
"GR";"72,2"
"VA";"100,0"
"IT";"67,0"
"MT";"91,2"
"ME";"54,4"
"PT";"51,8"
"SM";"92,1"
"RS";"51,9"
"SI";"50,7"
"ES";"75,9"
"MK";"59,4"
"AT";"61,3"
"BE";"96,9"
"FR";"75,1"
"DE";"74,1"
"LI";"16,3"
"LU";"82,8"
"MC";"100,0"
"NL";"73,6"
"CH";"73,6"
"AI";"100,0"
"AG";"33,6"
"AW";"48,4"
"BS";"81,2"
"BB";"35,2"
"VG";"40,7"
"KY";"100,0"
"CU";"74,4"
"CW";"88,4"
"DM";"64,9"
"DO";"58,4"
"GD";"34,7"
"GP";"97,9"
"HT";"33,2"
"JM";"50,9"
"MQ";"88,8"
"MS";"12,5"
"PR";"93,9"
"KN";"33,5"
"LC";"28,6"
"VC";"43,7"
"SX";"100,0"
"TT";"55,2"
"TC";"80,9"
"VI";"90,9"
"BZ";"46,2"
"CR";"55,5"
"SV";"55,3"
"GT";"44,0"
"HN";"43,4"
"MX";"73,7"
"NI";"54,6"
"PA";"59,0"
"AR";"88,4"
"BO";"59,7"
"BR";"78,3"
"CL";"84,9"
"CO";"72,2"
"EC";"58,3"
"FK";"64,0"
"GF";"77,4"
"GY";"29,1"
"PY";"52,8"
"PE";"71,4"
"SR";"66,2"
"UY";"90,8"
"VE";"86,3"
"BM";"100,0"
"CA";"78,0"
"GL";"81,1"
"PM";"88,9"
"US";"77,6"
"AU";"84,8"
"NZ";"85,7"
"FJ";"46,3"
"NC";"60,5"
"PG";"13,9"
"SB";"14,9"
"VU";"20,5"
"FM";"64,0"
"GU";"92,3"
"KI";"37,4"
"MH";"67,1"
"FM";"24,5"
"NR";"100,0"
"MP";"89,7"
"PW";"71,3"
"AS";"86,0"
"CK";"58,7"
"PF";"56,4"
"NU";"31,7"
"WS";"21,6"
"TK";"0,0"
"TO";"22,9"
"TV";"44,4"
"WF";"0,0"
