;populacao_4
"BI";"23,9"
"KM";"37,9"
"DJ";"83,1"
"ER";"55,9"
"ET";"34,6"
"KE";"41,6"
"MG";"53,5"
"MW";"27,8"
"MU";"46,4"
"YT";"50,3"
"MZ";"51,0"
"RE";"99,9"
"RW";"25,6"
"SC";"66,9"
"SO";"59,9"
"SS";"31,5"
"UG";"39,6"
"TZ";"51,0"
"ZM";"58,3"
"ZW";"41,3"
"AO";"78,0"
"CM";"69,8"
"CF";"55,9"
"TD";"34,7"
"CG";"77,5"
"CD";"59,7"
"GQ";"81,1"
"GA";"94,3"
"ST";"83,7"
"DZ";"82,5"
"EG";"51,3"
"LY";"86,9"
"MA";"74,5"
"SD";"48,0"
"TN";"77,8"
"EH";"89,7"
"BW";"81,9"
"LS";"41,8"
"NA";"68,5"
"ZA";"77,3"
"SZ";"31,0"
"BJ";"61,6"
"BF";"45,6"
"CV";"75,3"
"CI";"63,8"
"GM";"74,5"
"GH";"70,0"
"GN";"49,2"
"GW";"54,2"
"LR";"64,6"
"ML";"59,2"
"MR";"69,7"
"NE";"24,5"
"NG";"66,4"
"SH";"48,3"
"SN";"60,6"
"SL";"55,4"
"TG";"56,5"
"CN";"77,6"
"HK";"100,0"
"MO";"100,0"
"TW";"85,9"
"KP";"71,1"
"JP";"94,0"
"MN";"75,1"
"KR";"84,8"
"KZ";"65,6"
"KG";"49,0"
"TJ";"38,4"
"TM";"65,2"
"UZ";"57,5"
"AF";"36,7"
"BD";"54,1"
"BT";"54,6"
"IN";"48,3"
"IR";"84,2"
"MV";"50,8"
"NP";"32,9"
"PK";"47,8"
"LK";"27,4"
"BN";"84,2"
"KH";"36,7"
"ID";"69,6"
"LA";"51,3"
"MY";"85,7"
"MM";"42,6"
"PH";"57,8"
"SG";"100,0"
"TH";"66,0"
"TL";"40,7"
"VN";"53,1"
"AM";"71,2"
"AZ";"67,5"
"BH";"92,4"
"CY";"72,2"
"GE";"70,0"
"IQ";"78,1"
"IL";"94,8"
"JO";"94,7"
"KW";"100,0"
"LB";"92,5"
"OM";"94,2"
"QA";"99,7"
"SA";"89,1"
"PS";"83,6"
"SY";"68,7"
"TR";"84,2"
"AE";"91,4"
"YE";"52,7"
"BY";"86,8"
"BG";"83,0"
"CZ";"80,0"
"HU";"79,6"
"PL";"67,0"
"MD";"52,6"
"RO";"63,0"
"RU";"81,2"
"SK";"61,9"
"UA";"76,1"
"DK";"91,3"
"EE";"75,2"
"FO";"49,6"
"FI";"88,8"
"IS";"95,3"
"IE";"72,1"
"IM";"60,6"
"LV";"73,7"
"LT";"75,5"
"NO";"89,0"
"SE";"92,4"
"GB";"89,0"
"AL";"75,6"
"AD";"89,2"
"BA";"60,7"
"HR";"68,0"
"GI";"100,0"
"GR";"86,1"
"VA";"100,0"
"IT";"78,8"
"MT";"96,2"
"ME";"75,2"
"PT";"76,8"
"SM";"98,9"
"RS";"65,3"
"SI";"65,2"
"ES";"86,5"
"MK";"69,5"
"AT";"67,6"
"BE";"98,7"
"FR";"86,8"
"DE";"82,4"
"LI";"18,7"
"LU";"94,5"
"MC";"100,0"
"NL";"96,2"
"CH";"79,1"
"AI";"100,0"
"AG";"28,3"
"AW";"51,5"
"BS";"87,2"
"BB";"37,8"
"VG";"58,4"
"KY";"100,0"
"CU";"82,1"
"CW";"91,0"
"DM";"78,1"
"DO";"91,0"
"GD";"44,2"
"GP";"98,9"
"HT";"72,0"
"JM";"67,0"
"MQ";"91,8"
"MS";"12,1"
"PR";"95,1"
"KN";"37,3"
"LC";"24,2"
"VC";"62,7"
"SX";"100,0"
"TT";"59,8"
"TC";"96,3"
"VI";"97,4"
"BZ";"54,0"
"CR";"88,9"
"SV";"83,7"
"GT";"63,5"
"HN";"70,8"
"MX";"86,7"
"NI";"68,1"
"PA";"77,3"
"AR";"94,6"
"BO";"78,4"
"BR";"91,5"
"CL";"90,8"
"CO";"87,4"
"EC";"71,8"
"FK";"85,1"
"GF";"90,0"
"GY";"33,1"
"PY";"71,3"
"PE";"83,9"
"SR";"71,7"
"UY";"97,1"
"VE";"90,8"
"BM";"100,0"
"CA";"85,7"
"GL";"91,3"
"PM";"91,9"
"US";"87,8"
"AU";"89,8"
"NZ";"89,9"
"FJ";"67,3"
"NC";"79,3"
"PG";"20,4"
"SB";"34,4"
"VU";"31,5"
"FM";"74,2"
"GU";"96,5"
"KI";"68,0"
"MH";"84,2"
"FM";"29,4"
"NR";"100,0"
"MP";"94,0"
"PW";"88,0"
"AS";"89,8"
"CK";"81,1"
"PF";"67,3"
"NU";"58,5"
"WS";"19,4"
"TK";"0,0"
"TO";"27,2"
"TV";"75,5"
"WF";"0,0"
