"";economia_18
"AF";"16078"
"AX";"99999999999998"
"AL";"11927"
"DZ";"161207"
"AS";"99999999999998"
"AD";"3355"
"AO";"83799"
"AI";"268"
"AQ";"99999999999998"
"AG";"1148"
"AR";"426487"
"AM";"9875"
"AW";"2391"
"AU";"1293794"
"AT";"391893"
"AZ";"52906"
"BS";"10096"
"BH";"25713"
"BD";"114508"
"BB";"4365"
"BY";"57232"
"BE";"483549"
"BZ";"1397"
"BJ";"6970"
"BM";"5855"
"BT";"1585"
"BO";"19650"
"BQ";"99999999999998"
"BA";"17176"
"BW";"12787"
"BV";"99999999999998"
"BR";"2208838"
"IO";"99999999999998"
"BN";"13707"
"BG";"50610"
"BF";"8980"
"BI";"2032"
"CV";"1664"
"KH";"11242"
"CM";"26144"
"CA";"1613463"
"KY";"3267"
"CF";"2034"
"TD";"9791"
"CL";"218538"
"CN";"6066351"
"CX";"99999999999998"
"CC";"99999999999998"
"CO";"287018"
"KM";"1068"
"CD";"21566"
"CG";"12281"
"CK";"255"
"CR";"37269"
"CI";"24885"
"HR";"59829"
"CU";"64328"
"CW";"2951"
"CY";"25561"
"CZ";"207016"
"DK";"321995"
"DJ";"1067"
"DM";"494"
"DO";"53132"
"EC";"69555"
"EG";"214630"
"SV";"21418"
"GQ";"16299"
"ER";"2117"
"EE";"19503"
"ET";"26311"
"FK";"99999999999998"
"FO";"99999999999998"
"FJ";"3140"
"FI";"247800"
"FR";"2646837"
"GF";"99999999999998"
"PF";"6081"
"TF";"99999999999998"
"GA";"12882"
"GM";"952"
"GE";"11638"
"DE";"3417095"
"GH";"32174"
"GI";"99999999999998"
"GR";"299362"
"GL";"2307"
"GD";"771"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"41338"
"GG";"99999999999998"
"GN";"6853"
"GW";"849"
"GY";"2259"
"HT";"6708"
"HM";"99999999999998"
"VA";"99999999999998"
"HN";"15839"
"HK";"228639"
"HU";"130923"
"IS";"13311"
"IN";"1650635"
"ID";"755094"
"IR";"491099"
"IQ";"117138"
"IE";"221951"
"IM";"99999999999998"
"IL";"233611"
"IT";"2125058"
"JM";"13219"
"JP";"5700098"
"JE";"99999999999998"
"JO";"26425"
"KZ";"148047"
"KE";"40000"
"KI";"153"
"KP";"13945"
"KR";"1094499"
"KW";"115416"
"KG";"4794"
"LA";"7313"
"LV";"23765"
"LB";"38420"
"LS";"2394"
"LR";"1292"
"LY";"80942"
"LI";"5621"
"LT";"37130"
"LU";"53212"
"MO";"28124"
"MK";"9407"
"MG";"10401"
"MW";"6960"
"MY";"255018"
"MV";"2588"
"ML";"10679"
"MT";"8741"
"MH";"165"
"MQ";"99999999999998"
"MR";"4338"
"MU";"10004"
"YT";"99999999999998"
"MX";"1057801"
"FM";"297"
"MD";"5812"
"MC";"5362"
"MN";"7189"
"ME";"4138"
"MS";"56"
"MA";"93217"
"MZ";"10154"
"MM";"41445"
"NA";"11282"
"NR";"62"
"NP";"16281"
"NL";"836390"
"NC";"9355"
"NZ";"146584"
"NI";"8759"
"NE";"5719"
"NG";"369062"
"NU";"99999999999998"
"NF";"99999999999998"
"MP";"99999999999998"
"NO";"429131"
"OM";"58641"
"PK";"174508"
"PW";"183"
"PS";"8913"
"PA";"28917"
"PG";"14205"
"PY";"20048"
"PE";"147528"
"PH";"199591"
"PN";"99999999999998"
"PL";"479321"
"PT";"238303"
"PR";"98381"
"QA";"123627"
"RE";"99999999999998"
"RO";"167998"
"RU";"1524917"
"RW";"5774"
"BL";"99999999999998"
"SH";"99999999999998"
"KN";"705"
"LC";"1244"
"MF";"99999999999998"
"PM";"99999999999998"
"VC";"681"
"WS";"679"
"SM";"2139"
"ST";"197"
"SA";"528207"
"SN";"12926"
"RS";"39460"
"SC";"970"
"SL";"2578"
"SG";"236420"
"SX";"896"
"SK";"89501"
"SI";"48014"
"SB";"720"
"SO";"1071"
"ZA";"375348"
"GS";"99999999999998"
"SS";"15206"
"ES";"1431617"
"LK";"56726"
"SD";"54459"
"SR";"4368"
"SJ";"99999999999998"
"SZ";"4436"
"SE";"488378"
"CH";"583783"
"SY";"60465"
"TW";"99999999999998"
"TJ";"5642"
"TZ";"31105"
"TH";"341105"
"TL";"3999"
"TG";"3426"
"TK";"99999999999998"
"TO";"374"
"TT";"22123"
"TN";"44051"
"TR";"771877"
"TM";"22583"
"TC";"687"
"TV";"32"
"UG";"19803"
"UA";"136012"
"AE";"289787"
"GB";"2441173"
"UM";"99999999999998"
"US";"14964372"
"UY";"40285"
"UZ";"39526"
"VU";"701"
"VE";"393806"
"VN";"115932"
"VG";"876"
"VI";"99999999999998"
"WF";"99999999999998"
"EH";"99999999999998"
"YE";"29031"
"ZM";"20265"
"ZW";"10052"
