;populacao_4
"BI";"9.1"
"KM";"27.9"
"DJ";"76.7"
"ER";"30.2"
"ET";"15.5"
"KE";"21.3"
"MG";"28.2"
"MW";"15.0"
"MU";"42.2"
"YT";"50.3"
"MZ";"29.8"
"RE";"95.6"
"RW";"16.9"
"SC";"51.4"
"SO";"35.5"
"SS";"17.0"
"UG";"16.5"
"TZ";"24.2"
"ZM";"36.4"
"ZW";"34.3"
"AO";"54.8"
"CM";"47.9"
"CF";"38.0"
"TD";"21.8"
"CG";"60.5"
"CD";"37.0"
"GQ";"56.0"
"GA";"81.8"
"ST";"58.0"
"DZ";"63.1"
"EG";"43.0"
"LY";"76.9"
"MA";"54.6"
"SD";"32.7"
"TN";"65.0"
"EH";"86.0"
"BW";"55.5"
"LS";"21.7"
"NA";"35.7"
"ZA";"59.0"
"SZ";"22.2"
"BJ";"40.0"
"BF";"20.8"
"CV";"56.9"
"CI";"44.8"
"GM";"51.3"
"GH";"46.6"
"GN";"32.0"
"GW";"37.8"
"LR";"45.7"
"ML";"31.3"
"MR";"41.2"
"NE";"16.3"
"NG";"38.2"
"SH";"40.0"
"SN";"41.3"
"SL";"36.6"
"TG";"34.7"
"CN";"41.1"
"HK";"100.0"
"MO";"100.0"
"TW";"71.8"
"KP";"59.7"
"JP";"84.6"
"MN";"61.4"
"KR";"81.0"
"KZ";"56.4"
"KG";"35.3"
"TJ";"26.5"
"TM";"46.8"
"UZ";"48.1"
"AF";"22.5"
"BD";"26.1"
"BT";"29.8"
"IN";"28.9"
"IR";"66.9"
"MV";"32.5"
"NP";"14.8"
"PK";"33.8"
"LK";"18.3"
"BN";"72.8"
"KH";"19.1"
"ID";"45.2"
"LA";"26.2"
"MY";"65.7"
"MM";"27.8"
"PH";"45.8"
"SG";"100.0"
"TH";"36.2"
"TL";"25.7"
"VN";"26.7"
"AM";"64.0"
"AZ";"52.2"
"BH";"88.4"
"CY";"68.4"
"GE";"53.2"
"IQ";"68.7"
"IL";"91.5"
"JO";"78.3"
"KW";"100.0"
"LB";"86.5"
"OM";"71.8"
"QA";"97.1"
"SA";"80.8"
"PS";"72.8"
"SY";"53.4"
"TR";"67.2"
"AE";"81.9"
"YE";"28.4"
"BY";"71.9"
"BG";"70.2"
"CZ";"73.7"
"HU";"65.9"
"PL";"61.6"
"MD";"43.0"
"RO";"53.0"
"RU";"73.4"
"SK";"55.7"
"UA";"67.6"
"DK";"85.6"
"EE";"68.9"
"FO";"39.3"
"FI";"82.8"
"IS";"92.9"
"IE";"60.2"
"IM";"51.9"
"LV";"67.9"
"LT";"66.7"
"NO";"77.4"
"SE";"84.3"
"GB";"79.6"
"AL";"45.7"
"AD";"90.8"
"BA";"43.7"
"HR";"54.2"
"GI";"100.0"
"GR";"74.1"
"VA";"100.0"
"IT";"67.6"
"MT";"93.4"
"ME";"62.1"
"PT";"56.9"
"SM";"94.2"
"RS";"53.7"
"SI";"51.3"
"ES";"77.0"
"MK";"57.7"
"AT";"59.1"
"BE";"97.4"
"FR";"76.9"
"DE";"75.8"
"LI";"14.8"
"LU";"86.2"
"MC";"100.0"
"NL";"81.5"
"CH";"73.5"
"AI";"100.0"
"AG";"29.8"
"AW";"45.2"
"BS";"82.2"
"BB";"33.0"
"VG";"42.9"
"KY";"100.0"
"CU";"76.0"
"CW";"90.7"
"DM";"66.3"
"DO";"66.0"
"GD";"35.9"
"GP";"98.4"
"HT";"41.7"
"JM";"52.6"
"MQ";"89.4"
"MS";"9.4"
"PR";"94.2"
"KN";"32.2"
"LC";"24.1"
"VC";"46.7"
"SX";"100.0"
"TT";"55.2"
"TC";"87.2"
"VI";"93.5"
"BZ";"45.3"
"CR";"64.4"
"SV";"61.1"
"GT";"46.6"
"HN";"47.9"
"MX";"76.0"
"NI";"55.8"
"PA";"63.4"
"AR";"89.9"
"BO";"63.7"
"BR";"82.5"
"CL";"86.7"
"CO";"75.6"
"EC";"61.5"
"FK";"70.2"
"GF";"80.7"
"GY";"28.1"
"PY";"57.3"
"PE";"74.6"
"SR";"66.7"
"UY";"93.1"
"VE";"87.9"
"BM";"100.0"
"CA";"80.0"
"GL";"82.6"
"PM";"89.7"
"US";"79.8"
"AU";"84.5"
"NZ";"86.3"
"FJ";"49.5"
"NC";"63.3"
"PG";"13.1"
"SB";"17.4"
"VU";"22.8"
"FM";"65.9"
"GU";"93.5"
"KI";"43.5"
"MH";"70.6"
"FM";"22.3"
"NR";"100.0"
"MP";"90.5"
"PW";"70.4"
"AS";"88.2"
"CK";"70.1"
"PF";"56.8"
"NU";"34.8"
"WS";"21.5"
"TK";"0.0"
"TO";"23.1"
"TV";"48.7"
"WF";"0.0"
