;populacao_4
"BI";"9.4"
"KM";"27.9"
"DJ";"76.8"
"ER";"31.1"
"ET";"15.7"
"KE";"21.7"
"MG";"28.8"
"MW";"15.1"
"MU";"42.1"
"YT";"50.2"
"MZ";"30.0"
"RE";"96.3"
"RW";"16.9"
"SC";"51.7"
"SO";"36.3"
"SS";"17.2"
"UG";"17.0"
"TZ";"24.8"
"ZM";"36.9"
"ZW";"34.1"
"AO";"56.0"
"CM";"48.5"
"CF";"38.1"
"TD";"21.8"
"CG";"61.0"
"CD";"37.5"
"GQ";"57.7"
"GA";"82.5"
"ST";"59.2"
"DZ";"63.8"
"EG";"43.0"
"LY";"77.1"
"MA";"55.2"
"SD";"32.8"
"TN";"65.2"
"EH";"86.0"
"BW";"55.9"
"LS";"22.3"
"NA";"36.6"
"ZA";"59.5"
"SZ";"22.0"
"BJ";"40.5"
"BF";"21.5"
"CV";"57.7"
"CI";"45.2"
"GM";"52.0"
"GH";"47.3"
"GN";"32.3"
"GW";"38.2"
"LR";"46.1"
"ML";"32.1"
"MR";"42.1"
"NE";"16.2"
"NG";"39.1"
"SH";"39.9"
"SN";"41.7"
"SL";"36.9"
"TG";"35.2"
"CN";"42.5"
"HK";"100.0"
"MO";"100.0"
"TW";"72.3"
"KP";"59.8"
"JP";"86.0"
"MN";"62.5"
"KR";"81.3"
"KZ";"56.5"
"KG";"35.3"
"TJ";"26.5"
"TM";"47.1"
"UZ";"48.5"
"AF";"22.7"
"BD";"26.8"
"BT";"31.0"
"IN";"29.2"
"IR";"67.6"
"MV";"33.8"
"NP";"15.2"
"PK";"34.0"
"LK";"18.3"
"BN";"73.2"
"KH";"19.2"
"ID";"45.9"
"LA";"27.2"
"MY";"66.6"
"MM";"28.0"
"PH";"45.7"
"SG";"100.0"
"TH";"37.4"
"TL";"26.0"
"VN";"27.3"
"AM";"63.9"
"AZ";"52.4"
"BH";"88.4"
"CY";"68.3"
"GE";"53.6"
"IQ";"68.8"
"IL";"91.5"
"JO";"79.5"
"KW";"100.0"
"LB";"86.6"
"OM";"72.4"
"QA";"97.4"
"SA";"81.0"
"PS";"73.1"
"SY";"53.8"
"TR";"67.8"
"AE";"82.3"
"YE";"28.9"
"BY";"72.4"
"BG";"70.6"
"CZ";"73.6"
"HU";"66.4"
"PL";"61.5"
"MD";"42.8"
"RO";"53.2"
"RU";"73.5"
"SK";"55.6"
"UA";"67.8"
"DK";"85.9"
"EE";"68.7"
"FO";"39.8"
"FI";"82.9"
"IS";"93.0"
"IE";"60.5"
"IM";"51.9"
"LV";"68.0"
"LT";"66.6"
"NO";"77.7"
"SE";"84.3"
"GB";"79.9"
"AL";"46.7"
"AD";"90.3"
"BA";"44.0"
"HR";"54.3"
"GI";"100.0"
"GR";"74.5"
"VA";"100.0"
"IT";"67.7"
"MT";"93.6"
"ME";"62.5"
"PT";"57.5"
"SM";"94.5"
"RS";"53.9"
"SI";"51.5"
"ES";"77.3"
"MK";"57.5"
"AT";"58.8"
"BE";"97.4"
"FR";"77.1"
"DE";"76.0"
"LI";"14.7"
"LU";"86.6"
"MC";"100.0"
"NL";"82.6"
"CH";"73.5"
"AI";"100.0"
"AG";"29.2"
"AW";"44.9"
"BS";"82.2"
"BB";"32.8"
"VG";"43.2"
"KY";"100.0"
"CU";"76.1"
"CW";"90.5"
"DM";"66.6"
"DO";"67.4"
"GD";"35.9"
"GP";"98.4"
"HT";"42.6"
"JM";"52.8"
"MQ";"89.3"
"MS";"9.3"
"PR";"94.1"
"KN";"32.0"
"LC";"23.1"
"VC";"47.0"
"SX";"100.0"
"TT";"55.0"
"TC";"87.7"
"VI";"93.7"
"BZ";"45.3"
"CR";"65.7"
"SV";"61.7"
"GT";"46.9"
"HN";"48.6"
"MX";"76.3"
"NI";"55.9"
"PA";"63.7"
"AR";"90.0"
"BO";"64.2"
"BR";"82.8"
"CL";"86.8"
"CO";"76.0"
"EC";"61.7"
"FK";"70.8"
"GF";"81.1"
"GY";"27.8"
"PY";"57.6"
"PE";"75.0"
"SR";"66.7"
"UY";"93.3"
"VE";"88.0"
"BM";"100.0"
"CA";"80.1"
"GL";"82.9"
"PM";"89.9"
"US";"79.9"
"AU";"84.6"
"NZ";"86.3"
"FJ";"49.9"
"NC";"64.0"
"PG";"13.1"
"SB";"17.8"
"VU";"23.1"
"FM";"65.9"
"GU";"93.6"
"KI";"43.6"
"MH";"71.1"
"FM";"22.3"
"NR";"100.0"
"MP";"90.6"
"PW";"71.2"
"AS";"88.1"
"CK";"71.0"
"PF";"57.4"
"NU";"35.2"
"WS";"21.2"
"TK";"0.0"
"TO";"23.2"
"TV";"49.7"
"WF";"0.0"
