,economia_18
"AF";"6622"
"AX";"99999999999998"
"AL";"8052"
"DZ";"103198"
"AS";"99999999999998"
"AD";"3256"
"AO";"36971"
"AI";"229"
"AQ";"99999999999998"
"AG";"1015"
"AR";"200622"
"AM";"5226"
"AW";"2331"
"AU";"762488"
"AT";"315967"
"AZ";"13245"
"BS";"9836"
"BH";"15969"
"BD";"57628"
"BB";"3897"
"BY";"31310"
"BE";"387356"
"BZ";"1114"
"BJ";"4804"
"BM";"4868"
"BT";"819"
"BO";"9549"
"BQ";"99999999999998"
"BA";"11223"
"BW";"9931"
"BV";"99999999999998"
"BR";"891634"
"IO";"99999999999998"
"BN";"10561"
"BG";"29636"
"BF";"5463"
"BI";"1117"
"CV";"1105"
"KH";"6293"
"CM";"17944"
"CA";"1169393"
"KY";"3042"
"CF";"1413"
"TD";"6681"
"CL";"122965"
"CN";"2308800"
"CX";"99999999999998"
"CC";"99999999999998"
"CO";"146566"
"KM";"787"
"CD";"11965"
"CG";"6087"
"CK";"183"
"CR";"19952"
"CI";"17085"
"HR";"45416"
"CU";"42644"
"CW";"2345"
"CY";"18694"
"CZ";"135990"
"DK";"264467"
"DJ";"709"
"DM";"370"
"DO";"35510"
"EC";"41507"
"EG";"94456"
"SV";"17094"
"GQ";"8520"
"ER";"1098"
"EE";"14003"
"ET";"12164"
"FK";"99999999999998"
"FO";"99999999999998"
"FJ";"2980"
"FI";"204431"
"FR";"2203624"
"GF";"99999999999998"
"PF";"5703"
"TF";"99999999999998"
"GA";"9579"
"GM";"624"
"GE";"6411"
"DE";"2861339"
"GH";"17199"
"GI";"99999999999998"
"GR";"247777"
"GL";"1656"
"GD";"695"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"27211"
"GG";"99999999999998"
"GN";"4063"
"GW";"587"
"GY";"1315"
"HT";"4154"
"HM";"99999999999998"
"VA";"99999999999998"
"HN";"9757"
"HK";"181569"
"HU";"113035"
"IS";"16691"
"IN";"812059"
"ID";"304372"
"IR";"226452"
"IQ";"36268"
"IE";"211645"
"IM";"99999999999998"
"IL";"142463"
"IT";"1852616"
"JM";"11244"
"JP";"4755410"
"JE";"99999999999998"
"JO";"12589"
"KZ";"57124"
"KE";"21506"
"KI";"112"
"KP";"13031"
"KR";"898137"
"KW";"80798"
"KG";"2460"
"LA";"2946"
"LV";"16922"
"LB";"21490"
"LS";"1559"
"LR";"706"
"LY";"45451"
"LI";"4046"
"LT";"26141"
"LU";"37346"
"MO";"12092"
"MK";"6259"
"MG";"5936"
"MW";"3656"
"MY";"143534"
"MV";"1163"
"ML";"6245"
"MT";"6393"
"MH";"138"
"MQ";"99999999999998"
"MR";"2184"
"MU";"6775"
"YT";"99999999999998"
"MX";"877477"
"FM";"251"
"MD";"2988"
"MC";"4203"
"MN";"2926"
"ME";"2279"
"MS";"49"
"MA";"62545"
"MZ";"7724"
"MM";"11931"
"NA";"7121"
"NR";"26"
"NP";"8259"
"NL";"678517"
"NC";"6236"
"NZ";"114722"
"NI";"6300"
"NE";"3369"
"NG";"180502"
"NU";"99999999999998"
"NF";"99999999999998"
"MP";"99999999999998"
"NO";"308722"
"OM";"31082"
"PK";"117708"
"PW";"191"
"PS";"4832"
"PA";"15465"
"PG";"7312"
"PY";"8735"
"PE";"76080"
"PH";"103072"
"PN";"99999999999998"
"PL";"306127"
"PT";"197300"
"PR";"83915"
"QA";"43998"
"RE";"99999999999998"
"RO";"99699"
"RU";"764016"
"RW";"2581"
"BL";"99999999999998"
"SH";"99999999999998"
"KN";"543"
"LC";"935"
"MF";"99999999999998"
"PM";"99999999999998"
"VC";"551"
"WS";"434"
"SM";"2027"
"ST";"126"
"SA";"328461"
"SN";"8708"
"RS";"26252"
"SC";"919"
"SL";"1650"
"SG";"127418"
"SX";"708"
"SK";"48965"
"SI";"36345"
"SB";"429"
"SO";"2316"
"ZA";"257772"
"GS";"99999999999998"
"SS";"99999999999998"
"ES";"1157248"
"LK";"27932"
"SD";"99999999999998"
"SR";"2193"
"SJ";"99999999999998"
"SZ";"3176"
"SE";"389043"
"CH";"408697"
"SY";"28397"
"TW";"99999999999998"
"TJ";"2312"
"TZ";"18072"
"TH";"189318"
"TL";"1850"
"TG";"2281"
"TK";"99999999999998"
"TO";"262"
"TT";"15982"
"TN";"32272"
"TR";"501423"
"TM";"14182"
"TC";"579"
"TV";"22"
"UG";"11154"
"UA";"89239"
"AE";"182978"
"GB";"2520709"
"UM";"99999999999998"
"US";"13093726"
"UY";"17363"
"UZ";"14396"
"VU";"395"
"VE";"145514"
"VN";"57633"
"VG";"853"
"VI";"99999999999998"
"WF";"99999999999998"
"EH";"99999999999998"
"YE";"19041"
"ZM";"8332"
"ZW";"6223"
