;economia_27
"AF";"99999999999998"
"AL";"2261555720"
"DZ";"35191117416"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"62390602"
"AR";"58384194969"
"AM";"2144962969"
"AW";"89358741"
"AU";"230163207202"
"AT";"99999999999998"
"AZ";"13797665649"
"BS";"99999999999998"
"BH";"99999999999998"
"BD";"99999999999998"
"BB";"485387947"
"BY";"99999999999998"
"BE";"429980167539"
"BZ";"277584960"
"BJ";"99999999999998"
"BM";"11742165"
"BO";"7852360979"
"BA";"6366899729"
"BW";"5898102750"
"BR";"217739177077"
"BN";"5570575213"
"BG";"30181926138"
"BF";"99999999999998"
"BI";"141738015"
"CV";"49935302"
"KH";"99999999999998"
"CM";"6527310837"
"CA";"420631850365"
"CF";"99999999999998"
"CL";"69229257332"
"CN";"2263370504301"
"HK";"550239645863"
"MO";"99999999999998"
"CO";"37766321060"
"KM";"99999999999998"
"CG";"8148014308"
"CR";"99999999999998"
"CI";"99999999999998"
"HR";"15770990558"
"CY";"3367844603"
"CZ";"180009910866"
"DK";"101646381770"
"DO";"8855644902"
"EC";"19122455098"
"EG";"25943200383"
"SV";"5760014842"
"EE";"15353152944"
"ET";"99999999999998"
"FJ";"955613495"
"FI";"67280640848"
"FR";"523385133284"
"PF";"99999999999998"
"FM";"99999999999998"
"GM";"99999999999998"
"GE";"2727963581"
"DE";"1450214838492"
"GH";"14358509951"
"GR";"32154816405"
"GL";"99999999999998"
"GT";"99999999999998"
"GN";"99999999999998"
"GY";"1789689907"
"HN";"4970144395"
"HU";"113382077421"
"IS";"4882605885"
"IN";"294364490162"
"ID";"168810042930"
"IQ";"99999999999998"
"IE";"138072213252"
"IL";"53791337000"
"IT";"503053928396"
"JM";"1309718443"
"JP";"698097188909"
"JO";"7469238450"
"KZ";"48342074036"
"KE";"5747414819"
"KI";"99999999999998"
"KW";"54806847168"
"KG";"1783967196"
"LA";"99999999999998"
"LV";"12894802096"
"LB";"99999999999998"
"LT";"29349549370"
"LU";"13959035854"
"MG";"2846993006"
"MW";"99999999999998"
"MY";"216428429221"
"MV";"99999999999998"
"ML";"99999999999998"
"MT";"99999999999998"
"MR";"1989430771"
"MU";"2102621814"
"MX";"409451378170"
"MN";"99999999999998"
"ME";"420870887"
"MS";"99999999999998"
"MA";"99999999999998"
"MZ";"4718518271"
"MM";"13878764485"
"NA";"5229360925"
"NP";"740742914"
"NL";"505941305245"
"NC";"99999999999998"
"NZ";"38050286199"
"NI";"4925581177"
"NE";"99999999999998"
"NG";"44466366757"
"NO";"101976020159"
"OM";"32904047205"
"PK";"21877787164"
"PW";"6419759"
"PA";"99999999999998"
"PY";"8679833045"
"PE";"44237949422"
"PH";"68712611186"
"PL";"221307621302"
"PT";"62169899628"
"QA";"99999999999998"
"KR";"573627368937"
"MD";"2425118752"
"RO";"70626887499"
"RU";"359151975199"
"RW";"99999999999998"
"KN";"33245644"
"LC";"99999999999998"
"VC";"42299408"
"WS";"44401814"
"ST";"10562590"
"SA";"99999999999998"
"SN";"2989042090"
"RS";"16959040119"
"SC";"99999999999998"
"SL";"102651588"
"SG";"373254554420"
"SK";"84525363801"
"SI";"28772736912"
"SB";"499714683"
"ZA";"88267959727"
"ES";"319621896043"
"LK";"11741036786"
"PS";"99999999999998"
"SD";"4240642666"
"SR";"1441019448"
"SE";"153105766487"
"CH";"299308693087"
"MK";"5670378572"
"TH";"99999999999998"
"TL";"99999999999998"
"TG";"749255019"
"TO";"99999999999998"
"TT";"99999999999998"
"TN";"14199816336"
"TR";"157054788588"
"UG";"2901465679"
"UA";"43428391056"
"AE";"99999999999998"
"GB";"442065707223"
"TZ";"4178109062"
"UY";"7889387375"
"US";"1545609158491"
"VE";"99999999999998"
"VN";"99999999999998"
"YE";"99999999999998"
"ZM";"8157558690"
"ZW";"99999999999998"
