;economia_27
"AF";"596455337"
"AL";"1962117416"
"DZ";"29992101470"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"61043254"
"AR";"57733350414"
"AM";"1807789510"
"AW";"95029332"
"AU";"189629974559"
"AT";"144700690215"
"AZ";"9066506235"
"BS";"99999999999998"
"BH";"12892354638"
"BD";"99999999999998"
"BB";"516825882"
"BY";"23537354500"
"BE";"398033265360"
"BZ";"246162629"
"BJ";"409752038"
"BM";"8317389"
"BO";"7081932558"
"BA";"5327578339"
"BW";"7320705826"
"BR";"185235399101"
"BN";"4875075307"
"BG";"26087706087"
"BF";"2520012338"
"BI";"123055817"
"CV";"60361080"
"KH";"10069331577"
"CM";"2130449501"
"CA";"389071103128"
"CF";"88451252"
"CL";"60732633015"
"CN";"2097637171895"
"HK";"516588130933"
"MO";"1256603099"
"CO";"31044991243"
"KM";"99999999999998"
"CG";"99999999999998"
"CR";"9907873818"
"CI";"99999999999998"
"HR";"13647534058"
"CY";"1920371402"
"CZ";"162087332190"
"DK";"94354776728"
"DO";"8744920007"
"EC";"16797664624"
"EG";"22507388693"
"SV";"5419576524"
"EE";"13976166910"
"ET";"1723892053"
"FJ";"925878395"
"FI";"57325871718"
"FR";"488885072443"
"PF";"99999999999998"
"FM";"99999999999998"
"GM";"94014948"
"GE";"2113733901"
"DE";"1340752046170"
"GH";"10655796413"
"GR";"27810924841"
"GL";"552503681"
"GT";"10591329598"
"GN";"99999999999998"
"GY";"1452631561"
"HN";"4084641916"
"HU";"103071198017"
"IS";"4449729754"
"IN";"260326912335"
"ID";"144489796418"
"IQ";"43774017809"
"IE";"132009760447"
"IL";"60570596000"
"IT";"461529407062"
"JM";"1201786561"
"JP";"644932439497"
"JO";"7509082521"
"KZ";"36775323403"
"KE";"99999999999998"
"KI";"10512926"
"KW";"46241982282"
"KG";"1423028427"
"LA";"3124168977"
"LV";"11469645227"
"LB";"2976561583"
"LT";"25022652474"
"LU";"12838381070"
"MG";"2256404530"
"MW";"99999999999998"
"MY";"189414073154"
"MV";"139592790"
"ML";"2847593565"
"MT";"4038642974"
"MR";"1622761598"
"MU";"2193836161"
"MX";"373892536570"
"MN";"4916326458"
"ME";"354316464"
"MS";"99999999999998"
"MA";"22858288521"
"MZ";"3352109244"
"MM";"11672717466"
"NA";"4815846406"
"NP";"728846440"
"NL";"444867363311"
"NC";"99999999999998"
"NZ";"33869936061"
"NI";"4591961798"
"NE";"927241624"
"NG";"32883045467"
"NO";"89628326847"
"OM";"24454713338"
"PK";"20533792833"
"PW";"6539681"
"PA";"11194931374"
"PY";"8501839047"
"PE";"36309958803"
"PH";"56312747948"
"PL";"196455269598"
"PT";"55676835792"
"QA";"57310548345"
"KR";"495417715559"
"MD";"2044610956"
"RO";"63581004346"
"RU";"285491052006"
"RW";"621605794"
"KN";"36864707"
"LC";"119806601"
"VC";"43012868"
"WS";"56040486"
"ST";"10473934"
"SA";"207572139899"
"SN";"2640276916"
"RS";"14851777129"
"SC";"483692193"
"SL";"465595233"
"SG";"338081970453"
"SK";"77527131585"
"SI";"27657728380"
"SB";"437303074"
"ZA";"74110816972"
"ES";"281776673688"
"LK";"10545893296"
"PS";"926498977"
"SD";"99999999999998"
"SR";"1235283176"
"SE";"139456199399"
"CH";"304691297208"
"MK";"4784604593"
"TH";"213593429868"
"TL";"99999999999998"
"TG";"714880308"
"TO";"99999999999998"
"TT";"99999999999998"
"TN";"13575130953"
"TR";"142529583808"
"UG";"2482313415"
"UA";"36361032464"
"AE";"298650942398"
"GB";"411463355625"
"TZ";"4741924583"
"UY";"6963552025"
"US";"1450457291215"
"VE";"99999999999998"
"VN";"176580786634"
"YE";"99999999999998"
"ZM";"99999999999998"
"ZW";"2832310010"
