;economia_27
"AF";"570534007"
"AL";"2430723644"
"DZ";"60387689304"
"AD";"94780860"
"AO";"58672369190"
"AG";"23082464"
"AR";"68407381825"
"AM";"1490190146"
"AW";"116214260"
"AU";"240444683866"
"AT";"169714989280"
"AZ";"21751737145"
"BS";"689194495"
"BH";"23745958554"
"BD";"99999999999998"
"BB";"480753438"
"BY";"36080536800"
"BE";"472201274292"
"BZ";"358429021"
"BJ";"968325892"
"BM";"11968501"
"BO";"12856061102"
"BA";"5892102201"
"BW";"7915468175"
"BR";"225098405233"
"BN";"10508832881"
"BG";"29386540311"
"BF";"2845603230"
"BI";"141500677"
"CV";"356780551"
"KH";"6846019309"
"CM";"5159519529"
"CA";"475177176344"
"CF";"20701225"
"CL";"75083496948"
"CN";"2342292696320"
"HK";"524064898602"
"MO";"1240029460"
"CO";"54794812015"
"KM";"99999999999998"
"CG";"6550001990"
"CR";"11242661045"
"CI";"12985053430"
"HR";"13843899840"
"CY";"1923547446"
"CZ";"174279451675"
"DK";"110748921250"
"DO";"9927795974"
"EC";"25724432491"
"EG";"26812195958"
"SV";"5301546008"
"EE";"17465559809"
"ET";"5666889413"
"FJ";"1373264431"
"FI";"74338833529"
"FR";"566656165381"
"PF";"170097225"
"FM";"99999999999998"
"GM";"103937308"
"GE";"2861043298"
"DE";"1498157777815"
"GH";"99999999999998"
"GR";"35755371471"
"GL";"540496243"
"GT";"10890690739"
"GN";"1946667588"
"GY";"1174049913"
"HN";"4533347641"
"HU";"112536243771"
"IS";"5051299749"
"IN";"317544642257"
"ID";"176036194332"
"IQ";"84506036565"
"IE";"123071289030"
"IL";"68965008000"
"IT";"529528733451"
"JM";"1451988337"
"JP";"690217466341"
"JO";"8385330134"
"KZ";"79458749145"
"KE";"99999999999998"
"KI";"10158527"
"KW";"101131954619"
"KG";"99999999999998"
"LA";"2572201001"
"LV";"13602815460"
"LB";"3312205568"
"LT";"32394296287"
"LU";"14790882956"
"MG";"2243189647"
"MW";"1341897681"
"MY";"234134976857"
"MV";"144839922"
"ML";"99999999999998"
"MT";"4970788422"
"MR";"2139810563"
"MU";"2662998582"
"MX";"396881845729"
"MN";"5774330896"
"ME";"440658741"
"MS";"3375960"
"MA";"23815815609"
"MZ";"4725331362"
"MM";"11451860540"
"NA";"5983840058"
"NP";"900858622"
"NL";"571347541556"
"NC";"1618988611"
"NZ";"41635622760"
"NI";"4973501433"
"NE";"1049677035"
"NG";"102878499711"
"NO";"144611289843"
"OM";"50718324403"
"PK";"24722182145"
"PW";"11400373"
"PA";"12959956513"
"PY";"9635735187"
"PE";"38645855012"
"PH";"61809755230"
"PL";"214476794173"
"PT";"63834385666"
"QA";"131591553318"
"KR";"573074773090"
"MD";"2339529843"
"RO";"69877890844"
"RU";"497833528848"
"RW";"653364883"
"KN";"39158655"
"LC";"146292262"
"VC";"49307191"
"WS";"50921620"
"ST";"10497358"
"SA";"341947182544"
"SN";"2750172137"
"RS";"14843348443"
"SC";"551249859"
"SL";"279253408"
"SG";"409768670143"
"SK";"85976289112"
"SI";"30522102229"
"SB";"458516539"
"ZA";"92589502650"
"ES";"318649311794"
"LK";"11295485897"
"PS";"943717389"
"SD";"99999999999998"
"SR";"1917670786"
"SE";"164680012839"
"CH";"311145884178"
"MK";"4964132180"
"TH";"227572764096"
"TL";"99999999999998"
"TG";"803811338"
"TO";"18879495"
"TT";"14526144923"
"TN";"16759747696"
"TR";"157610157690"
"UG";"2261964444"
"UA";"53913302426"
"AE";"380339616263"
"GB";"511145442935"
"TZ";"5704653520"
"UY";"9165707594"
"US";"1619742863865"
"VE";"99999999999998"
"VN";"150217138752"
"YE";"2416887808"
"ZM";"9687918235"
"ZW";"3063741360"
