;indicadoressociais_14
"AW";"97.87"
"AF";"55.20"
"AO";"40.46"
"AI";"97.79"
"AL";"88.24"
"AD";"100.00"
"AE";"99.63"
"AR";"99.51"
"AM";"97.72"
"AS";"99.23"
"AG";"96.86"
"AU";"99.93"
"AT";"100.00"
"AZ";"82.82"
"BI";"55.30"
"BE";"100.00"
"BJ";"65.67"
"BF";"52.31"
"BD";"96.84"
"BG";"99.34"
"BH";"100.00"
"BS";"97.79"
"BA";"97.50"
"BY";"97.97"
"BZ";"95.20"
"BM";"99.90"
"BO";"90.33"
"BR";"96.70"
"BB";"98.19"
"BN";"99.51"
"BT";"95.78"
"BW";"78.84"
"CF";"53.88"
"CA";"99.20"
"CH";"100.00"
"CL";"94.15"
"CL";"99.65"
"CN";"93.03"
"CI";"72.78"
"CM";"63.37"
"CD";"40.34"
"CG";"65.91"
"CK";"99.88"
"CO";"95.43"
"KM";"84.06"
"CV";"85.01"
"CR";"99.01"
"CU";"94.78"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.87"
"DE";"100.00"
"DJ";"76.60"
"DM";"96.50"
"DK";"100.00"
"DO";"93.91"
"DZ";"92.83"
"EC";"90.72"
"EG";"98.33"
"ER";"18.51"
"ES";"100.00"
"EE";"99.54"
"ET";"34.59"
"FI";"100.00"
"FJ";"93.93"
"FK";"94.49"
"FR";"100.00"
"FO";"100.00"
"FM";"88.34"
"GA";"86.25"
"GB";"100.00"
"GE";"92.30"
"GH";"75.25"
"GI";"99.62"
"GN";"64.76"
"GP";"99.47"
"GM";"78.89"
"GW";"65.99"
"GQ";"49.35"
"GR";"100.00"
"GD";"95.97"
"GL";"100.00"
"GT";"92.05"
"GF";"93.31"
"GU";"99.70"
"GY";"93.42"
"HK";"99.85"
"HN";"90.34"
"HR";"99.44"
"HT";"62.96"
"HU";"99.97"
"ID";"86.71"
"IM";"96.26"
"IN";"86.19"
"IE";"98.51"
"IR";"95.00"
"IQ";"83.94"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.60"
"JO";"98.77"
"JP";"98.82"
"KZ";"90.34"
"KE";"56.18"
"KG";"85.85"
"KH";"70.42"
"KI";"64.23"
"KN";"98.97"
"KR";"99.24"
"KW";"100.00"
"LA";"73.96"
"LB";"90.89"
"LR";"68.31"
"LY";"96.75"
"LC";"96.64"
"LI";"100.00"
"LK";"89.33"
"LS";"70.55"
"LT";"96.33"
"LU";"99.95"
"LV";"98.39"
"MO";"100.00"
"MA";"79.48"
"MC";"100.00"
"MD";"86.27"
"MG";"47.64"
"MV";"98.01"
"MX";"96.62"
"MH";"78.39"
"MK";"96.68"
"ML";"69.37"
"MT";"100.00"
"MM";"65.01"
"ME";"96.36"
"MN";"80.23"
"MP";"99.26"
"MZ";"42.11"
"MR";"66.75"
"MS";"96.58"
"MQ";"99.79"
"MU";"99.82"
"MW";"64.08"
"MY";"96.71"
"YT";"98.15"
"NA";"78.38"
"NC";"97.95"
"NE";"44.17"
"NG";"63.42"
"NI";"81.86"
"NU";"98.31"
"NL";"100.00"
"NO";"100.00"
"NP";"86.21"
"NR";"99.84"
"NZ";"100.00"
"OM";"87.13"
"PK";"88.68"
"PA";"93.70"
"PE";"88.19"
"PH";"89.58"
"PW";"98.53"
"PG";"36.58"
"PL";"97.89"
"PR";"97.11"
"KP";"99.62"
"PT";"99.79"
"PY";"94.41"
"PS";"87.83"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"96.15"
"RW";"54.78"
"SA";"99.99"
"SD";"54.68"
"SN";"72.51"
"SG";"100.00"
"SH";"98.80"
"SB";"68.28"
"SL";"54.05"
"SV";"90.82"
"SM";"100.00"
"SO";"35.99"
"PM";"91.40"
"RS";"90.02"
"SS";"44.66"
"ST";"77.25"
"SR";"94.70"
"SK";"97.94"
"SI";"99.54"
"SE";"100.00"
"SZ";"64.43"
"SX";"95.50"
"SC";"96.13"
"SY";"96.69"
"TC";"93.20"
"TD";"41.74"
"TG";"59.34"
"TH";"97.59"
"TJ";"71.68"
"TK";"99.25"
"TM";"92.52"
"TL";"65.95"
"TO";"99.62"
"TT";"96.94"
"TN";"93.17"
"TR";"98.34"
"TV";"98.95"
"TZ";"46.41"
"UG";"37.11"
"UA";"97.19"
"UY";"98.75"
"US";"99.18"
"UZ";"91.46"
"VC";"94.86"
"VE";"97.31"
"VG";"99.86"
"VI";"100.00"
"VN";"88.25"
"VU";"88.20"
"WF";"99.58"
"WS";"95.21"
"YE";"64.44"
"ZA";"83.31"
"ZM";"58.77"
"ZW";"67.45"
