;indicadoressociais_14
"AW";"97.02"
"AF";"47.48"
"AO";"39.85"
"AI";"96.52"
"AL";"88.06"
"AD";"100.00"
"AE";"99.64"
"AR";"99.40"
"AM";"97.46"
"AS";"99.05"
"AG";"97.21"
"AU";"99.87"
"AT";"100.00"
"AZ";"81.25"
"BI";"54.54"
"BE";"100.00"
"BJ";"64.30"
"BF";"50.78"
"BD";"96.33"
"BG";"99.48"
"BH";"99.99"
"BS";"97.94"
"BA";"97.17"
"BY";"97.94"
"BZ";"93.28"
"BM";"99.93"
"BO";"87.65"
"BR";"96.03"
"BB";"98.28"
"BN";"99.50"
"BT";"92.50"
"BW";"78.42"
"CF";"53.37"
"CA";"99.50"
"CH";"100.00"
"CL";"94.15"
"CL";"98.70"
"CN";"89.67"
"CI";"72.48"
"CM";"61.42"
"CD";"38.84"
"CG";"63.35"
"CK";"99.88"
"CO";"94.16"
"KM";"84.63"
"CV";"82.76"
"CR";"98.02"
"CU";"94.37"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.85"
"DE";"100.00"
"DJ";"76.15"
"DM";"95.95"
"DK";"100.00"
"DO";"93.32"
"DZ";"92.16"
"EC";"88.83"
"EG";"98.31"
"ER";"17.97"
"ES";"100.00"
"EE";"99.44"
"ET";"30.00"
"FI";"100.00"
"FJ";"94.15"
"FK";"99999999999998"
"FR";"99.98"
"FO";"100.00"
"FM";"89.41"
"GA";"84.78"
"GB";"100.00"
"GE";"91.33"
"GH";"72.63"
"GI";"99.62"
"GN";"62.16"
"GP";"99.32"
"GM";"77.68"
"GW";"62.70"
"GQ";"49.14"
"GR";"99.86"
"GD";"95.40"
"GL";"100.00"
"GT";"90.47"
"GF";"93.26"
"GU";"99.62"
"GY";"92.12"
"HK";"99.56"
"HN";"88.42"
"HR";"99.21"
"HT";"61.64"
"HU";"99.97"
"ID";"83.80"
"IM";"99999999999998"
"IN";"84.79"
"IE";"97.90"
"IR";"95.11"
"IQ";"81.78"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.16"
"JO";"98.97"
"JP";"98.69"
"KZ";"89.27"
"KE";"53.83"
"KG";"84.33"
"KH";"65.90"
"KI";"63.34"
"KN";"98.97"
"KR";"98.88"
"KW";"100.00"
"LA";"67.36"
"LB";"89.51"
"LR";"66.70"
"LY";"99999999999998"
"LC";"94.10"
"LI";"100.00"
"LK";"86.36"
"LS";"69.52"
"LT";"94.77"
"LU";"99.94"
"LV";"98.19"
"MO";"100.00"
"MA";"75.80"
"MC";"100.00"
"MD";"85.68"
"MG";"44.69"
"MV";"98.11"
"MX";"94.88"
"MH";"78.63"
"MK";"96.65"
"ML";"64.40"
"MT";"100.00"
"MM";"62.46"
"ME";"95.84"
"MN";"76.89"
"MP";"99.14"
"MZ";"37.00"
"MR";"63.73"
"MS";"97.00"
"MQ";"99.72"
"MU";"99.68"
"MW";"60.97"
"MY";"97.03"
"YT";"98.15"
"NA";"78.00"
"NC";"96.92"
"NE";"42.55"
"NG";"59.30"
"NI";"81.51"
"NU";"98.66"
"NL";"100.00"
"NO";"100.00"
"NP";"84.61"
"NR";"98.65"
"NZ";"100.00"
"OM";"82.70"
"PK";"88.79"
"PA";"92.37"
"PE";"86.43"
"PH";"88.69"
"PW";"97.20"
"PG";"36.61"
"PL";"97.90"
"PR";"97.09"
"KP";"99.68"
"PT";"99.47"
"PY";"89.83"
"PS";"87.98"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.92"
"RW";"52.82"
"SA";"99.04"
"SD";"50.46"
"SN";"69.79"
"SG";"100.00"
"SH";"98.65"
"SB";"72.69"
"SL";"49.99"
"SV";"88.19"
"SM";"100.00"
"SO";"32.05"
"PM";"91.40"
"RS";"90.09"
"SS";"99999999999998"
"ST";"74.76"
"SR";"93.25"
"SK";"97.95"
"SI";"99.56"
"SE";"100.00"
"SZ";"61.29"
"SX";"95.50"
"SC";"95.42"
"SY";"96.27"
"TC";"91.52"
"TD";"41.02"
"TG";"55.86"
"TH";"96.86"
"TJ";"68.04"
"TK";"98.97"
"TM";"90.47"
"TL";"61.69"
"TO";"99.20"
"TT";"96.02"
"TN";"91.88"
"TR";"97.69"
"TV";"98.51"
"TZ";"42.65"
"UG";"35.29"
"UA";"96.82"
"UY";"98.17"
"US";"99.17"
"UZ";"91.46"
"VC";"94.43"
"VE";"97.01"
"VG";"98.72"
"VI";"100.00"
"VN";"85.73"
"VU";"85.82"
"WF";"99.61"
"WS";"94.43"
"YE";"58.30"
"ZA";"81.83"
"ZM";"56.27"
"ZW";"68.37"
