;indicadoressociais_14
"AW";"97.87"
"AF";"62.98"
"AO";"41.01"
"AI";"98.22"
"AL";"91.39"
"AD";"100.00"
"AE";"99.63"
"AR";"99.63"
"AM";"98.92"
"AS";"99.23"
"AG";"96.74"
"AU";"99.97"
"AT";"100.00"
"AZ";"84.38"
"BI";"55.93"
"BE";"100.00"
"BJ";"67.02"
"BF";"53.86"
"BD";"97.33"
"BG";"99.26"
"BH";"100.00"
"BS";"97.79"
"BA";"97.66"
"BY";"98.01"
"BZ";"97.13"
"BM";"99.90"
"BO";"92.88"
"BR";"97.50"
"BB";"98.13"
"BN";"99.51"
"BT";"97.56"
"BW";"79.17"
"CF";"54.14"
"CA";"98.90"
"CH";"100.00"
"CL";"94.15"
"CL";"100.00"
"CN";"95.82"
"CI";"73.06"
"CM";"65.28"
"CD";"41.84"
"CG";"68.34"
"CK";"99.88"
"CO";"96.52"
"KM";"83.70"
"CV";"86.46"
"CR";"99.70"
"CU";"95.18"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.88"
"DE";"100.00"
"DJ";"76.92"
"DM";"96.50"
"DK";"100.00"
"DO";"94.48"
"DZ";"93.47"
"EC";"92.61"
"EG";"98.36"
"ER";"19.29"
"ES";"99.94"
"EE";"99.61"
"ET";"39.12"
"FI";"100.00"
"FJ";"93.71"
"FK";"94.82"
"FR";"100.00"
"FO";"100.00"
"FM";"88.35"
"GA";"87.54"
"GB";"100.00"
"GE";"93.26"
"GH";"77.80"
"GI";"99.62"
"GN";"67.37"
"GP";"99.62"
"GM";"80.06"
"GW";"69.20"
"GQ";"49.59"
"GR";"100.00"
"GD";"95.63"
"GL";"100.00"
"GT";"93.60"
"GF";"93.35"
"GU";"99.70"
"GY";"95.07"
"HK";"100.00"
"HN";"92.18"
"HR";"99.59"
"HT";"64.17"
"HU";"99.97"
"ID";"89.52"
"IM";"96.26"
"IN";"87.56"
"IE";"98.92"
"IR";"94.87"
"IQ";"86.10"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.92"
"JO";"98.57"
"JP";"98.95"
"KZ";"91.15"
"KE";"58.46"
"KG";"87.27"
"KH";"74.97"
"KI";"64.39"
"KN";"99999999999998"
"KR";"99.59"
"KW";"100.00"
"LA";"80.45"
"LB";"92.26"
"LR";"69.90"
"LY";"96.75"
"LC";"98.16"
"LI";"100.00"
"LK";"92.31"
"LS";"71.59"
"LT";"97.38"
"LU";"99.95"
"LV";"98.60"
"MO";"100.00"
"MA";"82.97"
"MC";"100.00"
"MD";"86.69"
"MG";"50.62"
"MV";"97.88"
"MX";"98.31"
"MH";"78.16"
"MK";"96.77"
"ML";"74.27"
"MT";"100.00"
"MM";"67.54"
"ME";"97.63"
"MN";"83.22"
"MP";"99.26"
"MZ";"47.26"
"MR";"69.61"
"MS";"96.58"
"MQ";"99.86"
"MU";"99.87"
"MW";"67.20"
"MY";"96.43"
"YT";"98.15"
"NA";"78.79"
"NC";"98.98"
"NE";"45.84"
"NG";"67.34"
"NI";"82.26"
"NU";"98.20"
"NL";"100.00"
"NO";"100.00"
"NP";"87.75"
"NR";"100.00"
"NZ";"100.00"
"OM";"90.94"
"PK";"88.55"
"PA";"95.00"
"PE";"89.87"
"PH";"90.50"
"PW";"99.58"
"PG";"36.60"
"PL";"97.89"
"PR";"97.12"
"KP";"99.62"
"PT";"99.90"
"PY";"98.89"
"PS";"87.65"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"96.38"
"RW";"56.71"
"SA";"99.99"
"SD";"58.93"
"SN";"75.19"
"SG";"100.00"
"SH";"98.95"
"SB";"64.03"
"SL";"58.09"
"SV";"93.01"
"SM";"100.00"
"SO";"40.00"
"PM";"91.40"
"RS";"91.18"
"SS";"50.41"
"ST";"79.70"
"SR";"94.68"
"SK";"97.93"
"SI";"99.52"
"SE";"100.00"
"SZ";"67.63"
"SX";"95.50"
"SC";"96.25"
"SY";"96.74"
"TC";"94.32"
"TD";"42.54"
"TG";"62.82"
"TH";"98.23"
"TJ";"74.14"
"TK";"99.53"
"TM";"94.45"
"TL";"70.22"
"TO";"99.91"
"TT";"96.94"
"TN";"94.23"
"TR";"98.90"
"TV";"99.26"
"TZ";"50.15"
"UG";"38.92"
"UA";"97.73"
"UY";"99.25"
"US";"99.20"
"UZ";"99999999999998"
"VC";"95.15"
"VE";"97.42"
"VG";"99.86"
"VI";"100.00"
"VN";"91.19"
"VU";"90.50"
"WF";"99.56"
"WS";"95.51"
"YE";"70.36"
"ZA";"84.70"
"ZM";"61.23"
"ZW";"66.56"
