;indicadoressociais_14
"AW";"94.49"
"AF";"27.07"
"AO";"37.77"
"AI";"92.69"
"AL";"87.58"
"AD";"100.00"
"AE";"99.65"
"AR";"99.01"
"AM";"95.87"
"AS";"98.50"
"AG";"98.25"
"AU";"99.74"
"AT";"100.00"
"AZ";"76.44"
"BI";"52.44"
"BE";"100.00"
"BJ";"60.06"
"BF";"46.71"
"BD";"94.65"
"BG";"99.74"
"BH";"99.90"
"BS";"98.38"
"BA";"96.40"
"BY";"97.90"
"BZ";"87.57"
"BM";"99.99"
"BO";"78.82"
"BR";"93.71"
"BB";"98.54"
"BN";"99999999999998"
"BT";"80.97"
"BW";"76.87"
"CF";"52.09"
"CA";"99.90"
"CH";"100.00"
"CL";"99999999999998"
"CL";"95.26"
"CN";"77.50"
"CI";"71.86"
"CM";"55.30"
"CD";"34.37"
"CG";"56.85"
"CK";"99.90"
"CO";"90.04"
"KM";"86.40"
"CV";"77.90"
"CR";"93.87"
"CU";"93.03"
"CW";"99999999999998"
"KY";"99999999999998"
"CY";"100.00"
"CZ";"99.81"
"DE";"100.00"
"DJ";"74.84"
"DM";"93.48"
"DK";"100.00"
"DO";"91.09"
"DZ";"89.84"
"EC";"83.10"
"EG";"98.24"
"ER";"16.83"
"ES";"100.00"
"EE";"99.14"
"ET";"16.73"
"FI";"100.00"
"FJ";"94.60"
"FK";"99999999999998"
"FR";"99.89"
"FO";"100.00"
"FM";"92.61"
"GA";"78.71"
"GB";"100.00"
"GE";"88.56"
"GH";"64.36"
"GI";"99.62"
"GN";"54.50"
"GP";"99999999999998"
"GM";"73.85"
"GW";"52.79"
"GQ";"48.91"
"GR";"99.38"
"GD";"93.31"
"GL";"100.00"
"GT";"85.47"
"GF";"99999999999998"
"GU";"99.40"
"GY";"88.27"
"HK";"98.67"
"HN";"82.21"
"HR";"98.51"
"HT";"56.42"
"HU";"99.96"
"ID";"74.57"
"IM";"99999999999998"
"IN";"80.41"
"IE";"96.08"
"IR";"94.99"
"IQ";"81.35"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"90.77"
"JO";"99.59"
"JP";"98.48"
"KZ";"86.18"
"KE";"46.39"
"KG";"80.32"
"KH";"52.40"
"KI";"60.79"
"KN";"98.21"
"KR";"99999999999998"
"KW";"100.00"
"LA";"45.83"
"LB";"85.39"
"LR";"61.71"
"LY";"99999999999998"
"LC";"88.48"
"LI";"100.00"
"LK";"77.47"
"LS";"66.37"
"LT";"90.05"
"LU";"99.92"
"LV";"97.65"
"MO";"100.00"
"MA";"64.13"
"MC";"100.00"
"MD";"84.06"
"MG";"36.69"
"MV";"88.58"
"MX";"89.31"
"MH";"99999999999998"
"MK";"97.89"
"ML";"49.22"
"MT";"100.00"
"MM";"54.83"
"ME";"99999999999998"
"MN";"65.01"
"MP";"98.79"
"MZ";"22.21"
"MR";"53.61"
"MS";"98.91"
"MQ";"99.63"
"MU";"99.28"
"MW";"51.60"
"MY";"98.15"
"YT";"99999999999998"
"NA";"77.41"
"NC";"94.52"
"NE";"38.00"
"NG";"46.08"
"NI";"80.63"
"NU";"99.23"
"NL";"100.00"
"NO";"100.00"
"NP";"79.50"
"NR";"95.11"
"NZ";"100.00"
"OM";"99999999999998"
"PK";"88.94"
"PA";"88.20"
"PE";"80.52"
"PH";"86.09"
"PW";"91.65"
"PG";"36.71"
"PL";"99999999999998"
"PR";"97.06"
"KP";"99.97"
"PT";"98.54"
"PY";"75.03"
"PS";"88.21"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.32"
"RW";"46.99"
"SA";"96.81"
"SD";"43.43"
"SN";"61.62"
"SG";"100.00"
"SH";"99999999999998"
"SB";"80.23"
"SL";"38.72"
"SV";"80.24"
"SM";"100.00"
"SO";"20.68"
"PM";"99999999999998"
"RS";"91.82"
"SS";"99999999999998"
"ST";"66.92"
"SR";"88.84"
"SK";"97.98"
"SI";"99.62"
"SE";"100.00"
"SZ";"52.15"
"SX";"99999999999998"
"SC";"93.26"
"SY";"94.85"
"TC";"86.49"
"TD";"39.00"
"TG";"45.39"
"TH";"94.25"
"TJ";"57.18"
"TK";"98.50"
"TM";"83.99"
"TL";"99999999999998"
"TO";"98.49"
"TT";"91.89"
"TN";"87.67"
"TR";"95.49"
"TV";"99999999999998"
"TZ";"31.59"
"UG";"30.01"
"UA";"95.66"
"UY";"96.75"
"US";"99999999999998"
"UZ";"85.36"
"VC";"93.15"
"VE";"96.06"
"VG";"95.30"
"VI";"100.00"
"VN";"77.86"
"VU";"81.61"
"WF";"99.67"
"WS";"93.01"
"YE";"42.71"
"ZA";"76.98"
"ZM";"48.58"
"ZW";"70.39"
