;indicadoressociais_14
"AW";"97.59"
"AF";"52.62"
"AO";"40.26"
"AI";"97.37"
"AL";"88.11"
"AD";"100.00"
"AE";"99.64"
"AR";"99.48"
"AM";"97.77"
"AS";"99.17"
"AG";"96.97"
"AU";"99.91"
"AT";"100.00"
"AZ";"82.30"
"BI";"55.04"
"BE";"100.00"
"BJ";"65.22"
"BF";"51.80"
"BD";"96.67"
"BG";"99.39"
"BH";"100.00"
"BS";"97.84"
"BA";"97.39"
"BY";"97.96"
"BZ";"94.56"
"BM";"99.91"
"BO";"89.45"
"BR";"96.48"
"BB";"98.22"
"BN";"99.51"
"BT";"94.71"
"BW";"78.70"
"CF";"53.71"
"CA";"99.30"
"CH";"100.00"
"CL";"94.15"
"CL";"99.34"
"CN";"91.97"
"CI";"72.68"
"CM";"62.73"
"CD";"39.84"
"CG";"65.07"
"CK";"99.88"
"CO";"95.01"
"KM";"84.25"
"CV";"84.26"
"CR";"98.70"
"CU";"94.64"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.86"
"DE";"100.00"
"DJ";"76.45"
"DM";"96.50"
"DK";"100.00"
"DO";"93.73"
"DZ";"92.61"
"EC";"90.09"
"EG";"98.32"
"ER";"18.32"
"ES";"100.00"
"EE";"99.51"
"ET";"33.07"
"FI";"100.00"
"FJ";"94.00"
"FK";"99999999999998"
"FR";"99.99"
"FO";"100.00"
"FM";"88.70"
"GA";"85.78"
"GB";"100.00"
"GE";"91.98"
"GH";"74.38"
"GI";"99.62"
"GN";"63.89"
"GP";"99.42"
"GM";"78.49"
"GW";"64.90"
"GQ";"49.27"
"GR";"99.95"
"GD";"95.86"
"GL";"100.00"
"GT";"91.53"
"GF";"93.29"
"GU";"99.67"
"GY";"92.99"
"HK";"99.75"
"HN";"89.71"
"HR";"99.37"
"HT";"62.55"
"HU";"99.97"
"ID";"85.76"
"IM";"96.26"
"IN";"85.73"
"IE";"98.31"
"IR";"95.04"
"IQ";"83.22"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.45"
"JO";"98.83"
"JP";"98.77"
"KZ";"89.98"
"KE";"55.40"
"KG";"85.34"
"KH";"68.91"
"KI";"63.93"
"KN";"98.97"
"KR";"99.12"
"KW";"100.00"
"LA";"71.79"
"LB";"90.43"
"LR";"67.78"
"LY";"96.75"
"LC";"95.84"
"LI";"100.00"
"LK";"88.34"
"LS";"70.21"
"LT";"95.81"
"LU";"99.94"
"LV";"98.32"
"MO";"100.00"
"MA";"78.27"
"MC";"100.00"
"MD";"86.07"
"MG";"46.65"
"MV";"98.06"
"MX";"96.05"
"MH";"78.47"
"MK";"96.67"
"ML";"67.72"
"MT";"100.00"
"MM";"64.16"
"ME";"96.17"
"MN";"79.15"
"MP";"99.22"
"MZ";"40.40"
"MR";"65.76"
"MS";"96.58"
"MQ";"99.77"
"MU";"99.77"
"MW";"63.04"
"MY";"96.81"
"YT";"98.15"
"NA";"78.25"
"NC";"97.61"
"NE";"43.63"
"NG";"62.06"
"NI";"81.74"
"NU";"98.43"
"NL";"100.00"
"NO";"100.00"
"NP";"85.68"
"NR";"99.44"
"NZ";"100.00"
"OM";"85.67"
"PK";"88.72"
"PA";"93.26"
"PE";"87.62"
"PH";"89.28"
"PW";"98.11"
"PG";"36.59"
"PL";"97.90"
"PR";"97.10"
"KP";"99.62"
"PT";"99.68"
"PY";"92.90"
"PS";"87.89"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"96.07"
"RW";"54.13"
"SA";"99.67"
"SD";"53.27"
"SN";"71.61"
"SG";"100.00"
"SH";"98.75"
"SB";"69.74"
"SL";"52.70"
"SV";"89.96"
"SM";"100.00"
"SO";"34.67"
"PM";"91.40"
"RS";"90.04"
"SS";"42.75"
"ST";"76.43"
"SR";"94.21"
"SK";"97.94"
"SI";"99.54"
"SE";"100.00"
"SZ";"63.38"
"SX";"95.50"
"SC";"95.90"
"SY";"96.55"
"TC";"92.64"
"TD";"41.50"
"TG";"58.18"
"TH";"97.36"
"TJ";"70.46"
"TK";"99.16"
"TM";"91.84"
"TL";"64.53"
"TO";"99.48"
"TT";"96.94"
"TN";"92.74"
"TR";"98.13"
"TV";"98.81"
"TZ";"45.16"
"UG";"36.50"
"UA";"97.07"
"UY";"98.56"
"US";"99.18"
"UZ";"91.46"
"VC";"94.72"
"VE";"97.21"
"VG";"99.48"
"VI";"100.00"
"VN";"87.42"
"VU";"87.41"
"WF";"99.59"
"WS";"94.95"
"YE";"62.42"
"ZA";"82.82"
"ZM";"57.94"
"ZW";"67.76"
