;populacao_6
"BI";"279.70"
"KM";"320.90"
"DJ";"33.30"
"ER";"38.20"
"ET";"74.60"
"KE";"61.60"
"MG";"30.60"
"MW";"134.50"
"MU";"598.90"
"YT";"459.60"
"MZ";"25.80"
"RE";"312.80"
"RW";"357.50"
"SC";"190.20"
"SO";"16.10"
"SS";"12.80"
"UG";"138.00"
"TZ";"43.20"
"ZM";"15.80"
"ZW";"33.00"
"AO";"15.10"
"CM";"35.90"
"CF";"6.50"
"TD";"7.70"
"CG";"10.60"
"CD";"23.40"
"GQ";"25.80"
"GA";"5.30"
"ST";"158.30"
"DZ";"13.80"
"EG";"75.70"
"LY";"3.20"
"MA";"67.60"
"SD";"17.10"
"TN";"64.50"
"EH";"1.60"
"BW";"3.20"
"LS";"63.70"
"NA";"2.40"
"ZA";"39.80"
"SZ";"63.70"
"BJ";"68.70"
"BF";"47.60"
"CV";"116.10"
"CI";"56.60"
"GM";"138.20"
"GH";"92.20"
"GN";"38.60"
"GW";"48.00"
"LR";"33.00"
"ML";"10.20"
"MR";"3.00"
"NE";"10.40"
"NG";"148.70"
"SH";"11.30"
"SN";"56.90"
"SL";"75.40"
"TG";"101.80"
"CN";"140.00"
"HK";"6.478.70"
"MO";"15.767.70"
"TW";"634.40"
"KP";"197.10"
"JP";"351.70"
"MN";"1.60"
"KR";"498.80"
"KZ";"5.70"
"KG";"26.30"
"TJ";"48.00"
"TM";"10.00"
"UZ";"61.50"
"AF";"36.90"
"BD";"1.085.60"
"BT";"16.80"
"IN";"378.80"
"IR";"42.80"
"MV";"1.034.70"
"NP";"176.60"
"PK";"195.60"
"LK";"308.90"
"BN";"68.20"
"KH";"74.00"
"ID";"123.40"
"LA";"24.50"
"MY";"76.60"
"MM";"73.60"
"PH";"284.00"
"SG";"6.242.90"
"TH";"127.20"
"TL";"67.00"
"VN";"269.40"
"AM";"105.40"
"AZ";"102.20"
"BH";"1.091.90"
"CY";"109.40"
"GE";"65.20"
"IQ";"60.60"
"IL";"298.90"
"JO";"62.40"
"KW";"123.90"
"LB";"377.60"
"OM";"7.90"
"QA";"65.40"
"SA";"10.80"
"PS";"582.10"
"SY";"97.00"
"TR";"87.10"
"AE";"48.90"
"YE";"37.90"
"BY";"47.70"
"BG";"71.30"
"CZ";"132.60"
"HU";"111.70"
"PL";"125.40"
"MD";"126.80"
"RO";"93.80"
"RU";"8.80"
"SK";"112.30"
"UA";"81.50"
"DK";"127.30"
"EE";"32.20"
"FO";"34.50"
"FI";"17.30"
"IS";"2.90"
"IE";"59.90"
"IM";"132.20"
"LV";"36.60"
"LT";"54.00"
"NO";"12.60"
"SE";"21.90"
"GB";"247.50"
"AL";"113.10"
"AD";"162.20"
"BA";"74.10"
"HR";"78.30"
"GI";"3.189.60"
"GR";"87.40"
"VA";"1.811.40"
"IT";"198.90"
"MT";"1.265.70"
"ME";"45.70"
"PT";"115.00"
"SM";"481.10"
"RS";"105.90"
"SI";"98.90"
"ES";"86.90"
"MK";"81.60"
"AT";"99.70"
"BE";"346.10"
"FR";"111.20"
"DE";"234.40"
"LI";"216.20"
"LU";"174.50"
"MC";"22.358.40"
"NL";"483.00"
"CH";"185.90"
"AI";"137.10"
"AG";"200.60"
"AW";"548.50"
"BS";"32.20"
"BB";"635.10"
"VG";"150.30"
"KY";"197.10"
"CU";"105.90"
"CW";"288.60"
"DM";"93.80"
"DO";"188.40"
"GD";"301.90"
"GP";"258.50"
"HT";"330.90"
"JM";"252.00"
"MQ";"373.60"
"MS";"46.40"
"PR";"425.80"
"KN";"184.50"
"LC";"266.00"
"VC";"278.40"
"SX";"954.80"
"TT";"251.60"
"TC";"26.40"
"VI";"308.80"
"BZ";"12.10"
"CR";"82.00"
"SV";"289.60"
"GT";"119.40"
"HN";"64.40"
"MX";"55.00"
"NI";"44.10"
"PA";"44.00"
"AR";"14.20"
"BO";"8.30"
"BR";"22.10"
"CL";"21.50"
"CO";"38.50"
"EC";"54.40"
"FK";"0.20"
"GF";"2.40"
"GY";"3.80"
"PY";"14.40"
"PE";"21.30"
"SR";"3.20"
"UY";"19.00"
"VE";"29.90"
"BM";"1.301.30"
"CA";"3.50"
"GL";"0.10"
"PM";"27.20"
"US";"32.00"
"AU";"2.60"
"NZ";"15.50"
"FJ";"44.80"
"NC";"12.50"
"PG";"13.60"
"SB";"16.40"
"VU";"16.80"
"FM";"158.60"
"GU";"292.80"
"KI";"111.80"
"MH";"289.30"
"FM";"152.30"
"NR";"506.30"
"MP";"142.80"
"PW";"43.10"
"AS";"296.30"
"CK";"81.30"
"PF";"68.80"
"NU";"6.60"
"WS";"63.20"
"TK";"127.30"
"TO";"139.50"
"TV";"329.80"
"WF";"104.60"
"BI";"1.435.90"
"KM";"970.50"
"DJ";"58.30"
"ER";"119.90"
"ET";"227.60"
"KE";"210.10"
"MG";"124.30"
"MW";"603.40"
"MU";"549.40"
"YT";"1.653.90"
"MZ";"120.90"
"RE";"399.90"
"RW";"1.052.30"
"SC";"194.90"
"SO";"83.70"
"SS";"54.40"
"UG";"753.90"
"TZ";"226.50"
"ZM";"81.00"
"ZW";"92.80"
"AO";"90.10"
"CM";"142.20"
"CF";"18.30"
"TD";"36.40"
"CG";"47.30"
"CD";"121.90"
"GQ";"133.50"
"GA";"16.60"
"ST";"501.40"
"DZ";"25.90"
"EG";"178.20"
"LY";"4.60"
"MA";"105.00"
"SD";"59.70"
"TN";"90.10"
"EH";"4.30"
"BW";"6.60"
"LS";"120.30"
"NA";"6.30"
"ZA";"63.40"
"SZ";"136.70"
"BJ";"287.80"
"BF";"217.40"
"CV";"190.50"
"CI";"224.80"
"GM";"583.80"
"GH";"278.50"
"GN";"147.00"
"GW";"165.00"
"LR";"136.80"
"ML";"50.20"
"MR";"11.40"
"NE";"89.10"
"NG";"623.40"
"SH";"10.30"
"SN";"241.00"
"SL";"211.80"
"TG";"364.10"
"CN";"129.60"
"HK";"7.863.30"
"MO";"32.121.50"
"TW";"571.30"
"KP";"214.00"
"JP";"266.10"
"MN";"2.80"
"KR";"464.90"
"KZ";"9.10"
"KG";"45.30"
"TJ";"120.80"
"TM";"17.80"
"UZ";"97.00"
"AF";"108.10"
"BD";"1.535.40"
"BT";"25.80"
"IN";"561.00"
"IR";"53.90"
"MV";"1.924.70"
"NP";"249.10"
"PK";"444.10"
"LK";"299.90"
"BN";"101.00"
"KH";"132.40"
"ID";"178.80"
"LA";"40.30"
"MY";"133.00"
"MM";"93.50"
"PH";"559.70"
"SG";"8.912.20"
"TH";"113.20"
"TL";"208.50"
"VN";"369.90"
"AM";"83.50"
"AZ";"128.10"
"BH";"3.209.10"
"CY";"151.10"
"GE";"43.40"
"IQ";"255.50"
"IL";"679.50"
"JO";"182.20"
"KW";"334.10"
"LB";"510.70"
"OM";"23.00"
"QA";"348.00"
"SA";"21.50"
"PS";"2.045.80"
"SY";"206.40"
"TR";"123.70"
"AE";"171.10"
"YE";"102.60"
