;populacao_6
"BI";"255.30"
"KM";"298.70"
"DJ";"31.60"
"ER";"34.60"
"ET";"68.50"
"KE";"56.80"
"MG";"28.00"
"MW";"124.10"
"MU";"588.10"
"YT";"415.30"
"MZ";"23.60"
"RE";"299.50"
"RW";"337.60"
"SC";"179.50"
"SO";"14.80"
"SS";"11.40"
"UG";"124.40"
"TZ";"39.60"
"ZM";"14.60"
"ZW";"32.00"
"AO";"13.60"
"CM";"33.20"
"CF";"6.20"
"TD";"6.90"
"CG";"9.70"
"CD";"21.40"
"GQ";"22.80"
"GA";"4.90"
"ST";"147.50"
"DZ";"13.30"
"EG";"71.60"
"LY";"3.10"
"MA";"65.40"
"SD";"15.80"
"TN";"63.00"
"EH";"1.30"
"BW";"3.10"
"LS";"62.10"
"NA";"2.40"
"ZA";"38.20"
"SZ";"62.40"
"BJ";"62.80"
"BF";"43.70"
"CV";"110.10"
"CI";"53.60"
"GM";"125.50"
"GH";"85.40"
"GN";"36.50"
"GW";"45.10"
"LR";"31.10"
"ML";"9.30"
"MR";"2.70"
"NE";"9.30"
"NG";"137.80"
"SH";"12.80"
"SN";"52.60"
"SL";"65.70"
"TG";"94.00"
"CN";"137.50"
"HK";"6.402.20"
"MO";"14.651.50"
"TW";"620.90"
"KP";"192.10"
"JP";"350.40"
"MN";"1.60"
"KR";"490.70"
"KZ";"5.60"
"KG";"25.90"
"TJ";"45.20"
"TM";"9.70"
"UZ";"59.20"
"AF";"32.10"
"BD";"1.030.30"
"BT";"15.50"
"IN";"360.40"
"IR";"41.20"
"MV";"956.80"
"NP";"168.60"
"PK";"183.70"
"LK";"301.60"
"BN";"64.50"
"KH";"70.30"
"ID";"118.40"
"LA";"23.50"
"MY";"72.10"
"MM";"71.40"
"PH";"267.20"
"SG";"5.741.10"
"TH";"124.40"
"TL";"60.00"
"VN";"261.70"
"AM";"107.20"
"AZ";"99.20"
"BH";"917.80"
"CY";"103.90"
"GE";"67.20"
"IQ";"55.80"
"IL";"283.30"
"JO";"58.50"
"KW";"118.40"
"LB";"328.40"
"OM";"7.40"
"QA";"53.10"
"SA";"9.90"
"PS";"549.60"
"SY";"91.30"
"TR";"83.40"
"AE";"39.80"
"YE";"34.80"
"BY";"48.70"
"BG";"73.10"
"CZ";"133.00"
"HU";"112.60"
"PL";"125.80"
"MD";"127.40"
"RO";"95.50"
"RU";"8.90"
"SK";"112.30"
"UA";"83.60"
"DK";"126.30"
"EE";"32.80"
"FO";"34.00"
"FI";"17.10"
"IS";"2.80"
"IE";"56.80"
"IM";"128.40"
"LV";"37.90"
"LT";"55.40"
"NO";"12.40"
"SE";"21.70"
"GB";"244.50"
"AL";"114.00"
"AD";"143.30"
"BA";"74.00"
"HR";"78.80"
"GI";"3.137.40"
"GR";"86.80"
"VA";"1.790.90"
"IT";"195.50"
"MT";"1.247.40"
"ME";"45.60"
"PT";"113.50"
"SM";"462.70"
"RS";"107.60"
"SI";"98.70"
"ES";"83.00"
"MK";"81.00"
"AT";"98.30"
"BE";"340.80"
"FR";"109.40"
"DE";"233.90"
"LI";"210.40"
"LU";"170.00"
"MC";"21.718.10"
"NL";"475.00"
"CH";"182.30"
"AI";"126.40"
"AG";"193.30"
"AW";"516.10"
"BS";"30.30"
"BB";"629.50"
"VG";"140.60"
"KY";"180.50"
"CU";"105.10"
"CW";"293.40"
"DM";"92.90"
"DO";"180.00"
"GD";"299.60"
"GP";"253.40"
"HT";"315.40"
"JM";"247.20"
"MQ";"367.90"
"MS";"45.10"
"PR";"428.40"
"KN";"176.90"
"LC";"259.80"
"VC";"276.90"
"SX";"941.20"
"TT";"248.00"
"TC";"21.30"
"VI";"310.50"
"BZ";"11.20"
"CR";"78.30"
"SV";"285.00"
"GT";"111.30"
"HN";"59.80"
"MX";"53.00"
"NI";"42.40"
"PA";"41.60"
"AR";"13.70"
"BO";"7.80"
"BR";"21.30"
"CL";"20.80"
"CO";"36.90"
"EC";"51.80"
"FK";"0.20"
"GF";"2.10"
"GY";"3.80"
"PY";"13.60"
"PE";"20.50"
"SR";"3.10"
"UY";"19.00"
"VE";"28.30"
"BM";"1.286.50"
"CA";"3.40"
"GL";"0.10"
"PM";"27.30"
"US";"31.10"
"AU";"2.50"
"NZ";"14.80"
"FJ";"44.60"
"NC";"11.90"
"PG";"12.60"
"SB";"15.10"
"VU";"15.50"
"FM";"157.90"
"GU";"289.60"
"KI";"106.00"
"MH";"289.90"
"FM";"153.10"
"NR";"502.60"
"MP";"150.80"
"PW";"42.20"
"AS";"290.90"
"CK";"76.30"
"PF";"65.90"
"NU";"7.10"
"WS";"62.00"
"TK";"150.30"
