"ref_area";"time";"obs_value"
"X23";2006;65,826
"X23";2007;65,55
"X23";2008;65,519
"X23";2009;65,394
"X23";2010;65,122
"X23";2011;64,593
"X23";2012;65,226
"X23";2013;64,203
"X23";2014;65,206
"X23";2015;64,519
"X23";2016;64,795
"X23";2017;64,871
"X23";2018;64,946
"X23";2019;65,022
"X23";2020;65,098
"X23";2021;65,184
"X23";2022;65,273
"X23";2023;65,359
"X23";2024;65,438
"X23";2025;65,506
"X23";2026;65,573
"X23";2027;65,632
"X23";2028;65,68
"X23";2029;65,716
"X23";2030;65,738
"X24";1990;59,807
"X24";1991;60,094
"X24";1992;60,526
"X24";1993;60,945
"X24";1994;61,239
"X24";1995;61,548
"X24";1996;61,872
"X24";1997;62,548
"X24";1998;62,862
"X24";1999;62,953
"X24";2000;63,051
"X24";2001;63,323
"X24";2002;63,789
"X24";2003;63,923
"X24";2004;64,735
"X24";2005;65,094
"X24";2006;65,579
"X24";2007;65,495
"X24";2008;65,473
"X24";2009;65,596
"X24";2010;64,96
"X24";2011;64,645
"X24";2012;64,771
"X24";2013;64,599
"X24";2014;64,244
"X24";2015;64,359
"X24";2016;64,225
"X24";2017;64,185
"X24";2018;64,139
"X24";2019;64,084
"X24";2020;64,019
"X24";2021;63,952
"X24";2022;63,879
"X24";2023;63,796
"X24";2024;63,696
"X24";2025;63,578
"X24";2026;63,455
"X24";2027;63,316
"X24";2028;63,165
"X24";2029;63,006
"X24";2030;62,843
"X25";1990;64,817
"X25";1991;64,439
"X25";1992;64,637
"X25";1993;64,594
"X25";1994;64,891
"X25";1995;64,919
"X25";1996;65,053
"X25";1997;65,358
"X25";1998;65,468
"X25";1999;65,558
"X25";2000;65,554
"X25";2001;65,27
"X25";2002;65,045
"X25";2003;64,789
"X25";2004;64,622
"X25";2005;64,595
"X25";2006;64,724
"X25";2007;64,677
"X25";2008;64,72
"X25";2009;64,107
"X25";2010;63,593
"X25";2011;63,15
"X25";2012;63,022
"X25";2013;62,696
"X25";2014;62,402
"X25";2015;62,218
"X25";2016;62,317
"X25";2017;62,081
"X25";2018;61,844
"X25";2019;61,604
"X25";2020;61,358
"X25";2021;61,101
"X25";2022;60,843
"X25";2023;60,592
"X25";2024;60,358
"X25";2025;60,148
"X25";2026;59,96
"X25";2027;59,799
"X25";2028;59,659
"X25";2029;59,529
"X25";2030;59,402
"X26";1990;59,827
"X26";1991;60,082
"X26";1992;60,509
"X26";1993;60,938
"X26";1994;61,208
"X26";1995;61,442
"X26";1996;61,722
"X26";1997;62,339
"X26";1998;62,653
"X26";1999;62,735
"X26";2000;62,756
"X26";2001;62,998
"X26";2002;63,39
"X26";2003;63,532
"X26";2004;64,282
"X26";2005;64,629
"X26";2006;65,162
"X26";2007;65,12
"X26";2008;65,129
"X26";2009;65,222
"X26";2010;64,734
"X26";2011;64,468
"X26";2012;64,618
"X26";2013;64,402
"X26";2014;64,172
"X26";2015;64,226
"X26";2016;64,13
"X26";2017;64,112
"X26";2018;64,087
"X26";2019;64,054
"X26";2020;64,01
"X26";2021;63,967
"X26";2022;63,917
"X26";2023;63,858
"X26";2024;63,783
"X26";2025;63,691
"X26";2026;63,596
"X26";2027;63,486
"X26";2028;63,365
"X26";2029;63,236
"X26";2030;63,101
"X27";1990;67,387
"X27";1991;67,149
"X27";1992;66,872
"X27";1993;66,55
"X27";1994;66,175
"X27";1995;65,748
"X27";1996;65,31
"X27";1997;64,823
"X27";1998;64,318
"X27";1999;63,839
"X27";2000;63,415
"X27";2001;63,53
"X27";2002;63,706
"X27";2003;63,932
"X27";2004;64,191
"X27";2005;64,471
"X27";2006;64,751
"X27";2007;65,055
"X27";2008;65,337
"X27";2009;65,661
"X27";2010;65,88
"X27";2011;66,243
"X27";2012;66,583
"X27";2013;66,939
"X27";2014;67,265
"X27";2015;67,553
"X27";2016;67,847
"X27";2017;68,122
"X27";2018;68,387
"X27";2019;68,638
"X27";2020;68,87
"X27";2021;69,108
"X27";2022;69,331
"X27";2023;69,54
"X27";2024;69,743
"X27";2025;69,942
"X27";2026;70,156
"X27";2027;70,369
"X27";2028;70,578
"X27";2029;70,778
"X27";2030;70,966
"X28";1990;63,636
"X28";1991;63,754
"X28";1992;63,775
"X28";1993;63,963
"X28";1994;64,13
"X28";1995;64,065
"X28";1996;63,983
"X28";1997;64,162
"X28";1998;64,644
"X28";1999;64,731
"X28";2000;64,545
"X28";2001;64,373
"X28";2002;64,248
"X28";2003;64,439
"X28";2004;64,187
"X28";2005;64,743
"X28";2006;65,826
"X28";2007;65,55
"X28";2008;65,519
"X28";2009;65,394
"X28";2010;65,122
"X28";2011;64,593
"X28";2012;65,226
"X28";2013;64,203
"X28";2014;65,206
"X28";2015;64,519
"X28";2016;64,795
"X28";2017;64,871
"X28";2018;64,946
"X28";2019;65,022
"X28";2020;65,098
"X28";2021;65,184
"X28";2022;65,273
"X28";2023;65,359
"X28";2024;65,438
"X28";2025;65,506
"X28";2026;65,573
"X28";2027;65,632
"X28";2028;65,68
"X28";2029;65,716
"X28";2030;65,738
"X29";1990;59,805
"X29";1991;60,093
"X29";1992;60,525
"X29";1993;60,945
"X29";1994;61,239
"X29";1995;61,549
"X29";1996;61,874
"X29";1997;62,551
"X29";1998;62,866
"X29";1999;62,958
"X29";2000;63,056
"X29";2001;63,329
"X29";2002;63,797
"X29";2003;63,931
"X29";2004;64,744
"X29";2005;65,103
"X29";2006;65,59
"X29";2007;65,506
"X29";2008;65,484
"X29";2009;65,607
"X29";2010;64,969
"X29";2011;64,655
"X29";2012;64,782
"X29";2013;64,609
"X29";2014;64,253
"X29";2015;64,368
"X29";2016;64,234
"X29";2017;64,194
"X29";2018;64,148
"X29";2019;64,093
"X29";2020;64,028
"X29";2021;63,961
"X29";2022;63,889
"X29";2023;63,806
"X29";2024;63,708
"X29";2025;63,589
"X29";2026;63,466
"X29";2027;63,328
"X29";2028;63,176
"X29";2029;63,017
"X29";2030;62,854
"X30";1990;53,957
"X30";1991;53,916
"X30";1992;54,859
"X30";1993;55,859
"X30";1994;55,971
"X30";1995;55,42
"X30";1996;55,515
"X30";1997;55,881
"X30";1998;56,15
"X30";1999;56,161
"X30";2000;55,176
"X30";2001;55,365
"X30";2002;55,102
"X30";2003;55,249
"X30";2004;56,241
"X30";2005;56,068
"X30";2006;56,719
"X30";2007;57,58
"X30";2008;58,075
"X30";2009;57,784
"X30";2010;59,496
"X30";2011;60,25
"X30";2012;60,055
"X30";2013;59,979
"X30";2014;60,091
"X30";2015;59,987
"X30";2016;59,87
"X30";2017;59,987
"X30";2018;60,089
"X30";2019;60,173
"X30";2020;60,236
"X30";2021;60,285
"X30";2022;60,318
"X30";2023;60,338
"X30";2024;60,352
"X30";2025;60,364
"X30";2026;60,38
"X30";2027;60,399
"X30";2028;60,417
"X30";2029;60,429
"X30";2030;60,433
"X31";1990;57,367
"X31";1991;57,503
"X31";1992;57,713
"X31";1993;58,034
"X31";1994;58,152
"X31";1995;58,17
"X31";1996;58,353
"X31";1997;58,435
"X31";1998;58,349
"X31";1999;58,311
"X31";2000;58,144
"X31";2001;58,259
"X31";2002;58,39
"X31";2003;58,536
"X31";2004;58,705
"X31";2005;59,183
"X31";2006;59,595
"X31";2007;59,912
"X31";2008;59,779
"X31";2009;59,83
"X31";2010;60,054
"X31";2011;60,426
"X31";2012;60,521
"X31";2013;60,573
"X31";2014;60,669
"X31";2015;60,752
"X31";2016;60,812
"X31";2017;60,883
"X31";2018;60,937
"X31";2019;60,964
"X31";2020;60,96
"X31";2021;60,955
"X31";2022;60,928
"X31";2023;60,879
"X31";2024;60,806
"X31";2025;60,71
"X31";2026;60,622
"X31";2027;60,516
"X31";2028;60,398
"X31";2029;60,275
"X31";2030;60,155
"X32";1990;59,164
"X32";1991;59,345
"X32";1992;59,829
"X32";1993;60,455
"X32";1994;60,427
"X32";1995;60,358
"X32";1996;60,305
"X32";1997;61,472
"X32";1998;61,53
"X32";1999;60,995
"X32";2000;60,827
"X32";2001;60,384
"X32";2002;60,466
"X32";2003;60,116
"X32";2004;60,997
"X32";2005;61,452
"X32";2006;62,244
"X32";2007;62,374
"X32";2008;62,17
"X32";2009;62,074
"X32";2010;61,808
"X32";2011;61,71
"X32";2012;62,563
"X32";2013;62,146
"X32";2014;61,869
"X32";2015;62,004
"X32";2016;61,934
"X32";2017;61,982
"X32";2018;62,029
"X32";2019;62,07
"X32";2020;62,104
"X32";2021;62,139
"X32";2022;62,169
"X32";2023;62,19
"X32";2024;62,194
"X32";2025;62,178
"X32";2026;62,156
"X32";2027;62,117
"X32";2028;62,063
"X32";2029;61,996
"X32";2030;61,919
"X33";1990;60,349
"X33";1991;60,644
"X33";1992;61,074
"X33";1993;61,441
"X33";1994;61,835
"X33";1995;62,202
"X33";1996;62,614
"X33";1997;63,084
"X33";1998;63,533
"X33";1999;63,852
"X33";2000;63,959
"X33";2001;64,463
"X33";2002;64,994
"X33";2003;65,314
"X33";2004;66,074
"X33";2005;66,366
"X33";2006;66,818
"X33";2007;66,679
"X33";2008;66,786
"X33";2009;66,959
"X33";2010;66,321
"X33";2011;65,931
"X33";2012;65,821
"X33";2013;65,658
"X33";2014;65,418
"X33";2015;65,441
"X33";2016;65,322
"X33";2017;65,273
"X33";2018;65,216
"X33";2019;65,15
"X33";2020;65,074
"X33";2021;64,998
"X33";2022;64,917
"X33";2023;64,826
"X33";2024;64,722
"X33";2025;64,601
"X33";2026;64,477
"X33";2027;64,34
"X33";2028;64,192
"X33";2029;64,038
"X33";2030;63,88
"X34";1990;65,578
"X34";1991;65,182
"X34";1992;65,333
"X34";1993;65,219
"X34";1994;65,534
"X34";1995;65,606
"X34";1996;65,747
"X34";1997;66,048
"X34";1998;66,147
"X34";1999;66,245
"X34";2000;66,314
"X34";2001;65,996
"X34";2002;65,775
"X34";2003;65,492
"X34";2004;65,24
"X34";2005;65,224
"X34";2006;65,316
"X34";2007;65,202
"X34";2008;65,213
"X34";2009;64,575
"X34";2010;63,896
"X34";2011;63,365
"X34";2012;63,242
"X34";2013;62,898
"X34";2014;62,574
"X34";2015;62,384
"X34";2016;62,498
"X34";2017;62,237
"X34";2018;61,975
"X34";2019;61,71
"X34";2020;61,442
"X34";2021;61,162
"X34";2022;60,882
"X34";2023;60,611
"X34";2024;60,359
"X34";2025;60,132
"X34";2026;59,929
"X34";2027;59,755
"X34";2028;59,603
"X34";2029;59,462
"X34";2030;59,326
"X35";1990;65,578
"X35";1991;65,182
"X35";1992;65,333
"X35";1993;65,219
"X35";1994;65,534
"X35";1995;65,606
"X35";1996;65,747
"X35";1997;66,048
"X35";1998;66,147
"X35";1999;66,245
"X35";2000;66,314
"X35";2001;65,996
"X35";2002;65,775
"X35";2003;65,492
"X35";2004;65,24
"X35";2005;65,224
"X35";2006;65,316
"X35";2007;65,202
"X35";2008;65,213
"X35";2009;64,575
"X35";2010;63,896
"X35";2011;63,365
"X35";2012;63,242
"X35";2013;62,898
"X35";2014;62,574
"X35";2015;62,384
"X35";2016;62,498
"X35";2017;62,237
"X35";2018;61,975
"X35";2019;61,71
"X35";2020;61,442
"X35";2021;61,162
"X35";2022;60,882
"X35";2023;60,611
"X35";2024;60,359
"X35";2025;60,132
"X35";2026;59,929
"X35";2027;59,755
"X35";2028;59,603
"X35";2029;59,462
"X35";2030;59,326
"X36";1990;49,56
"X36";1991;49,586
"X36";1992;49,483
"X36";1993;49,478
"X36";1994;49,41
"X36";1995;49,363
"X36";1996;48,973
"X36";1997;48,644
"X36";1998;48,36
"X36";1999;48,361
"X36";2000;48,478
"X36";2001;48,203
"X36";2002;48,005
"X36";2003;47,966
"X36";2004;47,938
"X36";2005;48,394
"X36";2006;48,781
"X36";2007;49,331
"X36";2008;49,95
"X36";2009;49,997
"X36";2010;50,441
"X36";2011;50,695
"X36";2012;50,845
"X36";2013;50,948
"X36";2014;51,102
"X36";2015;51,459
"X36";2016;51,428
"X36";2017;51,422
"X36";2018;51,436
"X36";2019;51,447
"X36";2020;51,43
"X36";2021;51,16
"X36";2022;50,883
"X36";2023;50,613
"X36";2024;50,368
"X36";2025;50,146
"X36";2026;49,813
"X36";2027;49,509
"X36";2028;49,236
"X36";2029;48,992
"X36";2030;48,771
"X37";1990;47,65
"X37";1991;47,629
"X37";1992;47,383
"X37";1993;47,482
"X37";1994;47,515
"X37";1995;47,688
"X37";1996;47,441
"X37";1997;47,177
"X37";1998;46,923
"X37";1999;47,09
"X37";2000;46,737
"X37";2001;46,267
"X37";2002;45,694
"X37";2003;45,156
"X37";2004;44,453
"X37";2005;43,728
"X37";2006;43,058
"X37";2007;42,641
"X37";2008;42,48
"X37";2009;41,619
"X37";2010;41,328
"X37";2011;40,981
"X37";2012;40,5
"X37";2013;39,935
"X37";2014;39,576
"X37";2015;39,713
"X37";2016;39,846
"X37";2017;39,706
"X37";2018;39,565
"X37";2019;39,417
"X37";2020;39,261
"X37";2021;39,238
"X37";2022;39,211
"X37";2023;39,176
"X37";2024;39,13
"X37";2025;39,07
"X37";2026;38,969
"X37";2027;38,859
"X37";2028;38,741
"X37";2029;38,617
"X37";2030;38,489
"X38";1990;42,596
"X38";1991;42,574
"X38";1992;42,424
"X38";1993;42,511
"X38";1994;42,573
"X38";1995;42,584
"X38";1996;42,635
"X38";1997;42,663
"X38";1998;42,48
"X38";1999;42,346
"X38";2000;42,215
"X38";2001;42,1
"X38";2002;42,003
"X38";2003;41,911
"X38";2004;41,786
"X38";2005;43,18
"X38";2006;44,484
"X38";2007;45,723
"X38";2008;46,84
"X38";2009;46,81
"X38";2010;46,669
"X38";2011;46,575
"X38";2012;46,224
"X38";2013;46,227
"X38";2014;46,512
"X38";2015;46,643
"X38";2016;46,417
"X38";2017;46,593
"X38";2018;46,766
"X38";2019;46,932
"X38";2020;47,086
"X38";2021;47,226
"X38";2022;47,36
"X38";2023;47,482
"X38";2024;47,587
"X38";2025;47,672
"X38";2026;47,733
"X38";2027;47,778
"X38";2028;47,814
"X38";2029;47,848
"X38";2030;47,888
"X39";1990;57,368
"X39";1991;57,521
"X39";1992;57,71
"X39";1993;57,619
"X39";1994;57,421
"X39";1995;57,122
"X39";1996;56,186
"X39";1997;55,463
"X39";1998;55,042
"X39";1999;54,943
"X39";2000;55,851
"X39";2001;55,587
"X39";2002;55,671
"X39";2003;56,16
"X39";2004;56,845
"X39";2005;57,723
"X39";2006;58,325
"X39";2007;59,131
"X39";2008;59,945
"X39";2009;60,715
"X39";2010;62,027
"X39";2011;62,777
"X39";2012;63,551
"X39";2013;64,081
"X39";2014;64,403
"X39";2015;64,932
"X39";2016;64,807
"X39";2017;64,771
"X39";2018;64,841
"X39";2019;64,96
"X39";2020;65,063
"X39";2021;64,518
"X39";2022;63,964
"X39";2023;63,441
"X39";2024;62,986
"X39";2025;62,6
"X39";2026;61,939
"X39";2027;61,35
"X39";2028;60,839
"X39";2029;60,402
"X39";2030;60,017
"X40";1990;69,131
"X40";1991;69,097
"X40";1992;69,077
"X40";1993;68,997
"X40";1994;68,955
"X40";1995;68,729
"X40";1996;68,562
"X40";1997;68,375
"X40";1998;68,135
"X40";1999;67,869
"X40";2000;67,594
"X40";2001;67,366
"X40";2002;67,09
"X40";2003;66,824
"X40";2004;66,592
"X40";2005;66,443
"X40";2006;65,867
"X40";2007;65,318
"X40";2008;64,749
"X40";2009;64,277
"X40";2010;63,662
"X40";2011;63,35
"X40";2012;63,012
"X40";2013;62,886
"X40";2014;62,748
"X40";2015;62,545
"X40";2016;62,473
"X40";2017;62,22
"X40";2018;61,942
"X40";2019;61,648
"X40";2020;61,344
"X40";2021;61,037
"X40";2022;60,725
"X40";2023;60,406
"X40";2024;60,083
"X40";2025;59,756
"X40";2026;59,43
"X40";2027;59,107
"X40";2028;58,786
"X40";2029;58,466
"X40";2030;58,145
"X41";1990;77,245
"X41";1991;77,209
"X41";1992;77,11
"X41";1993;76,986
"X41";1994;76,799
"X41";1995;76,64
"X41";1996;76,467
"X41";1997;76,312
"X41";1998;76,157
"X41";1999;76,027
"X41";2000;75,761
"X41";2001;75,505
"X41";2002;75,219
"X41";2003;74,93
"X41";2004;74,63
"X41";2005;74,328
"X41";2006;73,963
"X41";2007;73,605
"X41";2008;73,278
"X41";2009;73,148
"X41";2010;73,02
"X41";2011;73,015
"X41";2012;73,034
"X41";2013;73,07
"X41";2014;73,103
"X41";2015;73,127
"X41";2016;73,144
"X41";2017;72,995
"X41";2018;72,856
"X41";2019;72,71
"X41";2020;72,551
"X41";2021;72,383
"X41";2022;72,206
"X41";2023;72,027
"X41";2024;71,858
"X41";2025;71,703
"X41";2026;71,553
"X41";2027;71,417
"X41";2028;71,286
"X41";2029;71,145
"X41";2030;70,987
"X42";1990;61,472
"X42";1991;61,542
"X42";1992;61,623
"X42";1993;61,631
"X42";1994;61,718
"X42";1995;61,467
"X42";1996;61,33
"X42";1997;61,212
"X42";1998;61,195
"X42";1999;61,112
"X42";2000;60,938
"X42";2001;61,126
"X42";2002;61,28
"X42";2003;61,462
"X42";2004;61,634
"X42";2005;61,884
"X42";2006;61,272
"X42";2007;60,574
"X42";2008;59,906
"X42";2009;59,356
"X42";2010;58,595
"X42";2011;58,189
"X42";2012;57,756
"X42";2013;57,755
"X42";2014;57,724
"X42";2015;57,584
"X42";2016;57,685
"X42";2017;57,591
"X42";2018;57,493
"X42";2019;57,391
"X42";2020;57,285
"X42";2021;57,171
"X42";2022;57,054
"X42";2023;56,936
"X42";2024;56,821
"X42";2025;56,71
"X42";2026;56,597
"X42";2027;56,492
"X42";2028;56,389
"X42";2029;56,282
"X42";2030;56,167
"X43";1990;77,662
"X43";1991;77,527
"X43";1992;77,426
"X43";1993;77,327
"X43";1994;77,197
"X43";1995;77,029
"X43";1996;76,815
"X43";1997;76,564
"X43";1998;76,234
"X43";1999;75,847
"X43";2000;75,481
"X43";2001;74,825
"X43";2002;74,088
"X43";2003;73,333
"X43";2004;72,637
"X43";2005;72,034
"X43";2006;71,418
"X43";2007;70,939
"X43";2008;70,444
"X43";2009;70,067
"X43";2010;69,578
"X43";2011;69,4
"X43";2012;69,175
"X43";2013;68,904
"X43";2014;68,622
"X43";2015;68,332
"X43";2016;68,056
"X43";2017;67,648
"X43";2018;67,172
"X43";2019;66,658
"X43";2020;66,125
"X43";2021;65,583
"X43";2022;65,028
"X43";2023;64,458
"X43";2024;63,866
"X43";2025;63,251
"X43";2026;62,636
"X43";2027;62,013
"X43";2028;61,389
"X43";2029;60,769
"X43";2030;60,157
"X44";1990;62,484
"X44";1991;62,787
"X44";1992;62,928
"X44";1993;62,73
"X44";1994;62,808
"X44";1995;62,813
"X44";1996;62,912
"X44";1997;63,063
"X44";1998;62,464
"X44";1999;62,124
"X44";2000;61,977
"X44";2001;61,777
"X44";2002;61,506
"X44";2003;61,209
"X44";2004;61,118
"X44";2005;61,171
"X44";2006;61,182
"X44";2007;61,36
"X44";2008;61,222
"X44";2009;60,917
"X44";2010;60,775
"X44";2011;60,562
"X44";2012;60,519
"X44";2013;60,746
"X44";2014;61,075
"X44";2015;61,268
"X44";2016;61,52
"X44";2017;61,344
"X44";2018;61,185
"X44";2019;61,025
"X44";2020;60,85
"X44";2021;60,682
"X44";2022;60,507
"X44";2023;60,322
"X44";2024;60,122
"X44";2025;59,901
"X44";2026;59,689
"X44";2027;59,461
"X44";2028;59,218
"X44";2029;58,96
"X44";2030;58,688
"X45";1990;76,59
"X45";1991;76,584
"X45";1992;76,572
"X45";1993;76,506
"X45";1994;76,445
"X45";1995;76,322
"X45";1996;76,193
"X45";1997;76,028
"X45";1998;75,686
"X45";1999;75,348
"X45";2000;74,999
"X45";2001;74,367
"X45";2002;73,666
"X45";2003;72,935
"X45";2004;72,276
"X45";2005;71,703
"X45";2006;71,204
"X45";2007;70,819
"X45";2008;70,439
"X45";2009;70,034
"X45";2010;69,608
"X45";2011;69,383
"X45";2012;69,196
"X45";2013;69,042
"X45";2014;68,872
"X45";2015;68,637
"X45";2016;68,365
"X45";2017;67,974
"X45";2018;67,524
"X45";2019;67,04
"X45";2020;66,541
"X45";2021;66,037
"X45";2022;65,523
"X45";2023;64,996
"X45";2024;64,448
"X45";2025;63,876
"X45";2026;63,305
"X45";2027;62,725
"X45";2028;62,141
"X45";2029;61,558
"X45";2030;60,979
"X46";1990;82,41
"X46";1991;82,579
"X46";1992;82,774
"X46";1993;82,984
"X46";1994;83,005
"X46";1995;82,968
"X46";1996;82,919
"X46";1997;82,779
"X46";1998;82,555
"X46";1999;82,398
"X46";2000;82,211
"X46";2001;82,025
"X46";2002;81,846
"X46";2003;81,715
"X46";2004;81,571
"X46";2005;81,418
"X46";2006;81,264
"X46";2007;81,094
"X46";2008;80,971
"X46";2009;80,927
"X46";2010;80,848
"X46";2011;80,74
"X46";2012;80,659
"X46";2013;80,602
"X46";2014;80,554
"X46";2015;80,509
"X46";2016;80,481
"X46";2017;80,467
"X46";2018;80,448
"X46";2019;80,396
"X46";2020;80,299
"X46";2021;80,142
"X46";2022;79,948
"X46";2023;79,734
"X46";2024;79,523
"X46";2025;79,326
"X46";2026;79,113
"X46";2027;78,917
"X46";2028;78,723
"X46";2029;78,507
"X46";2030;78,26
"X47";1990;79,133
"X47";1991;79,048
"X47";1992;78,983
"X47";1993;78,921
"X47";1994;78,831
"X47";1995;78,69
"X47";1996;78,498
"X47";1997;78,257
"X47";1998;77,964
"X47";1999;77,616
"X47";2000;77,217
"X47";2001;76,491
"X47";2002;75,687
"X47";2003;74,852
"X47";2004;74,066
"X47";2005;73,379
"X47";2006;72,786
"X47";2007;72,301
"X47";2008;71,88
"X47";2009;71,451
"X47";2010;70,973
"X47";2011;70,744
"X47";2012;70,527
"X47";2013;70,301
"X47";2014;70,039
"X47";2015;69,732
"X47";2016;69,366
"X47";2017;68,932
"X47";2018;68,425
"X47";2019;67,88
"X47";2020;67,321
"X47";2021;66,756
"X47";2022;66,181
"X47";2023;65,593
"X47";2024;64,984
"X47";2025;64,352
"X47";2026;63,719
"X47";2027;63,081
"X47";2028;62,441
"X47";2029;61,806
"X47";2030;61,178
"X48";1990;62,327
"X48";1991;62,716
"X48";1992;62,902
"X48";1993;62,708
"X48";1994;62,729
"X48";1995;62,666
"X48";1996;62,763
"X48";1997;62,965
"X48";1998;62,311
"X48";1999;61,945
"X48";2000;61,742
"X48";2001;61,487
"X48";2002;61,178
"X48";2003;60,826
"X48";2004;60,723
"X48";2005;60,67
"X48";2006;60,621
"X48";2007;60,755
"X48";2008;60,541
"X48";2009;60,196
"X48";2010;60,018
"X48";2011;59,752
"X48";2012;59,714
"X48";2013;59,988
"X48";2014;60,349
"X48";2015;60,519
"X48";2016;60,805
"X48";2017;60,61
"X48";2018;60,435
"X48";2019;60,261
"X48";2020;60,071
"X48";2021;59,89
"X48";2022;59,704
"X48";2023;59,507
"X48";2024;59,293
"X48";2025;59,054
"X48";2026;58,82
"X48";2027;58,566
"X48";2028;58,291
"X48";2029;57,998
"X48";2030;57,686
"X49";1990;68,156
"X49";1991;68,47
"X49";1992;68,753
"X49";1993;68,741
"X49";1994;68,748
"X49";1995;68,824
"X49";1996;68,862
"X49";1997;68,878
"X49";1998;69,122
"X49";1999;69,241
"X49";2000;69,208
"X49";2001;69,332
"X49";2002;69,253
"X49";2003;69,143
"X49";2004;69,004
"X49";2005;69,011
"X49";2006;68,93
"X49";2007;68,932
"X49";2008;68,868
"X49";2009;68,939
"X49";2010;68,957
"X49";2011;69,15
"X49";2012;69,014
"X49";2013;68,797
"X49";2014;68,752
"X49";2015;67,983
"X49";2016;68,059
"X49";2017;67,994
"X49";2018;67,915
"X49";2019;67,823
"X49";2020;67,721
"X49";2021;67,605
"X49";2022;67,483
"X49";2023;67,352
"X49";2024;67,211
"X49";2025;67,06
"X49";2026;66,898
"X49";2027;66,731
"X49";2028;66,562
"X49";2029;66,398
"X49";2030;66,241
"X51";1990;67,532
"X51";1991;68,037
"X51";1992;68,483
"X51";1993;68,547
"X51";1994;68,574
"X51";1995;68,619
"X51";1996;68,623
"X51";1997;68,667
"X51";1998;69,109
"X51";1999;69,443
"X51";2000;69,35
"X51";2001;69,468
"X51";2002;69,415
"X51";2003;69,312
"X51";2004;69,136
"X51";2005;69,094
"X51";2006;69,066
"X51";2007;69,01
"X51";2008;68,948
"X51";2009;69,08
"X51";2010;69,188
"X51";2011;69,248
"X51";2012;69,107
"X51";2013;68,989
"X51";2014;69,008
"X51";2015;68,215
"X51";2016;68,359
"X51";2017;68,304
"X51";2018;68,229
"X51";2019;68,144
"X51";2020;68,053
"X51";2021;67,949
"X51";2022;67,842
"X51";2023;67,729
"X51";2024;67,606
"X51";2025;67,473
"X51";2026;67,326
"X51";2027;67,174
"X51";2028;67,022
"X51";2029;66,874
"X51";2030;66,736
"X52";1990;72,552
"X52";1991;72,264
"X52";1992;71,994
"X52";1993;71,71
"X52";1994;71,435
"X52";1995;71,475
"X52";1996;71,627
"X52";1997;71,602
"X52";1998;71,062
"X52";1999;70,269
"X52";2000;70,392
"X52";2001;70,514
"X52";2002;70,286
"X52";2003;70,079
"X52";2004;70,07
"X52";2005;70,041
"X52";2006;69,559
"X52";2007;69,694
"X52";2008;69,494
"X52";2009;69,339
"X52";2010;68,931
"X52";2011;69,797
"X52";2012;69,69
"X52";2013;68,973
"X52";2014;68,585
"X52";2015;67,555
"X52";2016;67,331
"X52";2017;67,233
"X52";2018;67,131
"X52";2019;67,011
"X52";2020;66,864
"X52";2021;66,696
"X52";2022;66,505
"X52";2023;66,292
"X52";2024;66,062
"X52";2025;65,816
"X52";2026;65,56
"X52";2027;65,292
"X52";2028;65,014
"X52";2029;64,732
"X52";2030;64,45
"X53";1990;71,876
"X53";1991;71,541
"X53";1992;71,276
"X53";1993;71,004
"X53";1994;70,981
"X53";1995;71,254
"X53";1996;71,497
"X53";1997;71,448
"X53";1998;70,879
"X53";1999;70,156
"X53";2000;70,417
"X53";2001;70,636
"X53";2002;70,488
"X53";2003;70,38
"X53";2004;70,413
"X53";2005;70,672
"X53";2006;70,409
"X53";2007;70,744
"X53";2008;70,814
"X53";2009;70,589
"X53";2010;70,262
"X53";2011;70,851
"X53";2012;70,478
"X53";2013;69,395
"X53";2014;68,983
"X53";2015;68,052
"X53";2016;67,84
"X53";2017;67,665
"X53";2018;67,488
"X53";2019;67,296
"X53";2020;67,078
"X53";2021;66,844
"X53";2022;66,592
"X53";2023;66,323
"X53";2024;66,044
"X53";2025;65,758
"X53";2026;65,482
"X53";2027;65,203
"X53";2028;64,923
"X53";2029;64,646
"X53";2030;64,375
"X54";1990;68,39
"X54";1991;68,756
"X54";1992;69,078
"X54";1993;69,087
"X54";1994;69,063
"X54";1995;69,105
"X54";1996;69,138
"X54";1997;69,166
"X54";1998;69,426
"X54";1999;69,558
"X54";2000;69,499
"X54";2001;69,614
"X54";2002;69,518
"X54";2003;69,394
"X54";2004;69,247
"X54";2005;69,212
"X54";2006;69,107
"X54";2007;69,092
"X54";2008;69,015
"X54";2009;69,098
"X54";2010;69,121
"X54";2011;69,327
"X54";2012;69,199
"X54";2013;68,977
"X54";2014;68,935
"X54";2015;68,109
"X54";2016;68,188
"X54";2017;68,125
"X54";2018;68,045
"X54";2019;67,953
"X54";2020;67,85
"X54";2021;67,734
"X54";2022;67,612
"X54";2023;67,48
"X54";2024;67,338
"X54";2025;67,184
"X54";2026;67,017
"X54";2027;66,844
"X54";2028;66,669
"X54";2029;66,498
"X54";2030;66,334
"X55";1990;64,789
"X55";1991;64,328
"X55";1992;64,008
"X55";1993;63,648
"X55";1994;64,081
"X55";1995;64,62
"X55";1996;64,691
"X55";1997;64,495
"X55";1998;64,436
"X55";1999;64,328
"X55";2000;64,657
"X55";2001;64,909
"X55";2002;65,083
"X55";2003;65,185
"X55";2004;65,169
"X55";2005;65,84
