"ref_area";"time";"obs_value"
"GNQ";2015;59,571
"GNQ";2016;59,497
"GNQ";2017;59,233
"GNQ";2018;59,181
"GNQ";2019;59,322
"GNQ";2020;59,58
"GNQ";2021;59,244
"GNQ";2022;58,942
"GNQ";2023;58,737
"GNQ";2024;58,663
"GNQ";2025;58,713
"GNQ";2026;58,61
"GNQ";2027;58,543
"GNQ";2028;58,539
"GNQ";2029;58,6
"GNQ";2030;58,712
"GRC";1990;51,314
"GRC";1991;49,942
"GRC";1992;50,642
"GRC";1993;50,484
"GRC";1994;51,157
"GRC";1995;51,633
"GRC";1996;52,299
"GRC";1997;52,085
"GRC";1998;53,001
"GRC";1999;53,388
"GRC";2000;53,362
"GRC";2001;52,355
"GRC";2002;52,673
"GRC";2003;53,035
"GRC";2004;53,843
"GRC";2005;53,642
"GRC";2006;53,908
"GRC";2007;53,822
"GRC";2008;53,818
"GRC";2009;54,267
"GRC";2010;54,407
"GRC";2011;53,82
"GRC";2012;53,611
"GRC";2013;53,341
"GRC";2014;52,981
"GRC";2015;53,087
"GRC";2016;53,159
"GRC";2017;52,868
"GRC";2018;52,562
"GRC";2019;52,225
"GRC";2020;51,849
"GRC";2021;51,424
"GRC";2022;50,974
"GRC";2023;50,512
"GRC";2024;50,055
"GRC";2025;49,613
"GRC";2026;49,171
"GRC";2027;48,751
"GRC";2028;48,346
"GRC";2029;47,944
"GRC";2030;47,536
"GTM";1990;62,195
"GTM";1991;62,167
"GTM";1992;62,134
"GTM";1993;62,08
"GTM";1994;62,051
"GTM";1995;62,074
"GTM";1996;62,059
"GTM";1997;62,111
"GTM";1998;62,202
"GTM";1999;62,278
"GTM";2000;62,346
"GTM";2001;62,475
"GTM";2002;62,629
"GTM";2003;62,763
"GTM";2004;62,932
"GTM";2005;64,878
"GTM";2006;66,68
"GTM";2007;65,711
"GTM";2008;64,72
"GTM";2009;63,718
"GTM";2010;62,711
"GTM";2011;61,71
"GTM";2012;66,414
"GTM";2013;61,299
"GTM";2014;61,859
"GTM";2015;61,47
"GTM";2016;61,984
"GTM";2017;62,017
"GTM";2018;62,05
"GTM";2019;62,094
"GTM";2020;62,153
"GTM";2021;62,235
"GTM";2022;62,33
"GTM";2023;62,43
"GTM";2024;62,52
"GTM";2025;62,589
"GTM";2026;62,647
"GTM";2027;62,688
"GTM";2028;62,711
"GTM";2029;62,724
"GTM";2030;62,727
"GUM";1990;71,559
"GUM";1991;71,645
"GUM";1992;71,64
"GUM";1993;71,616
"GUM";1994;71,356
"GUM";1995;71,137
"GUM";1996;70,903
"GUM";1997;70,629
"GUM";1998;70,277
"GUM";1999;70,06
"GUM";2000;69,747
"GUM";2001;69,434
"GUM";2002;69,082
"GUM";2003;68,798
"GUM";2004;68,482
"GUM";2005;68,157
"GUM";2006;67,837
"GUM";2007;67,476
"GUM";2008;67,205
"GUM";2009;67,077
"GUM";2010;66,816
"GUM";2011;66,507
"GUM";2012;66,225
"GUM";2013;65,972
"GUM";2014;65,706
"GUM";2015;65,426
"GUM";2016;65,207
"GUM";2017;64,992
"GUM";2018;64,778
"GUM";2019;64,569
"GUM";2020;64,357
"GUM";2021;64,158
"GUM";2022;63,961
"GUM";2023;63,76
"GUM";2024;63,548
"GUM";2025;63,318
"GUM";2026;63,084
"GUM";2027;62,839
"GUM";2028;62,584
"GUM";2029;62,331
"GUM";2030;62,085
"GUY";1990;59,486
"GUY";1991;59,712
"GUY";1992;59,911
"GUY";1993;60,063
"GUY";1994;59,535
"GUY";1995;58,994
"GUY";1996;58,552
"GUY";1997;58,163
"GUY";1998;57,819
"GUY";1999;57,497
"GUY";2000;57,165
"GUY";2001;56,688
"GUY";2002;56,152
"GUY";2003;56,014
"GUY";2004;55,951
"GUY";2005;55,837
"GUY";2006;56,021
"GUY";2007;56,203
"GUY";2008;56,259
"GUY";2009;56,278
"GUY";2010;56,283
"GUY";2011;56,485
"GUY";2012;56,721
"GUY";2013;56,99
"GUY";2014;57,242
"GUY";2015;57,457
"GUY";2016;57,615
"GUY";2017;57,699
"GUY";2018;57,777
"GUY";2019;57,845
"GUY";2020;57,902
"GUY";2021;57,959
"GUY";2022;58,01
"GUY";2023;58,042
"GUY";2024;58,044
"GUY";2025;58,011
"GUY";2026;57,956
"GUY";2027;57,873
"GUY";2028;57,766
"GUY";2029;57,648
"GUY";2030;57,531
"HKG";1990;63,477
"HKG";1991;63,691
"HKG";1992;62,728
"HKG";1993;62,137
"HKG";1994;61,879
"HKG";1995;61,934
"HKG";1996;61,574
"HKG";1997;61,309
"HKG";1998;61,276
"HKG";1999;61,244
"HKG";2000;61,238
"HKG";2001;61,212
"HKG";2002;61,563
"HKG";2003;61,21
"HKG";2004;61,136
"HKG";2005;60,892
"HKG";2006;60,799
"HKG";2007;60,838
"HKG";2008;60,357
"HKG";2009;60,232
"HKG";2010;59,113
"HKG";2011;59,583
"HKG";2012;60,197
"HKG";2013;60,826
"HKG";2014;60,738
"HKG";2015;60,829
"HKG";2016;60,629
"HKG";2017;60,376
"HKG";2018;60,107
"HKG";2019;59,783
"HKG";2020;59,379
"HKG";2021;58,861
"HKG";2022;58,264
"HKG";2023;57,612
"HKG";2024;56,947
"HKG";2025;56,299
"HKG";2026;55,678
"HKG";2027;55,091
"HKG";2028;54,535
"HKG";2029;54
"HKG";2030;53,48
"HND";1990;65,61
"HND";1991;65,721
"HND";1992;65,892
"HND";1993;66,087
"HND";1994;66,132
"HND";1995;66,317
"HND";1996;66,5
"HND";1997;66,746
"HND";1998;66,969
"HND";1999;67,094
"HND";2000;65,68
"HND";2001;64,239
"HND";2002;63,052
"HND";2003;61,872
"HND";2004;60,696
"HND";2005;59,522
"HND";2006;61,567
"HND";2007;62,417
"HND";2008;63,256
"HND";2009;64,088
"HND";2010;64,328
"HND";2011;62,845
"HND";2012;61,331
"HND";2013;63,501
"HND";2014;65,64
"HND";2015;67,853
"HND";2016;68,131
"HND";2017;68,101
"HND";2018;68,072
"HND";2019;68,047
"HND";2020;68,027
"HND";2021;68,014
"HND";2022;68,007
"HND";2023;68,001
"HND";2024;67,996
"HND";2025;67,988
"HND";2026;67,984
"HND";2027;67,98
"HND";2028;67,968
"HND";2029;67,942
"HND";2030;67,896
"HRV";1990;57,841
"HRV";1991;57,617
"HRV";1992;57,109
"HRV";1993;56,591
"HRV";1994;56,06
"HRV";1995;55,518
"HRV";1996;55,073
"HRV";1997;54,665
"HRV";1998;54,292
"HRV";1999;53,953
"HRV";2000;53,646
"HRV";2001;53,289
"HRV";2002;52,291
"HRV";2003;52,33
"HRV";2004;53,49
"HRV";2005;53,298
"HRV";2006;52,718
"HRV";2007;53,106
"HRV";2008;53,284
"HRV";2009;53,267
"HRV";2010;52,679
"HRV";2011;51,884
"HRV";2012;51,413
"HRV";2013;50,873
"HRV";2014;52,422
"HRV";2015;52,89
"HRV";2016;51,487
"HRV";2017;51,303
"HRV";2018;51,126
"HRV";2019;50,932
"HRV";2020;50,706
"HRV";2021;50,45
"HRV";2022;50,178
"HRV";2023;49,898
"HRV";2024;49,625
"HRV";2025;49,37
"HRV";2026;49,118
"HRV";2027;48,89
"HRV";2028;48,683
"HRV";2029;48,494
"HRV";2030;48,323
"HTI";1990;67,387
"HTI";1991;67,149
"HTI";1992;66,872
"HTI";1993;66,55
"HTI";1994;66,175
"HTI";1995;65,748
"HTI";1996;65,31
"HTI";1997;64,823
"HTI";1998;64,318
"HTI";1999;63,839
"HTI";2000;63,415
"HTI";2001;63,53
"HTI";2002;63,706
"HTI";2003;63,932
"HTI";2004;64,191
"HTI";2005;64,471
"HTI";2006;64,751
"HTI";2007;65,055
"HTI";2008;65,337
"HTI";2009;65,661
"HTI";2010;65,88
"HTI";2011;66,243
"HTI";2012;66,583
"HTI";2013;66,939
"HTI";2014;67,265
"HTI";2015;67,553
"HTI";2016;67,847
"HTI";2017;68,122
"HTI";2018;68,387
"HTI";2019;68,638
"HTI";2020;68,87
"HTI";2021;69,108
"HTI";2022;69,331
"HTI";2023;69,54
"HTI";2024;69,743
"HTI";2025;69,942
"HTI";2026;70,156
"HTI";2027;70,369
"HTI";2028;70,578
"HTI";2029;70,778
"HTI";2030;70,966
"HUN";1990;54,54
"HUN";1991;54,507
"HUN";1992;54,392
"HUN";1993;52,304
"HUN";1994;50,485
"HUN";1995;49,437
"HUN";1996;48,097
"HUN";1997;47,23
"HUN";1998;47,866
"HUN";1999;48,746
"HUN";2000;48,991
"HUN";2001;48,748
"HUN";2002;48,768
"HUN";2003;49,615
"HUN";2004;49,361
"HUN";2005;50,146
"HUN";2006;50,558
"HUN";2007;50,357
"HUN";2008;50,007
"HUN";2009;49,981
"HUN";2010;50,501
"HUN";2011;50,753
"HUN";2012;51,575
"HUN";2013;52,055
"HUN";2014;53,638
"HUN";2015;54,813
"HUN";2016;55,752
"HUN";2017;55,563
"HUN";2018;55,388
"HUN";2019;55,243
"HUN";2020;55,131
"HUN";2021;54,989
"HUN";2022;54,876
"HUN";2023;54,786
"HUN";2024;54,719
"HUN";2025;54,676
"HUN";2026;54,607
"HUN";2027;54,563
"HUN";2028;54,527
"HUN";2029;54,472
"HUN";2030;54,376
"IDN";1990;63,284
"IDN";1991;64,195
"IDN";1992;65,094
"IDN";1993;65,261
"IDN";1994;65,426
"IDN";1995;65,593
"IDN";1996;65,751
"IDN";1997;65,912
"IDN";1998;66,763
"IDN";1999;67,525
"IDN";2000;67,531
"IDN";2001;67,584
"IDN";2002;67,619
"IDN";2003;67,623
"IDN";2004;67,591
"IDN";2005;67,534
"IDN";2006;67,536
"IDN";2007;67,532
"IDN";2008;67,499
"IDN";2009;67,709
"IDN";2010;67,91
"IDN";2011;67,737
"IDN";2012;67,551
"IDN";2013;67,35
"IDN";2014;67,11
"IDN";2015;65,819
"IDN";2016;66,372
"IDN";2017;66,282
"IDN";2018;66,183
"IDN";2019;66,084
"IDN";2020;65,99
"IDN";2021;65,892
"IDN";2022;65,804
"IDN";2023;65,717
"IDN";2024;65,617
"IDN";2025;65,497
"IDN";2026;65,351
"IDN";2027;65,19
"IDN";2028;65,023
"IDN";2029;64,863
"IDN";2030;64,718
"IND";1990;60,658
"IND";1991;60,636
"IND";1992;60,644
"IND";1993;60,688
"IND";1994;60,775
"IND";1995;60,496
"IND";1996;60,191
"IND";1997;59,886
"IND";1998;59,583
"IND";1999;59,288
"IND";2000;59,004
"IND";2001;59,306
"IND";2002;59,618
"IND";2003;59,941
"IND";2004;60,274
"IND";2005;60,618
"IND";2006;59,499
"IND";2007;58,414
"IND";2008;57,358
"IND";2009;56,328
"IND";2010;55,32
"IND";2011;54,638
"IND";2012;53,964
"IND";2013;53,966
"IND";2014;53,963
"IND";2015;53,949
"IND";2016;53,929
"IND";2017;53,788
"IND";2018;53,648
"IND";2019;53,508
"IND";2020;53,371
"IND";2021;53,228
"IND";2022;53,088
"IND";2023;52,953
"IND";2024;52,828
"IND";2025;52,714
"IND";2026;52,602
"IND";2027;52,503
"IND";2028;52,409
"IND";2029;52,305
"IND";2030;52,185
"IRL";1990;52,91
"IRL";1991;53,29
"IRL";1992;52,298
"IRL";1993;52,91
"IRL";1994;53,644
"IRL";1995;53,846
"IRL";1996;54,754
"IRL";1997;55,299
"IRL";1998;57,002
"IRL";1999;58,463
"IRL";2000;59,354
"IRL";2001;59,517
"IRL";2002;59,902
"IRL";2003;60,169
"IRL";2004;60,672
"IRL";2005;62,513
"IRL";2006;63,256
"IRL";2007;63,901
"IRL";2008;63,53
"IRL";2009;62,164
"IRL";2010;61,156
"IRL";2011;60,579
"IRL";2012;60,287
"IRL";2013;60,554
"IRL";2014;60,273
"IRL";2015;60,235
"IRL";2016;60,385
"IRL";2017;59,991
"IRL";2018;59,591
"IRL";2019;59,187
"IRL";2020;58,782
"IRL";2021;58,396
"IRL";2022;58,023
"IRL";2023;57,666
"IRL";2024;57,331
"IRL";2025;57,021
"IRL";2026;56,743
"IRL";2027;56,494
"IRL";2028;56,275
"IRL";2029;56,084
"IRL";2030;55,917
"IRN";1990;46,347
"IRN";1991;45,591
"IRN";1992;45,132
"IRN";1993;44,642
"IRN";1994;44,118
"IRN";1995;43,557
"IRN";1996;42,964
"IRN";1997;43,132
"IRN";1998;43,36
"IRN";1999;43,678
"IRN";2000;44,1
"IRN";2001;44,642
"IRN";2002;45,247
"IRN";2003;45,913
"IRN";2004;46,636
"IRN";2005;47,417
"IRN";2006;46,383
"IRN";2007;45,42
"IRN";2008;43,265
"IRN";2009;43,798
"IRN";2010;43,159
"IRN";2011;42,746
"IRN";2012;42,365
"IRN";2013;42,001
"IRN";2014;41,63
"IRN";2015;42,796
"IRN";2016;44,335
"IRN";2017;44,15
"IRN";2018;43,899
"IRN";2019;43,584
"IRN";2020;43,21
"IRN";2021;42,787
"IRN";2022;42,309
"IRN";2023;41,785
"IRN";2024;41,232
"IRN";2025;40,663
"IRN";2026;40,094
"IRN";2027;39,512
"IRN";2028;38,925
"IRN";2029;38,342
"IRN";2030;37,769
"IRQ";1990;42,356
"IRQ";1991;42,327
"IRQ";1992;42,143
"IRQ";1993;42,261
"IRQ";1994;42,357
"IRQ";1995;42,379
"IRQ";1996;42,463
"IRQ";1997;42,444
"IRQ";1998;42,237
"IRQ";1999;42,031
"IRQ";2000;41,827
"IRQ";2001;41,625
"IRQ";2002;41,425
"IRQ";2003;41,226
"IRQ";2004;41,03
"IRQ";2005;42,625
"IRQ";2006;44,132
"IRQ";2007;45,568
"IRQ";2008;46,948
"IRQ";2009;46,977
"IRQ";2010;46,844
"IRQ";2011;46,699
"IRQ";2012;46,237
"IRQ";2013;46,175
"IRQ";2014;46,471
"IRQ";2015;46,586
"IRQ";2016;46,266
"IRQ";2017;46,471
"IRQ";2018;46,671
"IRQ";2019;46,863
"IRQ";2020;47,042
"IRQ";2021;47,206
"IRQ";2022;47,362
"IRQ";2023;47,508
"IRQ";2024;47,642
"IRQ";2025;47,762
"IRQ";2026;47,862
"IRQ";2027;47,953
"IRQ";2028;48,038
"IRQ";2029;48,123
"IRQ";2030;48,212
"ISL";1990;74,226
"ISL";1991;74,238
"ISL";1992;75,205
"ISL";1993;74,433
"ISL";1994;74,472
"ISL";1995;76,717
"ISL";1996;75,511
"ISL";1997;74,633
"ISL";1998;76,011
"ISL";1999;77,228
"ISL";2000;78,367
"ISL";2001;78,094
"ISL";2002;77,01
"ISL";2003;76,784
"ISL";2004;76,379
"ISL";2005;75,769
"ISL";2006;76,622
"ISL";2007;76,72
"ISL";2008;76,07
"ISL";2009;74,639
"ISL";2010;74,902
"ISL";2011;74,314
"ISL";2012;74,351
"ISL";2013;75,095
"ISL";2014;76,269
"ISL";2015;77,019
"ISL";2016;77,738
"ISL";2017;77,305
"ISL";2018;76,859
"ISL";2019;76,395
"ISL";2020;75,906
"ISL";2021;75,412
"ISL";2022;74,909
"ISL";2023;74,4
"ISL";2024;73,894
"ISL";2025;73,394
"ISL";2026;72,926
"ISL";2027;72,471
"ISL";2028;72,029
"ISL";2029;71,593
"ISL";2030;71,166
"ISR";1990;58,987
"ISR";1991;59,155
"ISR";1992;59,586
"ISR";1993;60,897
"ISR";1994;61,642
"ISR";1995;61,846
"ISR";1996;61,146
"ISR";1997;60,686
"ISR";1998;60,37
"ISR";1999;60,725
"ISR";2000;61,215
"ISR";2001;61,199
"ISR";2002;60,464
"ISR";2003;60,784
"ISR";2004;61,297
"ISR";2005;61,713
"ISR";2006;62,149
"ISR";2007;62,698
"ISR";2008;62,752
"ISR";2009;62,748
"ISR";2010;63,032
"ISR";2011;62,863
"ISR";2012;63,555
"ISR";2013;63,729
"ISR";2014;64,154
"ISR";2015;64,131
"ISR";2016;64,227
"ISR";2017;64,147
"ISR";2018;64,078
"ISR";2019;64,019
"ISR";2020;63,966
"ISR";2021;63,927
"ISR";2022;63,905
"ISR";2023;63,89
"ISR";2024;63,872
"ISR";2025;63,843
"ISR";2026;63,817
"ISR";2027;63,785
"ISR";2028;63,757
"ISR";2029;63,751
"ISR";2030;63,775
"ITA";1990;50,484
"ITA";1991;50,59
"ITA";1992;48,772
"ITA";1993;48,298
"ITA";1994;47,743
"ITA";1995;47,334
"ITA";1996;47,432
"ITA";1997;47,398
"ITA";1998;47,613
"ITA";1999;47,834
"ITA";2000;47,832
"ITA";2001;48,002
"ITA";2002;48,432
"ITA";2003;48,831
"ITA";2004;49,582
"ITA";2005;49,001
"ITA";2006;48,934
"ITA";2007;48,639
"ITA";2008;48,932
"ITA";2009;48,269
"ITA";2010;47,97
"ITA";2011;47,853
"ITA";2012;48,719
"ITA";2013;48,316
"ITA";2014;48,505
"ITA";2015;48,366
"ITA";2016;48,846
"ITA";2017;48,617
"ITA";2018;48,385
"ITA";2019;48,138
"ITA";2020;47,867
"ITA";2021;47,577
"ITA";2022;47,272
"ITA";2023;46,953
"ITA";2024;46,622
"ITA";2025;46,281
"ITA";2026;45,947
"ITA";2027;45,613
"ITA";2028;45,279
"ITA";2029;44,939
"ITA";2030;44,589
"JAM";1990;68,541
"JAM";1991;68,89
"JAM";1992;69,274
"JAM";1993;69,59
"JAM";1994;69,932
"JAM";1995;69,419
"JAM";1996;68,82
"JAM";1997;68,086
"JAM";1998;67,211
"JAM";1999;66,969
"JAM";2000;66,689
"JAM";2001;66,467
"JAM";2002;66,215
"JAM";2003;65,923
"JAM";2004;65,882
"JAM";2005;65,948
"JAM";2006;66,049
"JAM";2007;66,143
"JAM";2008;66,227
"JAM";2009;66,302
"JAM";2010;66,393
"JAM";2011;66,484
"JAM";2012;66,57
"JAM";2013;66,659
"JAM";2014;66,745
"JAM";2015;66,83
"JAM";2016;67,021
"JAM";2017;67,229
"JAM";2018;67,432
"JAM";2019;67,595
"JAM";2020;67,694
"JAM";2021;67,797
"JAM";2022;67,843
"JAM";2023;67,835
"JAM";2024;67,792
"JAM";2025;67,723
"JAM";2026;67,692
"JAM";2027;67,647
"JAM";2028;67,566
"JAM";2029;67,421
"JAM";2030;67,194
"JOR";1990;40,51
"JOR";1991;41,235
"JOR";1992;41,115
"JOR";1993;41,726
"JOR";1994;42,236
"JOR";1995;42,569
"JOR";1996;42,609
"JOR";1997;42,491
"JOR";1998;42,339
"JOR";1999;42,177
"JOR";2000;42,023
"JOR";2001;41,928
"JOR";2002;41,526
"JOR";2003;40,897
"JOR";2004;40,911
"JOR";2005;40,892
"JOR";2006;40,665
"JOR";2007;42,049
"JOR";2008;41,774
"JOR";2009;42,598
"JOR";2010;41,861
"JOR";2011;41,204
"JOR";2012;40,332
"JOR";2013;39,281
"JOR";2014;39,199
"JOR";2015;39,146
"JOR";2016;39,163
"JOR";2017;39,093
"JOR";2018;39,017
"JOR";2019;38,926
"JOR";2020;38,815
"JOR";2021;38,696
"JOR";2022;38,562
"JOR";2023;38,414
"JOR";2024;38,253
"JOR";2025;38,08
"JOR";2026;37,9
"JOR";2027;37,711
"JOR";2028;37,519
"JOR";2029;37,336
"JOR";2030;37,166
"JPN";1990;63,42
"JPN";1991;63,93
"JPN";1992;64,197
"JPN";1993;64,03
"JPN";1994;63,822
"JPN";1995;63,62
"JPN";1996;63,693
"JPN";1997;63,882
"JPN";1998;63,546
"JPN";1999;63,041
"JPN";2000;62,605
"JPN";2001;62,237
"JPN";2002;61,535
"JPN";2003;61,175
"JPN";2004;60,706
"JPN";2005;60,616
"JPN";2006;60,532
"JPN";2007;60,703
"JPN";2008;60,577
"JPN";2009;60,373
"JPN";2010;60,077
"JPN";2011;59,526
"JPN";2012;59,283
"JPN";2013;59,62
"JPN";2014;59,814
"JPN";2015;59,99
"JPN";2016;60,456
"JPN";2017;60,213
"JPN";2018;60,003
"JPN";2019;59,809
"JPN";2020;59,619
"JPN";2021;59,467
"JPN";2022;59,331
"JPN";2023;59,202
"JPN";2024;59,066
"JPN";2025;58,911
"JPN";2026;58,774
"JPN";2027;58,625
"JPN";2028;58,459
"JPN";2029;58,273
"JPN";2030;58,061
"KAZ";1990;71,081
"KAZ";1991;71,208
"KAZ";1992;71,182
"KAZ";1993;71,275
"KAZ";1994;71,49
"KAZ";1995;71,592
"KAZ";1996;71,476
"KAZ";1997;71,356
"KAZ";1998;71,365
"KAZ";1999;71,275
"KAZ";2000;71,013
"KAZ";2001;70,571
"KAZ";2002;70,229
"KAZ";2003;69,825
"KAZ";2004;69,229
"KAZ";2005;69,499
"KAZ";2006;69,701
"KAZ";2007;69,976
"KAZ";2008;70,314
"KAZ";2009;70,013
"KAZ";2010;70,33
"KAZ";2011;70,359
"KAZ";2012;70,468
"KAZ";2013;70,613
"KAZ";2014;70,889
"KAZ";2015;70,918
"KAZ";2016;71,003
"KAZ";2017;71,003
"KAZ";2018;70,884
"KAZ";2019;70,633
"KAZ";2020;70,244
"KAZ";2021;69,661
"KAZ";2022;68,948
"KAZ";2023;68,154
"KAZ";2024;67,353
"KAZ";2025;66,597
"KAZ";2026;65,844
"KAZ";2027;65,144
"KAZ";2028;64,536
"KAZ";2029;64,068
"KAZ";2030;63,765
"KEN";1990;73,826
"KEN";1991;73,628
"KEN";1992;73,389
"KEN";1993;73,114
"KEN";1994;72,831
"KEN";1995;72,561
"KEN";1996;72,301
"KEN";1997;72,119
"KEN";1998;71,959
"KEN";1999;71,799
"KEN";2000;70,777
"KEN";2001;69,679
"KEN";2002;68,521
"KEN";2003;67,316
"KEN";2004;66,086
"KEN";2005;64,843
"KEN";2006;65,015
"KEN";2007;65,277
"KEN";2008;65,603
"KEN";2009;65,84
"KEN";2010;65,93
"KEN";2011;65,993
"KEN";2012;65,956
"KEN";2013;65,839
"KEN";2014;65,708
"KEN";2015;65,586
"KEN";2016;65,443
"KEN";2017;65,406
"KEN";2018;65,367
"KEN";2019;65,323
"KEN";2020;65,274
"KEN";2021;65,222
"KEN";2022;65,168
"KEN";2023;65,123
"KEN";2024;65,101
"KEN";2025;65,111
"KEN";2026;65,149
"KEN";2027;65,215
"KEN";2028;65,297
"KEN";2029;65,38
"KEN";2030;65,455
"KGZ";1990;62,329
"KGZ";1991;62,621
"KGZ";1992;63,111
"KGZ";1993;63,613
"KGZ";1994;64,188
"KGZ";1995;64,37
"KGZ";1996;64,302
"KGZ";1997;64,191
"KGZ";1998;64,225
"KGZ";1999;64,245
"KGZ";2000;64,248
"KGZ";2001;64,261
"KGZ";2002;64,369
"KGZ";2003;63,997
"KGZ";2004;63,679
"KGZ";2005;64,847
"KGZ";2006;65,683
"KGZ";2007;65,132
"KGZ";2008;64,532
"KGZ";2009;63,844
"KGZ";2010;64,082
"KGZ";2011;64,538
"KGZ";2012;63,931
"KGZ";2013;62,518
"KGZ";2014;62,397
"KGZ";2015;62,411
"KGZ";2016;61,618
"KGZ";2017;61,644
"KGZ";2018;61,61
"KGZ";2019;61,489
"KGZ";2020;61,265
"KGZ";2021;60,945
"KGZ";2022;60,544
"KGZ";2023;60,074
"KGZ";2024;59,557
"KGZ";2025;59,014
"KGZ";2026;58,457
"KGZ";2027;57,885
"KGZ";2028;57,337
"KGZ";2029;56,86
"KGZ";2030;56,482
"KHM";1990;80,086
"KHM";1991;80,209
"KHM";1992;80,445
"KHM";1993;80,745
"KHM";1994;80,789
"KHM";1995;80,657
"KHM";1996;80,399
"KHM";1997;80,357
"KHM";1998;80,156
"KHM";1999;80
"KHM";2000;78,602
"KHM";2001;83,262
"KHM";2002;82,658
"KHM";2003;81,816
"KHM";2004;80,577
"KHM";2005;81,517
"KHM";2006;82,449
"KHM";2007;83,325
"KHM";2008;84,15
"KHM";2009;84,776
"KHM";2010;85,393
"KHM";2011;85,189
"KHM";2012;84,986
"KHM";2013;84,79
"KHM";2014;84,63
"KHM";2015;84,494
"KHM";2016;84,38
"KHM";2017;84,636
"KHM";2018;84,893
"KHM";2019;85,123
"KHM";2020;85,309
"KHM";2021;85,457
"KHM";2022;85,566
"KHM";2023;85,648
"KHM";2024;85,722
"KHM";2025;85,799
"KHM";2026;85,885
"KHM";2027;85,976
"KHM";2028;86,07
"KHM";2029;86,16
"KHM";2030;86,243
"KOR";1990;60,013
"KOR";1991;60,324
"KOR";1992;60,503
"KOR";1993;60,457
"KOR";1994;61,224
"KOR";1995;61,652
"KOR";1996;62,028
"KOR";1997;62,538
"KOR";1998;60,713
"KOR";1999;60,651
"KOR";2000;61,128
"KOR";2001;61,264
"KOR";2002;61,86
"KOR";2003;61,4
"KOR";2004;62,095
"KOR";2005;62,082
"KOR";2006;61,983
"KOR";2007;61,915
"KOR";2008;61,394
"KOR";2009;60,657
"KOR";2010;60,763
"KOR";2011;60,904
"KOR";2012;61,152
"KOR";2013;61,29
"KOR";2014;62,284
"KOR";2015;62,459
"KOR";2016;62,642
"KOR";2017;62,63
"KOR";2018;62,618
"KOR";2019;62,571
"KOR";2020;62,467
"KOR";2021;62,321
"KOR";2022;62,123
"KOR";2023;61,881
"KOR";2024;61,612
"KOR";2025;61,322
"KOR";2026;61,024
"KOR";2027;60,703
"KOR";2028;60,362
"KOR";2029;60,006
"KOR";2030;59,638
"KWT";1990;64,349
"KWT";1991;64,616
"KWT";1992;65,043
"KWT";1993;65,833
"KWT";1994;66,897
"KWT";1995;68,103
"KWT";1996;67,71
"KWT";1997;67,373
"KWT";1998;67,164
"KWT";1999;67,13
"KWT";2000;67,256
"KWT";2001;67,043
"KWT";2002;67,181
"KWT";2003;67,625
"KWT";2004;68,013
"KWT";2005;68,517
"KWT";2006;68,355
"KWT";2007;68,416
"KWT";2008;68,727
"KWT";2009;69,396
"KWT";2010;70,015
"KWT";2011;70,225
"KWT";2012;70,373
"KWT";2013;70,508
"KWT";2014;70,551
"KWT";2015;70,464
"KWT";2016;69,607
"KWT";2017;69,027
"KWT";2018;68,607
"KWT";2019;68,289
"KWT";2020;68,015
"KWT";2021;67,267
"KWT";2022;66,58
"KWT";2023;65,989
"KWT";2024;65,517
"KWT";2025;65,149
"KWT";2026;64,566
"KWT";2027;64,06
"KWT";2028;63,641
"KWT";2029;63,31
"KWT";2030;63,047
"LAO";1990;81,197
"LAO";1991;81,211
"LAO";1992;81,196
"LAO";1993;81,17
"LAO";1994;81,071
"LAO";1995;80,994
"LAO";1996;80,841
"LAO";1997;80,677
"LAO";1998;80,496
"LAO";1999;80,292
"LAO";2000;80,064
"LAO";2001;79,852
"LAO";2002;79,613
"LAO";2003;79,352
"LAO";2004;79,079
"LAO";2005;78,804
"LAO";2006;78,615
"LAO";2007;78,435
"LAO";2008;78,272
"LAO";2009;78,142
"LAO";2010;78,053
"LAO";2011;78,053
"LAO";2012;78,084
"LAO";2013;78,104
"LAO";2014;78,146
"LAO";2015;78,164
"LAO";2016;78,145
"LAO";2017;78,273
"LAO";2018;78,383
"LAO";2019;78,46
"LAO";2020;78,5
"LAO";2021;78,516
"LAO";2022;78,498
"LAO";2023;78,455
"LAO";2024;78,403
"LAO";2025;78,351
"LAO";2026;78,311
"LAO";2027;78,274
"LAO";2028;78,237
"LAO";2029;78,192
"LAO";2030;78,14
"LBN";1990;43,873
"LBN";1991;43,894
"LBN";1992;43,925
"LBN";1993;43,85
"LBN";1994;43,731
"LBN";1995;43,694
"LBN";1996;43,588
"LBN";1997;43,894
"LBN";1998;43,88
"LBN";1999;44,175
"LBN";2000;44,47
"LBN";2001;44,854
"LBN";2002;45,305
"LBN";2003;45,748
"LBN";2004;45,947
"LBN";2005;46,204
"LBN";2006;46,402
"LBN";2007;46,574
"LBN";2008;46,247
"LBN";2009;45,895
"LBN";2010;45,725
"LBN";2011;45,924
"LBN";2012;46,163
"LBN";2013;46,483
"LBN";2014;46,711
"LBN";2015;46,914
"LBN";2016;47,144
"LBN";2017;47,191
"LBN";2018;47,241
"LBN";2019;47,286
"LBN";2020;47,316
"LBN";2021;47,338
"LBN";2022;47,347
"LBN";2023;47,326
"LBN";2024;47,247
"LBN";2025;47,092
"LBN";2026;46,864
