;populacao_3
"AF";"35709277"
"AL";"1062271"
"DZ";"30610286"
"AS";"26062"
"AD";"34705"
"AO";"62388453"
"AI";"7122"
"AG";"64759"
"AR";"29492055"
"AM";"1177184"
"AW";"51769"
"AU";"19126342"
"AT";"4257343"
"AZ";"5212823"
"BS";"242809"
"BH";"966289"
"BD";"98637561"
"BB";"137677"
"BY";"4091728"
"BE";"6379693"
"BZ";"344237"
"BJ";"17387218"
"BM";"23710"
"BT";"477738"
"BO";"8934778"
"BA";"1304177"
"BW";"1915288"
"BR";"110906224"
"VG";"19046"
"BN";"258679"
"BG";"2207358"
"BF";"31754978"
"BI";"20213979"
"CV";"386543"
"KH";"11997874"
"CM";"36051100"
"CA";"24443859"
"KY";"45730"
"CF";"6093326"
"TD";"24627195"
"CL";"10092164"
"CN";"566728070"
"HK";"4320794"
"MO";"500259"
"TW";"9913702"
"CO";"26091425"
"KM";"944673"
"CG";"8736690"
"CK";"8554"
"CR";"2796651"
"CI";"38820861"
"HR";"1479112"
"CU";"4591380"
"CW";"94656"
"CY";"684954"
"CZ";"4633745"
"KP";"12949543"
"CD";"149123162"
"DK";"3294182"
"DJ";"685318"
"DM";"34640"
"DO";"6695728"
"EC";"12382485"
"EG";"90837357"
"SV";"3424317"
"GQ";"1901689"
"ER";"6328943"
"EE";"509952"
"ET";"118245775"
"FO";"28196"
"FK";"1349"
"FJ";"477785"
"FI";"3011685"
"FR";"36513679"
"GF";"359987"
"PF";"158005"
"GA";"2219337"
"GM";"3149846"
"GE";"1492156"
"DE";"37293234"
"GH";"33081622"
"GI";"18537"
"GR";"4241152"
"GL";"25144"
"GD";"46217"
"GP";"198953"
"GU";"94712"
"GT";"15731641"
"GN";"19261660"
"GW";"2481753"
"GY";"362845"
"HT";"7273273"
"VA";"426"
"HN";"7111518"
"HU";"3640875"
"IS";"195175"
"IN";"815498336"
"ID";"163334415"
"IR";"42264048"
"IQ";"58767513"
"IE";"3038328"
"IM";"50814"
"IL";"7493022"
"IT";"25156184"
"JM";"1066779"
"JP";"48189836"
"JO";"8169699"
"KZ";"12699923"
"KE";"62808815"
"KI";"110307"
"KW";"2747076"
"KG";"4429393"
"LA";"4636421"
"LV";"662433"
"LB";"2564202"
"LS";"1892856"
"LR";"6945638"
"LY";"4044522"
"LI";"22343"
"LT";"1088135"
"LU";"452925"
"MG";"38702300"
"MW";"30389728"
"MY";"21618828"
"MV";"252184"
"ML";"32719006"
"MT";"190557"
"MH";"35693"
"MQ";"166709"
"MR";"6233699"
"MU";"554841"
"YT";"326333"
"MX";"82502919"
"FM";"345216"
"MC";"26367"
"MN";"2241788"
"ME";"259361"
"MS";"2602"
"MA";"23188064"
"MZ";"51601578"
"MM";"31302897"
"NA";"2708801"
"NR";"5341"
"NP";"17534686"
"NL";"8443799"
"NC";"209724"
"NZ";"3032764"
"NI";"3961618"
"NE";"62287452"
"NG";"301517223"
"NU";"932"
"MP";"21677"
"NO";"3692965"
"OM";"2867673"
"PK";"171573981"
"PW";"14415"
"PA";"3213733"
"PG";"8520830"
"PY";"4620201"
"PE";"21499449"
"PH";"85911871"
"PL";"13454629"
"PT";"3835865"
"PR";"1364638"
"QA";"1362741"
"KR";"22193592"
"MD";"1326919"
"RE";"509413"
"RO";"7015056"
"RU";"65315744"
"RW";"13594418"
"SH";"2031"
"KN";"30741"
"LC";"81158"
"PM";"3773"
"VC";"48926"
"WS";"127083"
"SM";"17063"
"ST";"256873"
"SA";"21519602"
"SN";"24998071"
"RS";"3209686"
"SC";"44717"
"SL";"7956623"
"SG";"3090941"
"SX";"29249"
"SK";"2187230"
"SI";"878022"
"SB";"637684"
"SO";"28750581"
"ZA";"39580456"
"SS";"17585233"
"ES";"20175667"
"LK";"9607567"
"PS";"6378107"
"SD";"56109019"
"SR";"319818"
"SZ";"1234839"
"SE";"6232199"
"CH";"5158754"
"SY";"19197279"
"TJ";"8743318"
"MK";"838726"
"TH";"28515876"
"TL";"1613714"
"TG";"10551403"
"TK";"821"
"TO";"75968"
"TT";"588090"
"TN";"6919573"
"TR";"47532402"
"TM";"4324948"
"TC";"25842"
"TV";"8550"
"UG";"81294685"
"UA";"16203974"
"AE";"5551623"
"GB";"39085389"
"TZ";"109221819"
"US";"211157932"
"VI";"35998"
"UY";"1782285"
"UZ";"20656722"
"VU";"297151"
"VE";"21986261"
"VN";"57686543"
"WF";"5146"
"EH";"585114"
"YE";"27647807"
"ZM";"32967365"
"ZW";"18884780"
