;populacao_3
"AF";"9134964"
"AL";"1553796"
"DZ";"14962632"
"AS";"27334"
"AD";"30712"
"AO";"7928907"
"AI";"5332"
"AG";"41858"
"AR";"18501768"
"AM";"1647237"
"AW";"44759"
"AU";"9363624"
"AT";"4144851"
"AZ";"4087976"
"BS";"148094"
"BH";"262923"
"BD";"61907874"
"BB";"139146"
"BY";"5324080"
"BE";"5225955"
"BZ";"114322"
"BJ";"3289037"
"BM";"32694"
"BT";"266214"
"BO";"4001789"
"BA";"1910893"
"BW";"846648"
"BR";"86026596"
"VG";"9579"
"BN";"155886"
"BG";"4166091"
"BF";"5587701"
"BI";"3161805"
"CV";"216395"
"KH";"5960918"
"CM";"7289900"
"CA";"15234850"
"KY";"19236"
"CF";"1828294"
"TD";"3896940"
"CL";"7529291"
"CN";"616646961"
"HK";"3265458"
"MO";"212669"
"TW";"10553600"
"CO";"19820148"
"KM";"256243"
"CG";"1527002"
"CK";"8872"
"CR";"1874943"
"CI";"7675364"
"HR";"2325930"
"CU";"5506661"
"CW";"72461"
"CY";"450931"
"CZ";"5303274"
"KP";"11550095"
"CD";"22622849"
"DK";"2679173"
"DJ";"338328"
"DM";"35255"
"DO";"4135024"
"EC";"6062351"
"EG";"33484613"
"SV";"2984764"
"GQ";"276053"
"ER";"1612573"
"EE";"752631"
"ET";"31487247"
"FO";"22528"
"FK";"1388"
"FJ";"393884"
"FI";"2645658"
"FR";"30101698"
"GF";"72632"
"PF";"110382"
"GA";"592204"
"GM";"582901"
"GE";"2535412"
"DE";"41880477"
"GH";"8916911"
"GI";"15862"
"GR";"5544578"
"GL";"26068"
"GD";"51232"
"GP";"215295"
"GU";"73957"
"GT";"5661143"
"GN";"4276146"
"GW";"612806"
"GY";"382811"
"HT";"4182038"
"VA";"409"
"HN";"3114420"
"HU";"5382184"
"IS";"137444"
"IN";"489765580"
"ID";"102834315"
"IR";"31529902"
"IQ";"10998782"
"IE";"1886998"
"IM";"36907"
"IL";"2923691"
"IT";"29425097"
"JM";"1315353"
"JP";"64640531"
"JO";"2364634"
"KZ";"7946275"
"KE";"14981599"
"KI";"41274"
"KW";"765298"
"KG";"2421874"
"LA";"2580862"
"LV";"1313357"
"LB";"1573333"
"LS";"946158"
"LR";"1278291"
"LY";"2489119"
"LI";"16462"
"LT";"1886497"
"LU";"216327"
"MG";"7433563"
"MW";"5422079"
"MY";"10856960"
"MV";"133515"
"ML";"5237688"
"MT";"196300"
"MH";"25331"
"MQ";"200251"
"MR";"1276724"
"MU";"586317"
"YT";"68680"
"MX";"49766761"
"FM";"242095"
"MC";"16261"
"MN";"1183220"
"ME";"311210"
"MS";"3488"
"MA";"14193356"
"MZ";"8938132"
"MM";"22973215"
"NA";"925363"
"NR";"5055"
"NP";"11417509"
"NL";"7946789"
"NC";"100372"
"NZ";"1923358"
"NI";"2458906"
"NE";"5334459"
"NG";"57744481"
"NU";"983"
"MP";"34685"
"NO";"2245664"
"OM";"955625"
"PK";"63983968"
"PW";"8533"
"PA";"1444105"
"PG";"2603174"
"PY";"2514618"
"PE";"12606014"
"PH";"37045180"
"PL";"19822768"
"PT";"5318891"
"PR";"1953254"
"QA";"190029"
"KR";"23228971"
"MD";"2218931"
"RE";"364725"
"RO";"11452202"
"RU";"78307201"
"RW";"3626321"
"SH";"2639"
"KN";"22124"
"LC";"78150"
"PM";"3162"
"VC";"53689"
"WS";"82924"
"SM";"13493"
"ST";"67211"
"SA";"9012669"
"SN";"4767384"
"RS";"4922653"
"SC";"39653"
"SL";"2204017"
"SG";"1860870"
"SX";"15997"
"SK";"2773425"
"SI";"1020016"
"SB";"189782"
"SO";"4199149"
"ZA";"22595679"
"SS";"3063146"
"ES";"20543348"
"LK";"9277437"
"PS";"1479342"
"SD";"12964206"
"SR";"228202"
"SZ";"532666"
"SE";"4486170"
"CH";"3639857"
"SY";"7718812"
"TJ";"3010097"
"MK";"1003355"
"TH";"31093650"
"TL";"426995"
"TG";"2360779"
"TK";"788"
"TO";"47725"
"TT";"634204"
"TN";"4723365"
"TR";"31114932"
"TM";"2240647"
"TC";"8434"
"TV";"4793"
"UG";"11401980"
"UA";"26569119"
"AE";"937780"
"GB";"30055854"
"TZ";"16389298"
"US";"139959053"
"VI";"56114"
"UY";"1697907"
"UZ";"12117036"
"VU";"86889"
"VE";"11724302"
"VN";"39796839"
"WF";"7209"
"EH";"135462"
"YE";"8334827"
"ZM";"5029486"
"ZW";"6036508"
