;populacao_3
"AF";"16346869"
"AL";"1447487"
"DZ";"19738059"
"AS";"27636"
"AD";"38253"
"AO";"14205740"
"AI";"7362"
"AG";"51986"
"AR";"22172550"
"AM";"1546195"
"AW";"54742"
"AU";"11937926"
"AT";"4430011"
"AZ";"4831489"
"BS";"197489"
"BH";"525099"
"BD";"79857915"
"BB";"148035"
"BY";"5072611"
"BE";"5739297"
"BZ";"180181"
"BJ";"5305830"
"BM";"32119"
"BT";"368944"
"BO";"5353993"
"BA";"1800458"
"BW";"1117555"
"BR";"104678403"
"VG";"14930"
"BN";"202446"
"BG";"3687292"
"BF";"9091844"
"BI";"5183995"
"CV";"267545"
"KH";"7949051"
"CM";"11410454"
"CA";"18117423"
"KY";"30620"
"CF";"2303828"
"TD";"6998240"
"CL";"8966171"
"CN";"677268590"
"HK";"3896654"
"MO";"312692"
"TW";"11738925"
"CO";"24485169"
"KM";"385346"
"CG";"2496699"
"CK";"8575"
"CR";"2402300"
"CI";"11379958"
"HR";"2194982"
"CU";"5726255"
"CW";"85717"
"CY";"579588"
"CZ";"5393362"
"KP";"12898958"
"CD";"38200541"
"DK";"2859887"
"DJ";"461853"
"DM";"36560"
"DO";"5282297"
"EC";"8073297"
"EG";"46369234"
"SV";"3342508"
"GQ";"526976"
"ER";"2419187"
"EE";"700141"
"ET";"50012145"
"FO";"23625"
"FK";"1475"
"FJ";"438516"
"FI";"2784128"
"FR";"32784443"
"GF";"134375"
"PF";"136111"
"GA";"938316"
"GM";"998625"
"GE";"2065578"
"DE";"41520861"
"GH";"13858891"
"GI";"17358"
"GR";"5694359"
"GL";"26640"
"GD";"53243"
"GP";"241376"
"GU";"79804"
"GT";"8257425"
"GN";"6032162"
"GW";"900195"
"GY";"381464"
"HT";"5413644"
"VA";"420"
"HN";"4493630"
"HU";"5133594"
"IS";"164552"
"IN";"630489690"
"ID";"128123149"
"IR";"39418737"
"IQ";"17840093"
"IE";"2368984"
"IM";"42115"
"IL";"4064987"
"IT";"30542539"
"JM";"1442879"
"JP";"65449013"
"JO";"4518329"
"KZ";"9154569"
"KE";"23759244"
"KI";"56998"
"KW";"1674808"
"KG";"2957369"
"LA";"3342385"
"LV";"1078099"
"LB";"2912201"
"LS";"1119928"
"LR";"2231332"
"LY";"3086641"
"LI";"18850"
"LT";"1581755"
"LU";"282300"
"MG";"12152289"
"MW";"8871473"
"MY";"14846228"
"MV";"181741"
"ML";"8732268"
"MT";"213116"
"MH";"26260"
"MQ";"209792"
"MR";"2076145"
"MU";"635662"
"YT";"122136"
"MX";"63213534"
"FM";"257414"
"MC";"19609"
"MN";"1502930"
"ME";"318348"
"MS";"2596"
"MA";"17582909"
"MZ";"14350344"
"MM";"26810525"
"NA";"1246821"
"NR";"5687"
"NP";"14752912"
"NL";"8518105"
"NC";"133270"
"NZ";"2345566"
"NI";"3084060"
"NE";"9929261"
"NG";"89413015"
"NU";"803"
"MP";"27943"
"NO";"2581959"
"OM";"1476654"
"PK";"92094177"
"PW";"9776"
"PA";"1979027"
"PG";"3891001"
"PY";"3269997"
"PE";"15703566"
"PH";"50478481"
"PL";"19781463"
"PT";"5482495"
"PR";"1908028"
"QA";"610372"
"KR";"25268999"
"MD";"2112571"
"RE";"445266"
"RO";"10243414"
"RU";"77040422"
"RW";"5928316"
"SH";"1982"
"KN";"27366"
"LC";"90395"
"PM";"3169"
"VC";"54234"
"WS";"93802"
"SM";"16739"
"ST";"98188"
"SA";"13664437"
"SN";"7626013"
"RS";"4525486"
"SC";"47286"
"SL";"3655459"
"SG";"2801360"
"SX";"20153"
"SK";"2795652"
"SI";"1045458"
"SB";"288852"
"SO";"6979084"
"ZA";"28141909"
"SS";"5932058"
"ES";"23629453"
"LK";"10735198"
"PS";"2298072"
"SD";"19342802"
"SR";"275410"
"SZ";"679884"
"SE";"4883557"
"CH";"4202685"
"SY";"9258761"
"TJ";"4251299"
"MK";"1039802"
"TH";"35132148"
"TL";"610778"
"TG";"3721088"
"TK";"650"
"TO";"53034"
"TT";"689005"
"TN";"5703301"
"TR";"39768385"
"TM";"2825210"
"TC";"17098"
"TV";"5623"
"UG";"20182781"
"UA";"24020746"
"AE";"2459583"
"GB";"33165548"
"TZ";"27253074"
"US";"161660310"
"VI";"54900"
"UY";"1775155"
"UZ";"15542379"
"VU";"130596"
"VE";"15643911"
"VN";"47287006"
"WF";"6180"
"EH";"249945"
"YE";"13315676"
"ZM";"8112239"
"ZW";"8099353"
