;populacao_3
"AF";"11144964"
"AL";"1543078"
"DZ";"15999197"
"AS";"28961"
"AD";"34983"
"AO";"9307609"
"AI";"6090"
"AG";"45787"
"AR";"19569048"
"AM";"1599557"
"AW";"50706"
"AU";"9868965"
"AT";"4203463"
"AZ";"4255194"
"BS";"161888"
"BH";"320830"
"BD";"68117053"
"BB";"141535"
"BY";"5181564"
"BE";"5311430"
"BZ";"133754"
"BJ";"3801242"
"BM";"33344"
"BT";"299568"
"BO";"4393081"
"BA";"1922604"
"BW";"914318"
"BR";"92387089"
"VG";"10728"
"BN";"174059"
"BG";"4005458"
"BF";"6423210"
"BI";"3533913"
"CV";"236525"
"KH";"6614094"
"CM";"8273582"
"CA";"15953748"
"KY";"23544"
"CF";"2020144"
"TD";"4688523"
"CL";"7985623"
"CN";"635005017"
"HK";"3496197"
"MO";"241272"
"TW";"10953718"
"CO";"21324175"
"KM";"289619"
"CG";"1752787"
"CK";"9324"
"CR";"2056441"
"CI";"8591584"
"HR";"2276270"
"CU";"5604314"
"CW";"67889"
"CY";"490493"
"CZ";"5257685"
"KP";"12054175"
"CD";"25875700"
"DK";"2719959"
"DJ";"377317"
"DM";"35072"
"DO";"4479175"
"EC";"6631443"
"EG";"36721186"
"SV";"3109895"
"GQ";"330153"
"ER";"1868924"
"EE";"733683"
"ET";"36362429"
"FO";"23135"
"FK";"1498"
"FJ";"400925"
"FI";"2671417"
"FR";"30852137"
"GF";"93483"
"PF";"120910"
"GA";"666328"
"GM";"682415"
"GE";"2414266"
"DE";"41823119"
"GH";"10179717"
"GI";"16263"
"GR";"5665417"
"GL";"26469"
"GD";"51613"
"GP";"223494"
"GU";"77288"
"GT";"6371479"
"GN";"4661794"
"GW";"675793"
"GY";"375896"
"HT";"4542337"
"VA";"415"
"HN";"3534239"
"HU";"5325627"
"IS";"143781"
"IN";"533833881"
"ID";"109993539"
"IR";"33731825"
"IQ";"12682258"
"IE";"2029369"
"IM";"38283"
"IL";"3218856"
"IT";"29882315"
"JM";"1368164"
"JP";"65256942"
"JO";"2605553"
"KZ";"7904118"
"KE";"17178060"
"KI";"45102"
"KW";"889843"
"KG";"2528991"
"LA";"2807876"
"LV";"1247629"
"LB";"1836678"
"LS";"993478"
"LR";"1555936"
"LY";"2711893"
"LI";"17414"
"LT";"1823068"
"LU";"226822"
"MG";"8675989"
"MW";"6251065"
"MY";"12070230"
"MV";"145741"
"ML";"6038299"
"MT";"202334"
"MH";"25555"
"MQ";"210140"
"MR";"1477101"
"MU";"609912"
"YT";"83710"
"MX";"53136975"
"FM";"250823"
"MC";"16944"
"MN";"1238912"
"ME";"311930"
"MS";"2249"
"MA";"15085371"
"MZ";"10218786"
"MM";"24362086"
"NA";"1018556"
"NR";"5093"
"NP";"12552124"
"NL";"8171578"
"NC";"111751"
"NZ";"2051409"
"NI";"2651255"
"NE";"6358729"
"NG";"65373970"
"NU";"859"
"MP";"36121"
"NO";"2305223"
"OM";"1053039"
"PK";"71528648"
"PW";"8994"
"PA";"1593265"
"PG";"2955890"
"PY";"2769244"
"PE";"13476783"
"PH";"41292735"
"PL";"19808882"
"PT";"5414691"
"PR";"1967667"
"QA";"242360"
"KR";"24049130"
"MD";"2174685"
"RE";"393103"
"RO";"11122596"
"RU";"77145971"
"RW";"4440027"
"SH";"2268"
"KN";"23790"
"LC";"82222"
"PM";"3152"
"VC";"53682"
"WS";"85415"
"SM";"14378"
"ST";"74657"
"SA";"10120070"
"SN";"5432497"
"RS";"4749837"
"SC";"43219"
"SL";"2634345"
"SG";"2134901"
"SX";"16698"
"SK";"2780796"
"SI";"1018799"
"SB";"217878"
"SO";"4909259"
"ZA";"24265895"
"SS";"3761481"
"ES";"21656988"
"LK";"9694300"
"PS";"1696016"
"SD";"14667142"
"SR";"242271"
"SZ";"562336"
"SE";"4518604"
"CH";"3727002"
"SY";"8545532"
"TJ";"3272313"
"MK";"1026256"
"TH";"32757840"
"TL";"473641"
"TG";"2714712"
"TK";"685"
"TO";"49464"
"TT";"646707"
"TN";"4975118"
"TR";"33551953"
"TM";"2365061"
"TC";"11588"
"TV";"5021"
"UG";"13453708"
"UA";"25473544"
"AE";"1180384"
"GB";"30468351"
"TZ";"18802686"
"US";"147003215"
"VI";"55972"
"UY";"1718694"
"UZ";"12993635"
"VU";"97347"
"VE";"12904425"
"VN";"42000776"
"WF";"7327"
"EH";"185299"
"YE";"9627088"
"ZM";"5769968"
"ZW";"6452643"
