;populacao_3
"AF";"36273449"
"AL";"929403"
"DZ";"30903732"
"AS";"23443"
"AD";"33061"
"AO";"75809790"
"AI";"6624"
"AG";"63724"
"AR";"29473057"
"AM";"1043422"
"AW";"49969"
"AU";"20141113"
"AT";"4154071"
"AZ";"4963104"
"BS";"238122"
"BH";"957448"
"BD";"93145795"
"BB";"133828"
"BY";"3940898"
"BE";"6447513"
"BZ";"350765"
"BJ";"20114936"
"BM";"22222"
"BT";"454444"
"BO";"9055022"
"BA";"1188106"
"BW";"1936056"
"BR";"103490662"
"VG";"18647"
"BN";"249286"
"BG";"2017927"
"BF";"36841104"
"BI";"24158773"
"CV";"375370"
"KH";"11859599"
"CM";"41605836"
"CA";"25181548"
"KY";"47905"
"CF";"6738513"
"TD";"28345447"
"CL";"9731655"
"CN";"523247556"
"HK";"4181674"
"MO";"513457"
"TW";"9057646"
"CO";"24350315"
"KM";"1033310"
"CG";"10365062"
"CK";"8166"
"CR";"2657323"
"CI";"45981857"
"HR";"1355638"
"CU";"4276422"
"CW";"94847"
"CY";"668900"
"CZ";"4496607"
"KP";"12405026"
"CD";"172978690"
"DK";"3350368"
"DJ";"671143"
"DM";"31646"
"DO";"6436733"
"EC";"12368465"
"EG";"95790118"
"SV";"3119587"
"GQ";"2157923"
"ER";"6943163"
"EE";"475370"
"ET";"124142570"
"FO";"28682"
"FK";"1327"
"FJ";"453893"
"FI";"3038335"
"FR";"37055891"
"GF";"401923"
"PF";"151995"
"GA";"2401868"
"GM";"3477562"
"GE";"1374667"
"DE";"36206201"
"GH";"36320503"
"GI";"18525"
"GR";"3943413"
"GL";"23622"
"GD";"40074"
"GP";"188473"
"GU";"91921"
"GT";"16095085"
"GN";"22057387"
"GW";"2784025"
"GY";"329086"
"HT";"7032051"
"VA";"416"
"HN";"6983120"
"HU";"3382027"
"IS";"192822"
"IN";"787488867"
"ID";"160064820"
"IR";"38537261"
"IQ";"68434163"
"IE";"3114528"
"IM";"51676"
"IL";"8046520"
"IT";"24513566"
"JM";"874958"
"JP";"45085201"
"JO";"8466167"
"KZ";"12970195"
"KE";"68318620"
"KI";"119021"
"KW";"2830265"
"KG";"4470354"
"LA";"4419781"
"LV";"614872"
"LB";"2339539"
"LS";"1964520"
"LR";"7975587"
"LY";"3909224"
"LI";"22786"
"LT";"1018023"
"LU";"478145"
"MG";"44413422"
"MW";"34721384"
"MY";"21199601"
"MV";"241492"
"ML";"37832032"
"MT";"180283"
"MH";"36324"
"MQ";"156841"
"MR";"7105386"
"MU";"509634"
"YT";"355597"
"MX";"79471952"
"FM";"346176"
"MC";"28410"
"MN";"2289445"
"ME";"239526"
"MS";"2498"
"MA";"22562465"
"MZ";"60560320"
"MM";"29992547"
"NA";"2871622"
"NR";"5067"
"NP";"16059053"
"NL";"8313838"
"NC";"215824"
"NZ";"3070936"
"NI";"3766227"
"NE";"79311360"
"NG";"352552834"
"NU";"912"
"MP";"20015"
"NO";"3845783"
"OM";"2912467"
"PK";"175710759"
"PW";"14277"
"PA";"3270545"
"PG";"9135495"
"PY";"4496977"
"PE";"21056478"
"PH";"87717068"
"PL";"11848738"
"PT";"3527606"
"PR";"1184567"
"QA";"1419539"
"KR";"20606253"
"MD";"1125814"
"RE";"497181"
"RO";"6456775"
"RU";"63895424"
"RW";"14222103"
"SH";"1944"
"KN";"29297"
"LC";"72389"
"PM";"3724"
"VC";"44078"
"WS";"129662"
"SM";"16658"
"ST";"287135"
"SA";"21375989"
"SN";"29054219"
"RS";"2933602"
"SC";"42483"
"SL";"8325940"
"SG";"2908785"
"SX";"30448"
"SK";"2026746"
"SI";"847225"
"SB";"687578"
"SO";"34690094"
"ZA";"39704523"
"SS";"19846864"
"ES";"19295502"
"LK";"8724039"
"PS";"7011120"
"SD";"63728803"
"SR";"306876"
"SZ";"1267361"
"SE";"6441225"
"CH";"5214199"
"SY";"19485378"
"TJ";"9202452"
"MK";"772239"
"TH";"26076020"
"TL";"1788516"
"TG";"11864912"
"TK";"809"
"TO";"77642"
"TT";"543755"
"TN";"6754535"
"TR";"45597361"
"TM";"4351812"
"TC";"26246"
"TV";"8871"
"UG";"95389466"
"UA";"15036683"
"AE";"5849619"
"GB";"39657059"
"TZ";"131562179"
"US";"217570009"
"VI";"31647"
"UY";"1707667"
"UZ";"19950614"
"VU";"319802"
"VE";"21667400"
"VN";"56011990"
"WF";"4890"
"EH";"618096"
"YE";"27912292"
"ZM";"40265589"
"ZW";"20144285"
