;economia_21
"AF";"19.916"
"AO";"75.654"
"AL";"44.366"
"AE";"36.781"
"AR";"46.052"
"AM";"51.395"
"AU";"58.760"
"AT";"52.698"
"AZ";"58.362"
"BI";"78.567"
"BE";"47.122"
"BJ";"71.376"
"BF";"55.261"
"BD";"34.318"
"BG";"46.973"
"BH";"44.492"
"BS";"67.240"
"BA";"32.733"
"BY";"54.063"
"BZ";"58.562"
"BO";"57.106"
"BR";"50.662"
"BB";"57.592"
"BN";"57.686"
"BT";"61.995"
"BW";"68.234"
"CF";"64.099"
"CA";"58.869"
"TD";"65.710"
"CH";"60.447"
"CL";"52.334"
"CN";"53.292"
"CI";"49.195"
"CM";"71.916"
"CD";"71.487"
"CG";"66.853"
"CO";"60.571"
"KM";"37.835"
"CV";"52.820"
"CR";"47.376"
"CU";"37.645"
"CY";"56.538"
"CZ";"49.940"
"DE";"53.375"
"DJ";"50.396"
"DK";"57.101"
"DO";"54.642"
"DZ";"14.369"
"EC";"49.843"
"EG";"23.821"
"ER";"75.794"
"EH";"29.966"
"ES";"48.956"
"EE";"54.775"
"ET";"80.198"
"FI";"53.779"
"FJ";"39.351"
"FR";"49.816"
"GA";"44.047"
"GB";"55.868"
"GE";"55.459"
"GH";"75.900"
"GN";"63.590"
"GM";"53.066"
"GW";"66.605"
"GQ";"56.465"
"GR";"41.960"
"GT";"40.685"
"GU";"50.188"
"GY";"41.617"
"HK";"47.885"
"HN";"51.787"
"HR";"43.976"
"HT";"67.412"
"HU";"48.275"
"ID";"49.720"
"IN";"24.036"
"IE";"50.517"
"IR";"12.337"
"IQ";"21.512"
"IS";"67.985"
"IL";"59.712"
"IT";"37.193"
"JM";"57.970"
"JO";"14.348"
"JP";"49.835"
"KZ";"58.509"
"KE";"61.963"
"KG";"42.253"
"KH";"82.641"
"KR";"48.836"
"KW";"40.763"
"LA";"76.643"
"LB";"22.572"
"LR";"54.713"
"LY";"24.842"
"LC";"60.903"
"LK";"33.601"
"LS";"57.988"
"LT";"52.147"
"LU";"52.375"
"LV";"51.922"
"MO";"58.725"
"MA";"23.528"
"MD";"31.798"
"MG";"86.093"
"MV";"46.406"
"MX";"45.371"
"MK";"42.160"
"ML";"65.233"
"MT";"41.509"
"MM";"49.580"
"ME";"40.157"
"MN";"47.253"
"MZ";"79.924"
"MR";"31.454"
"MU";"44.934"
"MW";"72.184"
"MY";"51.439"
"NA";"62.671"
"NC";"53.686"
"NE";"67.403"
"NG";"51.942"
"NI";"52.419"
"NL";"56.653"
"NO";"59.623"
"NP";"82.949"
"NZ";"62.112"
"OM";"27.579"
"PK";"26.858"
"PA";"52.623"
"PE";"74.172"
"PH";"51.088"
"PG";"68.858"
"PL";"45.736"
"PR";"32.034"
"KP";"71.865"
"PT";"49.357"
"PY";"60.201"
"PS";"21.511"
"PF";"45.382"
"QA";"55.703"
"RO";"39.048"
"RU";"52.759"
"RW";"85.823"
"SA";"20.250"
"SD";"22.323"
"SN";"49.432"
"SG";"57.361"
"SB";"61.844"
"SL";"55.774"
"SV";"50.157"
"SO";"18.959"
"RS";"42.848"
"SS";"71.711"
"ST";"41.647"
"SR";"42.744"
"SK";"49.351"
"SI";"46.228"
"SE";"61.033"
"SZ";"44.479"
"SY";"9.921"
"TG";"72.514"
"TH";"56.736"
"TJ";"42.798"
"TM";"50.554"
"TL";"22.382"
"TO";"45.029"
"TT";"49.607"
"TN";"21.295"
"TR";"29.787"
"TW";"45.805"
"TZ";"78.667"
"UG";"68.510"
"UA";"42.442"
"UY";"57.813"
"US";"52.953"
"UZ";"51.559"
"VC";"57.977"
"VE";"51.556"
"VI";"54.241"
"VN";"70.270"
"VU";"61.178"
"WS";"22.933"
"YE";"3.569"
"ZA";"47.655"
"ZM";"70.657"
"ZW";"81.811"
