;economia_21
"AF";"14.917"
"AO";"74.762"
"AL";"55.281"
"AE";"30.214"
"AR";"46.359"
"AM";"48.954"
"AU";"51.752"
"AT";"45.569"
"AZ";"54.301"
"BI";"89.283"
"BE";"39.447"
"BJ";"58.222"
"BF";"74.650"
"BD";"23.601"
"BG";"53.259"
"BH";"30.180"
"BS";"67.301"
"BA";"40.238"
"BY";"52.623"
"BZ";"35.884"
"BO";"56.587"
"BR";"44.722"
"BB";"62.258"
"BN";"48.143"
"BT";"50.740"
"BW";"48.261"
"CF";"64.346"
"CA";"57.068"
"TD";"64.657"
"CH";"57.003"
"CL";"35.484"
"CN";"72.852"
"CI";"48.386"
"CM";"71.146"
"CD";"71.655"
"CG";"65.637"
"CO";"31.450"
"KM";"31.620"
"CV";"42.502"
"CR";"34.053"
"CU";"33.823"
"CY";"46.751"
"CZ";"52.310"
"DE";"47.335"
"DJ";"46.072"
"DK";"61.035"
"DO";"44.741"
"DZ";"11.647"
"EC";"47.333"
"EG";"21.517"
"ER";"74.756"
"EH";"23.300"
"ES";"35.100"
"EE";"54.099"
"ET";"66.400"
"FI";"55.487"
"FJ";"39.779"
"FR";"47.197"
"GA";"36.138"
"GB";"51.847"
"GE";"60.046"
"GH";"72.490"
"GN";"62.810"
"GM";"45.002"
"GW";"65.034"
"GQ";"49.540"
"GR";"35.456"
"GT";"39.213"
"GU";"58.712"
"GY";"39.350"
"HK";"46.328"
"HN";"44.455"
"HR";"46.498"
"HT";"57.806"
"HU";"44.754"
"ID";"48.572"
"IN";"35.463"
"IE";"38.250"
"IR";"10.124"
"IQ";"8.325"
"IS";"68.992"
"IL";"49.021"
"IT";"33.615"
"JM";"61.825"
"JO";"11.641"
"JP";"50.414"
"KZ";"65.204"
"KE";"70.147"
"KG";"53.550"
"KH";"77.319"
"KR";"46.871"
"KW";"41.270"
"LA";"79.991"
"LB";"19.507"
"LR";"51.997"
"LY";"21.428"
"LC";"49.084"
"LK";"37.892"
"LS";"68.817"
"LT";"54.066"
"LU";"36.944"
"LV";"52.723"
"MO";"46.387"
"MA";"24.263"
"MD";"47.792"
"MG";"84.141"
"MV";"24.800"
"MX";"35.855"
"MK";"43.023"
"ML";"35.367"
"MT";"28.515"
"MM";"60.785"
"ME";"44.049"
"MN";"53.030"
"MZ";"86.833"
"MR";"29.977"
"MU";"38.820"
"MW";"75.983"
"MY";"45.113"
"NA";"49.333"
"NC";"60.363"
"NE";"67.995"
"NG";"47.408"
"NI";"34.873"
"NL";"45.585"
"NO";"55.080"
"NP";"81.154"
"NZ";"53.307"
"OM";"20.922"
"PK";"14.188"
"PA";"40.451"
"PE";"45.689"
"PH";"47.206"
"PG";"69.503"
"PL";"53.178"
"PR";"33.705"
"KP";"77.650"
"PT";"49.136"
"PY";"52.646"
"PS";"10.216"
"PF";"48.151"
"QA";"40.999"
"RO";"62.236"
"RU";"56.895"
"RW";"86.646"
"SA";"14.482"
"SD";"25.867"
"SN";"33.349"
"SG";"49.465"
"SB";"61.948"
"SL";"63.657"
"SV";"42.955"
"SO";"20.249"
"RS";"48.139"
"SS";"70.926"
"ST";"36.040"
"SR";"32.934"
"SK";"55.187"
"SI";"51.909"
"SE";"59.461"
"SZ";"37.508"
"SY";"22.893"
"TG";"80.588"
"TH";"65.984"
"TJ";"45.795"
"TM";"50.666"
"TL";"43.139"
"TO";"43.050"
"TT";"43.189"
"TN";"22.594"
"TR";"26.603"
"TW";"44.796"
"TZ";"81.972"
"UG";"62.839"
"UA";"53.875"
"UY";"46.945"
"US";"56.594"
"UZ";"50.624"
"VC";"46.384"
"VE";"43.826"
"VI";"59.492"
"VN";"73.190"
"VU";"61.518"
"WS";"25.440"
"YE";"16.807"
"ZA";"42.478"
"ZM";"73.686"
"ZW";"67.605"
