;economia_21
"AF";"16.111"
"AO";"74.854"
"AL";"48.051"
"AE";"37.173"
"AR";"49.420"
"AM";"47.516"
"AU";"57.050"
"AT";"50.667"
"AZ";"61.051"
"BI";"82.053"
"BE";"45.487"
"BJ";"67.332"
"BF";"62.435"
"BD";"28.027"
"BG";"44.743"
"BH";"38.943"
"BS";"69.921"
"BA";"37.873"
"BY";"55.392"
"BZ";"45.882"
"BO";"62.481"
"BR";"55.433"
"BB";"64.200"
"BN";"56.644"
"BT";"65.369"
"BW";"54.415"
"CF";"64.082"
"CA";"60.931"
"TD";"64.868"
"CH";"59.459"
"CL";"38.342"
"CN";"66.766"
"CI";"48.315"
"CM";"70.356"
"CD";"71.191"
"CG";"66.714"
"CO";"49.340"
"KM";"33.318"
"CV";"44.166"
"CR";"44.695"
"CU";"38.278"
"CY";"53.201"
"CZ";"50.773"
"DE";"50.700"
"DJ";"46.715"
"DK";"60.499"
"DO";"48.811"
"DZ";"12.843"
"EC";"55.290"
"EG";"20.233"
"ER";"73.844"
"EH";"26.912"
"ES";"46.099"
"EE";"53.498"
"ET";"78.405"
"FI";"56.622"
"FJ";"38.078"
"FR";"50.117"
"GA";"37.847"
"GB";"54.713"
"GE";"55.167"
"GH";"73.117"
"GN";"62.795"
"GM";"48.532"
"GW";"64.406"
"GQ";"53.802"
"GR";"42.712"
"GT";"44.441"
"GU";"56.119"
"GY";"34.086"
"HK";"51.739"
"HN";"36.531"
"HR";"46.204"
"HT";"59.188"
"HU";"42.918"
"ID";"49.939"
"IN";"36.784"
"IE";"52.383"
"IR";"19.410"
"IQ";"14.504"
"IS";"70.876"
"IL";"55.046"
"IT";"37.862"
"JM";"55.643"
"JO";"12.201"
"JP";"48.373"
"KZ";"64.357"
"KE";"60.129"
"KG";"54.058"
"KH";"76.913"
"KR";"50.395"
"KW";"46.279"
"LA";"77.861"
"LB";"20.365"
"LR";"52.970"
"LY";"27.444"
"LC";"57.332"
"LK";"36.943"
"LS";"64.089"
"LT";"50.602"
"LU";"45.368"
"LV";"50.435"
"MO";"57.278"
"MA";"26.669"
"MD";"46.363"
"MG";"84.162"
"MV";"50.398"
"MX";"41.320"
"MK";"42.039"
"ML";"38.222"
"MT";"29.628"
"MM";"56.106"
"ME";"42.686"
"MN";"53.698"
"MZ";"87.054"
"MR";"30.164"
"MU";"41.135"
"MW";"74.229"
"MY";"44.005"
"NA";"51.971"
"NC";"60.544"
"NE";"67.770"
"NG";"47.753"
"NI";"44.091"
"NL";"56.643"
"NO";"60.714"
"NP";"79.912"
"NZ";"60.097"
"OM";"25.225"
"PK";"19.344"
"PA";"47.951"
"PE";"66.738"
"PH";"47.688"
"PG";"70.851"
"PL";"47.788"
"PR";"36.901"
"KP";"75.461"
"PT";"55.284"
"PY";"54.987"
"PS";"14.140"
"PF";"47.189"
"QA";"45.108"
"RO";"46.313"
"RU";"55.889"
"RW";"85.226"
"SA";"17.660"
"SD";"24.475"
"SN";"34.181"
"SG";"52.420"
"SB";"63.920"
"SL";"64.440"
"SV";"45.506"
"SO";"17.472"
"RS";"45.415"
"SS";"70.630"
"ST";"38.780"
"SR";"38.862"
"SK";"51.265"
"SI";"52.850"
"SE";"59.581"
"SZ";"38.824"
"SY";"16.231"
"TG";"80.483"
"TH";"65.696"
"TJ";"47.344"
"TM";"52.494"
"TL";"31.619"
"TO";"45.475"
"TT";"53.473"
"TN";"23.875"
"TR";"23.305"
"TW";"48.082"
"TZ";"81.819"
"UG";"64.964"
"UA";"48.546"
"UY";"52.541"
"US";"58.242"
"UZ";"52.308"
"VC";"54.685"
"VE";"49.688"
"VI";"60.141"
"VN";"72.476"
"VU";"61.460"
"WS";"24.602"
"YE";"14.378"
"ZA";"45.924"
"ZM";"73.654"
"ZW";"77.085"
