;economia_21
"AF";"19.708"
"AO";"75.235"
"AL";"46.501"
"AE";"39.134"
"AR";"46.816"
"AM";"51.758"
"AU";"58.980"
"AT";"54.411"
"AZ";"61.848"
"BI";"79.973"
"BE";"47.687"
"BJ";"69.690"
"BF";"56.991"
"BD";"33.725"
"BG";"47.438"
"BH";"44.132"
"BS";"69.875"
"BA";"34.537"
"BY";"56.756"
"BZ";"55.678"
"BO";"55.823"
"BR";"52.493"
"BB";"60.379"
"BN";"58.962"
"BT";"59.876"
"BW";"67.063"
"CF";"63.360"
"CA";"59.863"
"TD";"65.033"
"CH";"62.432"
"CL";"51.463"
"CN";"58.294"
"CI";"48.517"
"CM";"71.479"
"CD";"71.336"
"CG";"67.010"
"CO";"59.587"
"KM";"36.785"
"CV";"51.451"
"CR";"46.483"
"CU";"40.470"
"CY";"57.722"
"CZ";"51.138"
"DE";"54.962"
"DJ";"49.922"
"DK";"58.551"
"DO";"54.458"
"DZ";"15.235"
"EC";"53.381"
"EG";"22.898"
"ER";"75.426"
"EH";"29.375"
"ES";"50.910"
"EE";"55.333"
"ET";"78.411"
"FI";"54.181"
"FJ";"40.146"
"FR";"50.163"
"GA";"43.990"
"GB";"56.708"
"GE";"57.662"
"GH";"75.435"
"GN";"63.148"
"GM";"51.918"
"GW";"66.047"
"GQ";"55.791"
"GR";"44.185"
"GT";"40.711"
"GU";"51.904"
"GY";"41.309"
"HK";"52.308"
"HN";"51.177"
"HR";"44.956"
"HT";"65.295"
"HU";"47.922"
"ID";"50.495"
"IN";"25.988"
"IE";"51.655"
"IR";"15.303"
"IQ";"19.874"
"IS";"70.930"
"IL";"59.346"
"IT";"38.829"
"JM";"58.190"
"JO";"14.187"
"JP";"50.244"
"KZ";"63.315"
"KE";"62.031"
"KG";"46.521"
"KH";"81.859"
"KR";"51.548"
"KW";"44.524"
"LA";"77.046"
"LB";"23.515"
"LR";"53.979"
"LY";"25.582"
"LC";"62.026"
"LK";"34.299"
"LS";"59.181"
"LT";"55.322"
"LU";"52.446"
"LV";"53.756"
"MO";"64.489"
"MA";"24.489"
"MD";"36.605"
"MG";"84.623"
"MV";"44.750"
"MX";"44.820"
"MK";"42.705"
"ML";"62.377"
"MT";"42.027"
"MM";"50.508"
"ME";"41.323"
"MN";"51.790"
"MZ";"81.482"
"MR";"31.218"
"MU";"44.976"
"MW";"72.316"
"MY";"51.509"
"NA";"60.731"
"NC";"56.417"
"NE";"67.391"
"NG";"50.908"
"NI";"51.359"
"NL";"57.610"
"NO";"60.490"
"NP";"82.689"
"NZ";"63.302"
"OM";"29.305"
"PK";"25.779"
"PA";"52.832"
"PE";"71.170"
"PH";"50.307"
"PG";"68.832"
"PL";"47.394"
"PR";"32.847"
"KP";"73.773"
"PT";"51.862"
"PY";"58.054"
"PS";"20.610"
"PF";"47.133"
"QA";"56.737"
"RO";"42.265"
"RU";"54.986"
"RW";"85.868"
"SA";"22.046"
"SD";"23.054"
"SN";"47.157"
"SG";"59.433"
"SB";"62.192"
"SL";"56.400"
"SV";"48.462"
"SO";"18.762"
"RS";"44.581"
"SS";"71.183"
"ST";"41.137"
"SR";"42.326"
"SK";"51.156"
"SI";"49.680"
"SE";"61.008"
"SZ";"43.602"
"SY";"10.957"
"TG";"74.487"
"TH";"59.308"
"TJ";"44.753"
"TM";"52.676"
"TL";"23.721"
"TO";"44.897"
"TT";"50.397"
"TN";"23.327"
"TR";"31.554"
"TW";"49.170"
"TZ";"79.136"
"UG";"67.247"
"UA";"45.206"
"UY";"56.909"
"US";"54.428"
"UZ";"53.356"
"VC";"58.688"
"VE";"50.774"
"VI";"56.029"
"VN";"72.553"
"VU";"61.376"
"WS";"23.266"
"YE";"5.116"
"ZA";"47.991"
"ZM";"70.292"
"ZW";"79.955"
