;economia_21
"AF";"19.810"
"AO";"75.272"
"AL";"46.008"
"AE";"38.140"
"AR";"46.543"
"AM";"51.530"
"AU";"58.807"
"AT";"53.749"
"AZ";"60.664"
"BI";"79.408"
"BE";"47.393"
"BJ";"70.292"
"BF";"56.293"
"BD";"34.045"
"BG";"47.098"
"BH";"44.095"
"BS";"68.929"
"BA";"33.956"
"BY";"55.595"
"BZ";"57.024"
"BO";"56.295"
"BR";"51.915"
"BB";"59.204"
"BN";"58.800"
"BT";"60.649"
"BW";"67.622"
"CF";"63.607"
"CA";"59.296"
"TD";"65.257"
"CH";"61.791"
"CL";"51.817"
"CN";"56.369"
"CI";"48.811"
"CM";"71.594"
"CD";"71.337"
"CG";"66.807"
"CO";"60.002"
"KM";"37.206"
"CV";"52.250"
"CR";"46.842"
"CU";"39.566"
"CY";"57.202"
"CZ";"50.484"
"DE";"54.528"
"DJ";"50.252"
"DK";"58.016"
"DO";"54.503"
"DZ";"14.881"
"EC";"52.062"
"EG";"23.320"
"ER";"75.477"
"EH";"29.665"
"ES";"49.999"
"EE";"54.752"
"ET";"79.138"
"FI";"53.868"
"FJ";"39.647"
"FR";"49.961"
"GA";"44.195"
"GB";"56.345"
"GE";"56.868"
"GH";"75.652"
"GN";"63.279"
"GM";"52.323"
"GW";"66.251"
"GQ";"55.867"
"GR";"43.263"
"GT";"40.782"
"GU";"51.277"
"GY";"41.516"
"HK";"50.621"
"HN";"51.408"
"HR";"44.520"
"HT";"66.087"
"HU";"48.078"
"ID";"50.280"
"IN";"25.253"
"IE";"51.023"
"IR";"14.200"
"IQ";"20.517"
"IS";"69.708"
"IL";"59.458"
"IT";"38.235"
"JM";"58.207"
"JO";"14.251"
"JP";"50.149"
"KZ";"61.066"
"KE";"61.858"
"KG";"44.933"
"KH";"82.099"
"KR";"50.634"
"KW";"42.840"
"LA";"76.886"
"LB";"23.424"
"LR";"54.191"
"LY";"25.312"
"LC";"61.972"
"LK";"33.919"
"LS";"58.927"
"LT";"54.245"
"LU";"52.554"
"LV";"52.611"
"MO";"62.530"
"MA";"24.133"
"MD";"34.862"
"MG";"85.213"
"MV";"45.480"
"MX";"45.117"
"MK";"42.622"
"ML";"63.397"
"MT";"41.766"
"MM";"50.178"
"ME";"40.878"
"MN";"50.309"
"MZ";"80.890"
"MR";"31.322"
"MU";"45.016"
"MW";"72.239"
"MY";"51.650"
"NA";"61.715"
"NC";"55.522"
"NE";"67.374"
"NG";"51.230"
"NI";"51.795"
"NL";"57.261"
"NO";"60.135"
"NP";"82.791"
"NZ";"62.783"
"OM";"28.675"
"PK";"26.186"
"PA";"52.772"
"PE";"72.355"
"PH";"50.600"
"PG";"68.808"
"PL";"46.569"
"PR";"32.547"
"KP";"73.013"
"PT";"50.926"
"PY";"58.840"
"PS";"20.999"
"PF";"46.555"
"QA";"56.530"
"RO";"41.209"
"RU";"54.121"
"RW";"85.780"
"SA";"21.396"
"SD";"22.751"
"SN";"48.025"
"SG";"58.611"
"SB";"62.015"
"SL";"56.047"
"SV";"49.201"
"SO";"18.836"
"RS";"43.975"
"SS";"71.376"
"ST";"41.230"
"SR";"42.462"
"SK";"50.275"
"SI";"48.268"
"SE";"60.994"
"SZ";"43.929"
"SY";"10.700"
"TG";"73.704"
"TH";"58.385"
"TJ";"43.966"
"TM";"52.075"
"TL";"22.983"
"TO";"44.684"
"TT";"49.897"
"TN";"22.577"
"TR";"30.947"
"TW";"48.226"
"TZ";"78.970"
"UG";"67.701"
"UA";"44.050"
"UY";"57.249"
"US";"53.716"
"UZ";"52.640"
"VC";"58.304"
"VE";"51.052"
"VI";"55.107"
"VN";"71.687"
"VU";"61.204"
"WS";"22.933"
"YE";"4.561"
"ZA";"47.938"
"ZM";"70.467"
"ZW";"80.650"
