;economia_21
"AF";"19.864"
"AO";"75.389"
"AL";"45.467"
"AE";"37.367"
"AR";"46.361"
"AM";"51.419"
"AU";"58.769"
"AT";"53.305"
"AZ";"59.687"
"BI";"79.036"
"BE";"47.247"
"BJ";"70.704"
"BF";"55.867"
"BD";"34.179"
"BG";"46.985"
"BH";"44.080"
"BS";"68.221"
"BA";"33.489"
"BY";"54.859"
"BZ";"57.705"
"BO";"56.627"
"BR";"51.461"
"BB";"58.534"
"BN";"58.443"
"BT";"61.203"
"BW";"67.864"
"CF";"63.796"
"CA";"59.056"
"TD";"65.425"
"CH";"61.275"
"CL";"52.045"
"CN";"55.121"
"CI";"48.972"
"CM";"71.698"
"CD";"71.366"
"CG";"66.764"
"CO";"60.259"
"KM";"37.448"
"CV";"52.572"
"CR";"47.077"
"CU";"38.812"
"CY";"56.957"
"CZ";"50.251"
"DE";"54.094"
"DJ";"50.349"
"DK";"57.669"
"DO";"54.569"
"DZ";"14.630"
"EC";"51.184"
"EG";"23.499"
"ER";"75.580"
"EH";"29.782"
"ES";"49.548"
"EE";"54.662"
"ET";"79.586"
"FI";"53.784"
"FJ";"39.482"
"FR";"49.899"
"GA";"44.154"
"GB";"56.132"
"GE";"56.253"
"GH";"75.742"
"GN";"63.388"
"GM";"52.604"
"GW";"66.373"
"GQ";"55.989"
"GR";"42.720"
"GT";"40.773"
"GU";"50.853"
"GY";"41.591"
"HK";"49.505"
"HN";"51.580"
"HR";"44.275"
"HT";"66.629"
"HU";"48.195"
"ID";"50.062"
"IN";"24.774"
"IE";"50.752"
"IR";"13.457"
"IQ";"20.921"
"IS";"68.988"
"IL";"59.537"
"IT";"37.840"
"JM";"58.257"
"JO";"14.285"
"JP";"50.098"
"KZ";"59.770"
"KE";"61.867"
"KG";"43.796"
"KH";"82.302"
"KR";"49.955"
"KW";"41.791"
"LA";"76.801"
"LB";"23.174"
"LR";"54.381"
"LY";"25.116"
"LC";"61.712"
"LK";"33.781"
"LS";"58.590"
"LT";"53.386"
"LU";"52.472"
"LV";"52.155"
"MO";"60.983"
"MA";"23.887"
"MD";"33.663"
"MG";"85.588"
"MV";"45.880"
"MX";"45.255"
"MK";"42.465"
"ML";"64.119"
"MT";"41.644"
"MM";"49.951"
"ME";"40.577"
"MN";"49.035"
"MZ";"80.502"
"MR";"31.375"
"MU";"45.025"
"MW";"72.235"
"MY";"51.626"
"NA";"62.130"
"NC";"54.789"
"NE";"67.377"
"NG";"51.474"
"NI";"52.066"
"NL";"57.038"
"NO";"59.946"
"NP";"82.862"
"NZ";"62.506"
"OM";"28.112"
"PK";"26.451"
"PA";"52.717"
"PE";"73.103"
"PH";"50.794"
"PG";"68.816"
"PL";"46.196"
"PR";"32.376"
"KP";"72.562"
"PT";"50.323"
"PY";"59.397"
"PS";"21.213"
"PF";"46.113"
"QA";"56.067"
"RO";"40.395"
"RU";"53.506"
"RW";"85.766"
"SA";"20.920"
"SD";"22.570"
"SN";"48.580"
"SG";"58.124"
"SB";"61.941"
"SL";"55.902"
"SV";"49.636"
"SO";"18.885"
"RS";"43.551"
"SS";"71.508"
"ST";"41.376"
"SR";"42.581"
"SK";"49.862"
"SI";"47.406"
"SE";"61.035"
"SZ";"44.146"
"SY";"10.410"
"TG";"73.212"
"TH";"57.741"
"TJ";"43.502"
"TM";"51.461"
"TL";"22.741"
"TO";"44.803"
"TT";"49.704"
"TN";"22.044"
"TR";"30.508"
"TW";"47.371"
"TZ";"78.852"
"UG";"68.023"
"UA";"43.356"
"UY";"57.495"
"US";"53.366"
"UZ";"52.194"
"VC";"58.153"
"VE";"51.253"
"VI";"54.714"
"VN";"71.107"
"VU";"61.130"
"WS";"22.917"
"YE";"4.171"
"ZA";"47.827"
"ZM";"70.563"
"ZW";"81.094"
