;economia_21
"AF";"19.746"
"AO";"75.229"
"AL";"46.393"
"AE";"38.735"
"AR";"46.730"
"AM";"51.682"
"AU";"58.921"
"AT";"54.209"
"AZ";"61.498"
"BI";"79.788"
"BE";"47.588"
"BJ";"69.886"
"BF";"56.753"
"BD";"33.844"
"BG";"47.304"
"BH";"44.033"
"BS";"69.589"
"BA";"34.362"
"BY";"56.359"
"BZ";"56.160"
"BO";"55.978"
"BR";"52.322"
"BB";"59.997"
"BN";"58.958"
"BT";"60.130"
"BW";"67.276"
"CF";"63.434"
"CA";"59.665"
"TD";"65.102"
"CH";"62.249"
"CL";"51.591"
"CN";"57.659"
"CI";"48.617"
"CM";"71.513"
"CD";"71.330"
"CG";"66.928"
"CO";"59.738"
"KM";"36.931"
"CV";"51.760"
"CR";"46.619"
"CU";"40.213"
"CY";"57.568"
"CZ";"50.896"
"DE";"54.854"
"DJ";"50.051"
"DK";"58.387"
"DO";"54.480"
"DZ";"15.128"
"EC";"52.947"
"EG";"23.057"
"ER";"75.427"
"EH";"29.477"
"ES";"50.599"
"EE";"55.098"
"ET";"78.660"
"FI";"54.067"
"FJ";"39.967"
"FR";"50.101"
"GA";"44.095"
"GB";"56.595"
"GE";"57.426"
"GH";"75.517"
"GN";"63.186"
"GM";"52.051"
"GW";"66.117"
"GQ";"55.741"
"GR";"43.872"
"GT";"40.746"
"GU";"51.706"
"GY";"41.401"
"HK";"51.750"
"HN";"51.253"
"HR";"44.810"
"HT";"65.563"
"HU";"47.966"
"ID";"50.436"
"IN";"25.741"
"IE";"51.425"
"IR";"14.943"
"IQ";"20.093"
"IS";"70.521"
"IL";"59.389"
"IT";"38.646"
"JM";"58.227"
"JO";"14.213"
"JP";"50.230"
"KZ";"62.553"
"KE";"61.949"
"KG";"46.026"
"KH";"81.939"
"KR";"51.268"
"KW";"43.873"
"LA";"76.999"
"LB";"23.526"
"LR";"54.037"
"LY";"25.499"
"LC";"62.082"
"LK";"34.162"
"LS";"59.126"
"LT";"54.996"
"LU";"52.474"
"LV";"53.342"
"MO";"63.882"
"MA";"24.377"
"MD";"36.026"
"MG";"84.823"
"MV";"45.013"
"MX";"44.935"
"MK";"42.700"
"ML";"62.708"
"MT";"41.939"
"MM";"50.400"
"ME";"41.177"
"MN";"51.368"
"MZ";"81.283"
"MR";"31.254"
"MU";"44.999"
"MW";"72.281"
"MY";"51.581"
"NA";"61.106"
"NC";"56.143"
"NE";"67.382"
"NG";"51.010"
"NI";"51.514"
"NL";"57.511"
"NO";"60.369"
"NP";"82.721"
"NZ";"63.133"
"OM";"29.081"
"PK";"25.917"
"PA";"52.820"
"PE";"71.577"
"PH";"50.407"
"PG";"68.816"
"PL";"47.097"
"PR";"32.755"
"KP";"73.513"
"PT";"51.560"
"PY";"58.318"
"PS";"20.753"
"PF";"46.980"
"QA";"56.546"
"RO";"41.928"
"RU";"54.697"
"RW";"85.833"
"SA";"21.833"
"SD";"22.949"
"SN";"47.454"
"SG";"59.169"
"SB";"62.130"
"SL";"56.261"
"SV";"48.725"
"SO";"18.786"
"RS";"44.379"
"SS";"71.245"
"ST";"41.161"
"SR";"42.381"
"SK";"50.843"
"SI";"49.209"
"SE";"61.007"
"SZ";"43.713"
"SY";"10.885"
"TG";"74.218"
"TH";"59.016"
"TJ";"44.494"
"TM";"52.520"
"TL";"23.453"
"TO";"44.805"
"TT";"50.220"
"TN";"23.092"
"TR";"31.364"
"TW";"48.910"
"TZ";"79.083"
"UG";"67.393"
"UA";"44.802"
"UY";"57.033"
"US";"54.172"
"UZ";"53.123"
"VC";"58.571"
"VE";"50.871"
"VI";"55.714"
"VN";"72.283"
"VU";"61.290"
"WS";"23.139"
"YE";"4.935"
"ZA";"47.984"
"ZM";"70.353"
"ZW";"80.193"
