;economia_21
"AF";"14.509"
"AO";"74.732"
"AL";"51.718"
"AE";"33.718"
"AR";"48.910"
"AM";"48.025"
"AU";"54.623"
"AT";"48.944"
"AZ";"56.989"
"BI";"84.332"
"BE";"43.570"
"BJ";"63.929"
"BF";"68.027"
"BD";"26.658"
"BG";"44.256"
"BH";"34.776"
"BS";"69.205"
"BA";"38.648"
"BY";"53.309"
"BZ";"40.278"
"BO";"59.224"
"BR";"51.101"
"BB";"63.189"
"BN";"55.839"
"BT";"55.599"
"BW";"49.467"
"CF";"64.212"
"CA";"58.648"
"TD";"64.484"
"CH";"57.773"
"CL";"35.550"
"CN";"71.010"
"CI";"48.408"
"CM";"70.618"
"CD";"71.229"
"CG";"66.048"
"CO";"41.719"
"KM";"32.351"
"CV";"43.384"
"CR";"38.596"
"CU";"35.526"
"CY";"49.629"
"CZ";"51.630"
"DE";"49.065"
"DJ";"46.340"
"DK";"60.050"
"DO";"47.614"
"DZ";"11.893"
"EC";"52.860"
"EG";"19.901"
"ER";"74.092"
"EH";"24.719"
"ES";"40.582"
"EE";"52.612"
"ET";"72.729"
"FI";"56.189"
"FJ";"38.465"
"FR";"48.605"
"GA";"36.587"
"GB";"53.554"
"GE";"54.625"
"GH";"72.727"
"GN";"62.704"
"GM";"46.713"
"GW";"64.414"
"GQ";"51.636"
"GR";"40.849"
"GT";"41.081"
"GU";"57.638"
"GY";"35.475"
"HK";"49.587"
"HN";"44.406"
"HR";"45.317"
"HT";"57.611"
"HU";"41.112"
"ID";"50.575"
"IN";"33.951"
"IE";"47.631"
"IR";"13.909"
"IQ";"10.507"
"IS";"73.737"
"IL";"53.241"
"IT";"35.446"
"JM";"55.868"
"JO";"12.707"
"JP";"49.280"
"KZ";"65.617"
"KE";"68.499"
"KG";"55.138"
"KH";"76.621"
"KR";"48.830"
"KW";"44.375"
"LA";"79.061"
"LB";"20.481"
"LR";"52.965"
"LY";"24.409"
"LC";"52.808"
"LK";"37.290"
"LS";"68.189"
"LT";"54.793"
"LU";"41.382"
"LV";"48.869"
"MO";"55.913"
"MA";"25.252"
"MD";"49.875"
"MG";"84.174"
"MV";"37.457"
"MX";"38.883"
"MK";"40.925"
"ML";"35.743"
"MT";"29.914"
"MM";"58.888"
"ME";"43.195"
"MN";"54.429"
"MZ";"87.611"
"MR";"30.199"
"MU";"40.678"
"MW";"75.657"
"MY";"44.655"
"NA";"48.916"
"NC";"61.136"
"NE";"67.770"
"NG";"47.227"
"NI";"38.563"
"NL";"53.220"
"NO";"61.264"
"NP";"81.370"
"NZ";"56.689"
"OM";"23.532"
"PK";"16.057"
"PA";"44.863"
"PE";"54.987"
"PH";"47.106"
"PG";"70.508"
"PL";"49.581"
"PR";"34.753"
"KP";"76.250"
"PT";"52.631"
"PY";"54.066"
"PS";"10.487"
"PF";"47.888"
"QA";"40.868"
"RO";"57.869"
"RU";"55.440"
"RW";"85.475"
"SA";"16.091"
"SD";"26.599"
"SN";"33.669"
"SG";"51.534"
"SB";"63.373"
"SL";"63.730"
"SV";"45.434"
"SO";"18.202"
"RS";"46.944"
"SS";"70.788"
"ST";"37.602"
"SR";"36.656"
"SK";"52.305"
"SI";"51.245"
"SE";"58.346"
"SZ";"38.112"
"SY";"20.069"
"TG";"80.356"
"TH";"65.828"
"TJ";"47.150"
"TM";"52.103"
"TL";"39.628"
"TO";"44.263"
"TT";"46.448"
"TN";"23.442"
"TR";"26.285"
"TW";"46.022"
"TZ";"81.709"
"UG";"64.024"
"UA";"50.780"
"UY";"51.682"
"US";"59.023"
"UZ";"51.724"
"VC";"50.764"
"VE";"46.835"
"VI";"59.467"
"VN";"72.786"
"VU";"60.751"
"WS";"25.076"
"YE";"20.371"
"ZA";"44.766"
"ZM";"73.451"
"ZW";"66.812"
