;economia_21
"AF";"19.902"
"AO";"75.560"
"AL";"44.739"
"AE";"36.915"
"AR";"46.161"
"AM";"51.375"
"AU";"58.760"
"AT";"52.879"
"AZ";"58.728"
"BI";"78.707"
"BE";"47.157"
"BJ";"71.143"
"BF";"55.461"
"BD";"34.277"
"BG";"46.981"
"BH";"44.305"
"BS";"67.534"
"BA";"32.985"
"BY";"54.275"
"BZ";"58.288"
"BO";"56.955"
"BR";"50.938"
"BB";"57.891"
"BN";"57.942"
"BT";"61.757"
"BW";"68.089"
"CF";"63.995"
"CA";"58.907"
"TD";"65.611"
"CH";"60.718"
"CL";"52.248"
"CN";"53.899"
"CI";"49.122"
"CM";"71.833"
"CD";"71.434"
"CG";"66.800"
"CO";"60.476"
"KM";"37.697"
"CV";"52.758"
"CR";"47.284"
"CU";"38.002"
"CY";"56.682"
"CZ";"50.089"
"DE";"53.604"
"DJ";"50.384"
"DK";"57.295"
"DO";"54.620"
"DZ";"14.420"
"EC";"50.293"
"EG";"23.676"
"ER";"75.725"
"EH";"29.898"
"ES";"49.167"
"EE";"54.746"
"ET";"80.002"
"FI";"53.765"
"FJ";"39.388"
"FR";"49.852"
"GA";"44.065"
"GB";"55.947"
"GE";"55.683"
"GH";"75.836"
"GN";"63.520"
"GM";"52.902"
"GW";"66.516"
"GQ";"56.262"
"GR";"42.218"
"GT";"40.719"
"GU";"50.407"
"GY";"41.611"
"HK";"48.427"
"HN";"51.733"
"HR";"44.066"
"HT";"67.158"
"HU";"48.287"
"ID";"49.826"
"IN";"24.291"
"IE";"50.579"
"IR";"12.708"
"IQ";"21.315"
"IS";"68.315"
"IL";"59.634"
"IT";"37.420"
"JM";"58.152"
"JO";"14.321"
"JP";"49.956"
"KZ";"58.812"
"KE";"61.934"
"KG";"42.710"
"KH";"82.530"
"KR";"49.211"
"KW";"41.033"
"LA";"76.704"
"LB";"22.787"
"LR";"54.602"
"LY";"24.925"
"LC";"61.199"
"LK";"33.670"
"LS";"58.177"
"LT";"52.532"
"LU";"52.403"
"LV";"51.975"
"MO";"59.436"
"MA";"23.641"
"MD";"32.430"
"MG";"85.935"
"MV";"46.239"
"MX";"45.341"
"MK";"42.263"
"ML";"64.862"
"MT";"41.545"
"MM";"49.709"
"ME";"40.289"
"MN";"47.760"
"MZ";"80.117"
"MR";"31.426"
"MU";"44.979"
"MW";"72.215"
"MY";"51.517"
"NA";"62.464"
"NC";"54.035"
"NE";"67.393"
"NG";"51.768"
"NI";"52.313"
"NL";"56.786"
"NO";"59.754"
"NP";"82.929"
"NZ";"62.241"
"OM";"27.694"
"PK";"26.721"
"PA";"52.651"
"PE";"73.819"
"PH";"50.992"
"PG";"68.844"
"PL";"45.899"
"PR";"32.169"
"KP";"72.124"
"PT";"49.697"
"PY";"59.942"
"PS";"21.409"
"PF";"45.615"
"QA";"55.776"
"RO";"39.509"
"RU";"52.966"
"RW";"85.791"
"SA";"20.472"
"SD";"22.403"
"SN";"49.140"
"SG";"57.621"
"SB";"61.876"
"SL";"55.815"
"SV";"50.001"
"SO";"18.936"
"RS";"43.099"
"SS";"71.646"
"ST";"41.551"
"SR";"42.695"
"SK";"49.533"
"SI";"46.606"
"SE";"61.058"
"SZ";"44.367"
"SY";"10.091"
"TG";"72.745"
"TH";"57.070"
"TJ";"43.044"
"TM";"50.812"
"TL";"22.543"
"TO";"44.962"
"TT";"49.616"
"TN";"21.522"
"TR";"30.033"
"TW";"46.341"
"TZ";"78.729"
"UG";"68.350"
"UA";"42.744"
"UY";"57.721"
"US";"53.087"
"UZ";"51.769"
"VC";"58.041"
"VE";"51.453"
"VI";"54.389"
"VN";"70.541"
"VU";"61.156"
"WS";"22.939"
"YE";"3.771"
"ZA";"47.703"
"ZM";"70.635"
"ZW";"81.555"
