;economia_21
"AF";"14.912"
"AO";"74.691"
"AL";"54.535"
"AE";"30.755"
"AR";"46.907"
"AM";"48.867"
"AU";"52.674"
"AT";"47.956"
"AZ";"55.395"
"BI";"88.665"
"BE";"40.054"
"BJ";"59.073"
"BF";"73.792"
"BD";"23.921"
"BG";"52.094"
"BH";"30.917"
"BS";"68.029"
"BA";"39.846"
"BY";"52.570"
"BZ";"35.635"
"BO";"57.049"
"BR";"45.639"
"BB";"62.999"
"BN";"49.214"
"BT";"50.534"
"BW";"48.469"
"CF";"64.361"
"CA";"56.891"
"TD";"64.679"
"CH";"56.060"
"CL";"35.490"
"CN";"72.707"
"CI";"48.365"
"CM";"71.080"
"CD";"71.591"
"CG";"65.593"
"CO";"32.861"
"KM";"31.620"
"CV";"42.688"
"CR";"35.089"
"CU";"33.956"
"CY";"48.191"
"CZ";"52.564"
"DE";"47.902"
"DJ";"46.094"
"DK";"57.913"
"DO";"44.805"
"DZ";"11.724"
"EC";"48.006"
"EG";"22.329"
"ER";"74.654"
"EH";"23.334"
"ES";"36.278"
"EE";"53.856"
"ET";"66.402"
"FI";"54.781"
"FJ";"39.624"
"FR";"47.376"
"GA";"36.111"
"GB";"51.837"
"GE";"60.888"
"GH";"72.517"
"GN";"62.751"
"GM";"45.259"
"GW";"65.019"
"GQ";"49.603"
"GR";"36.196"
"GT";"39.402"
"GU";"58.609"
"GY";"38.773"
"HK";"46.702"
"HN";"44.312"
"HR";"46.219"
"HT";"57.867"
"HU";"42.785"
"ID";"48.726"
"IN";"35.722"
"IE";"39.338"
"IR";"10.285"
"IQ";"8.398"
"IS";"69.377"
"IL";"50.505"
"IT";"33.556"
"JM";"62.453"
"JO";"11.983"
"JP";"50.254"
"KZ";"65.359"
"KE";"70.114"
"KG";"55.138"
"KH";"77.291"
"KR";"47.671"
"KW";"42.257"
"LA";"79.961"
"LB";"19.651"
"LR";"51.797"
"LY";"21.961"
"LC";"49.713"
"LK";"38.531"
"LS";"68.882"
"LT";"53.923"
"LU";"37.706"
"LV";"52.434"
"MO";"47.289"
"MA";"24.241"
"MD";"49.811"
"MG";"84.112"
"MV";"26.475"
"MX";"36.374"
"MK";"42.803"
"ML";"35.383"
"MT";"28.472"
"MM";"60.545"
"ME";"43.941"
"MN";"53.338"
"MZ";"86.803"
"MR";"29.945"
"MU";"38.924"
"MW";"75.867"
"MY";"45.003"
"NA";"49.542"
"NC";"60.789"
"NE";"67.975"
"NG";"47.363"
"NI";"34.288"
"NL";"46.690"
"NO";"55.582"
"NP";"81.421"
"NZ";"54.410"
"OM";"21.105"
"PK";"14.571"
"PA";"41.415"
"PE";"46.824"
"PH";"47.103"
"PG";"69.365"
"PL";"52.423"
"PR";"33.432"
"KP";"77.505"
"PT";"49.531"
"PY";"53.087"
"PS";"10.225"
"PF";"48.278"
"QA";"40.954"
"RO";"62.044"
"RU";"55.058"
"RW";"86.212"
"SA";"14.698"
"SD";"26.727"
"SN";"33.350"
"SG";"50.189"
"SB";"61.664"
"SL";"63.669"
"SV";"44.479"
"SO";"20.121"
"RS";"47.977"
"SS";"70.916"
"ST";"36.062"
"SR";"33.038"
"SK";"51.445"
"SI";"51.684"
"SE";"58.623"
"SZ";"37.498"
"SY";"23.057"
"TG";"80.582"
"TH";"65.622"
"TJ";"45.941"
"TM";"50.995"
"TL";"42.655"
"TO";"45.388"
"TT";"44.045"
"TN";"22.665"
"TR";"31.070"
"TW";"45.290"
"TZ";"81.917"
"UG";"63.022"
"UA";"53.892"
"UY";"48.198"
"US";"57.556"
"UZ";"50.823"
"VC";"46.729"
"VE";"44.107"
"VI";"59.455"
"VN";"73.133"
"VU";"61.224"
"WS";"25.569"
"YE";"16.848"
"ZA";"42.854"
"ZM";"73.560"
"ZW";"67.603"
