;indicadoressociais_17
"AF"; "" 
"AX"; "" 
"AL"; "88.87316" 
"DZ"; "" 
"AS"; "" 
"AD"; "" 
"AO"; "" 
"AI"; "" 
"AG"; "" 
"AR"; "100.22738" 
"AM"; "" 
"AW"; "" 
"AU"; "" 
"AT"; "93.80441" 
"AZ"; "" 
"BS"; "" 
"BH"; "78.37881" 
"BD"; "" 
"BB"; "" 
"BY"; "99.77866" 
"BE"; "116.55394" 
"BZ"; "76.52549" 
"BJ"; "75.69158" 
"BM"; "65.66257" 
"BT"; "66.21754" 
"BO"; "" 
"BA"; "" 
"BW"; "" 
"BR"; "90.5401" 
"VG"; "" 
"BN"; "81.64735" 
"BG"; "87.53404" 
"BF"; "46.63839" 
"BI"; "66.53818" 
"KH"; "" 
"CM"; "" 
"CA"; "91.99331" 
"CV"; "73.72172" 
"KY"; "" 
"CF"; "" 
"TD"; "" 
"CL"; "93.87911" 
"CN"; "75.27806" 
"HK"; "" 
"MO"; "78.34293" 
"CO"; "89.35289" 
"KM"; "65.51006" 
"CG"; "" 
"CK"; "" 
"CR"; "92.09324" 
"CI"; "" 
"HR"; "88.45832" 
"CU"; "81.72635" 
"CW"; "107.86805" 
"CY"; "80.20066" 
"CZ"; "92.36956" 
"KP"; "" 
"CD"; "61.94096" 
"DK"; "105.15855" 
"DJ"; "" 
"DM"; "" 
"DO"; "" 
"EC"; "88.87515" 
"EG"; "75.28299" 
"SV"; "74.71879" 
"GQ"; "" 
"ER"; "" 
"EE"; "97.15273" 
"ET"; "" 
"FK"; "" 
"FJ"; "" 
"FI"; "115.1603" 
"FR"; "91.26027" 
"GF"; "" 
"PF"; "" 
"GA"; "" 
"GM"; "" 
"GE"; "77.90515" 
"DE"; "94.26877" 
"GH"; "69.55933" 
"GI"; "" 
"GR"; "102.8017" 
"GL"; "" 
"GD"; "" 
"GP"; "" 
"GU"; "" 
"GT"; "68.02781" 
"GG"; "" 
"GN"; "" 
"GW"; "" 
"GY"; "" 
"HT"; "" 
"VA"; "" 
"HN"; "63.99002" 
"HU"; "91.6211" 
"IS"; "101.76915" 
"IN"; "69.05023" 
"ID"; "76.35613" 
"IR"; "85.93762" 
"IQ"; "" 
"IE"; "" 
"IM"; "" 
"IL"; "93.935" 
"IT"; "91.202" 
"JM"; "" 
"JP"; "89.01303" 
"JE"; "" 
"JO"; "" 
"KZ"; "90.16324" 
"KE"; "" 
"KI"; "" 
"KW"; "80.29534" 
"KG"; "79.46885" 
"LA"; "63.38754" 
"LV"; "93.90027" 
"LB"; "70.17511" 
"LS"; "63.24084" 
"LR"; "" 
"LY"; "" 
"LI"; "" 
"LT"; "97.31808" 
"LU"; "" 
"MG"; "" 
"MW"; "" 
"MY"; "74.85593" 
"MV"; "" 
"ML"; "48.62523" 
"MT"; "81.77214" 
"MH"; "" 
"MQ"; "" 
"MR"; "49.21827" 
"MU"; "81.02365" 
"YT"; "" 
"MX"; "77.84713" 
"FM"; "" 
"MC"; "" 
"MN"; "" 
"ME"; "" 
"MS"; "" 
"MA"; "" 
"MZ"; "62.07622" 
"MM"; "" 
"NA"; "" 
"NR"; "" 
"NP"; "75.22756" 
"NL"; "" 
"NC"; "" 
"NZ"; "102.69302" 
"NI"; "" 
"NE"; "" 
"NG"; "" 
"NU"; "" 
"NF"; "" 
"MP"; "" 
"NO"; "98.18004" 
"OM"; "77.14745" 
"PK"; "46.80771" 
"PW"; "99.07758" 
"PS"; "75.8923" 
"PA"; "" 
"PG"; "" 
"PY"; "" 
"PE"; "" 
"PH"; "" 
"PN"; "" 
"PL"; "96.6577" 
"PT"; "100.08334" 
"PR"; "84.56113" 
"QA"; "53.65347" 
"KR"; "97.17523" 
"MD"; "70.70742" 
"RE"; "" 
"RO"; "" 
"RU"; "91.27042" 
"RW"; "73.90245" 
"SH"; "" 
"KN"; "" 
"LC"; "" 
"PM"; "" 
"VC"; "" 
"WS"; "" 
"SM"; "" 
"ST"; "" 
"SA"; "96.00854" 
"SN"; "52.64092" 
"RS"; "83.54715" 
"SC"; "77.10595" 
"SL"; "" 
"SG"; "" 
"SX"; "" 
"SK"; "81.78332" 
"SI"; "98.99355" 
"SB"; "" 
"SO"; "" 
"ZA"; "" 
"SS"; "" 
"ES"; "108.20522" 
"LK"; "78.81827" 
"SD"; "49.27092" 
"SR"; "" 
"SJ"; "" 
"SE"; "104.06878" 
"CH"; "87.51584" 
"SY"; "53.05677" 
"TJ"; "70.03774" 
"TH"; "76.9744" 
"MK"; "69.57322" 
"TL"; "" 
"TG"; "" 
"TK"; "" 
"TO"; "" 
"TT"; "" 
"TN"; "79.40567" 
"TR"; "96.18864" 
"TM"; "" 
"TC"; "" 
"TV"; "" 
"UG"; "" 
"UA"; "93.97132" 
"AE"; "" 
"GB"; "98.83086" 
"TZ"; "51.52972" 
"US"; "96.59934" 
"VI"; "" 
"UY"; "94.39136" 
"UZ"; "65.41969" 
"VU"; "" 
"VE"; "" 
"VN"; "" 
"WF"; "" 
"EH"; "" 
"YE"; "" 
"ZM"; "" 
"ZW"; "58.88819" 
"AQ";""
"BQ";""
"BV";""
"IO";""
"CX";""
"CC";""
"FO";""
"TF";""
"HM";""
"BL";""
"MF";""
"GS";""
"SZ";""
"TW";""
"UM";""
