;indicadoressociais_17
"AF"; "66.71628" 
"AX"; "" 
"AL"; "90.95616" 
"DZ"; "" 
"AS"; "" 
"AD"; "" 
"AO"; "" 
"AI"; "" 
"AG"; "" 
"AR"; "101.04237" 
"AM"; "" 
"AW"; "" 
"AU"; "" 
"AT"; "94.12148" 
"AZ"; "" 
"BS"; "" 
"BH"; "80.69948" 
"BD"; "" 
"BB"; "" 
"BY"; "99.03268" 
"BE"; "117.43844" 
"BZ"; "75.80787" 
"BJ"; "76.06933" 
"BM"; "64.77922" 
"BT"; "" 
"BO"; "" 
"BA"; "" 
"BW"; "" 
"BR"; "91.27393" 
"VG"; "" 
"BN"; "81.60326" 
"BG"; "90.09364" 
"BF"; "47.88427" 
"BI"; "68.64974" 
"KH"; "" 
"CM"; "72.20312" 
"CA"; "92.37213" 
"CV"; "72.49423" 
"KY"; "" 
"CF"; "" 
"TD"; "51.52169" 
"CL"; "94.8491" 
"CN"; "77.19818" 
"HK"; "" 
"MO"; "82.41857" 
"CO"; "88.93096" 
"KM"; "65.29202" 
"CG"; "" 
"CK"; "" 
"CR"; "94.44157" 
"CI"; "51.59193" 
"HR"; "89.00059" 
"CU"; "81.90463" 
"CW"; "" 
"CY"; "82.8592" 
"CZ"; "93.1318" 
"KP"; "" 
"CD"; "" 
"DK"; "104.84075" 
"DJ"; "" 
"DM"; "" 
"DO"; "77.91728" 
"EC"; "" 
"EG"; "75.68325" 
"SV"; "72.83256" 
"GQ"; "" 
"ER"; "35.60444" 
"EE"; "97.09401" 
"ET"; "" 
"FK"; "" 
"FJ"; "" 
"FI"; "114.80426" 
"FR"; "91.78753" 
"GF"; "" 
"PF"; "" 
"GA"; "" 
"GM"; "" 
"GE"; "80.87196" 
"DE"; "94.90612" 
"GH"; "67.92571" 
"GI"; "" 
"GR"; "102.82068" 
"GL"; "" 
"GD"; "" 
"GP"; "" 
"GU"; "" 
"GT"; "65.7162" 
"GG"; "" 
"GN"; "54.94884" 
"GW"; "" 
"GY"; "" 
"HT"; "" 
"VA"; "" 
"HN"; "58.77514" 
"HU"; "89.82559" 
"IS"; "101.93135" 
"IN"; "70.83531" 
"ID"; "76.09864" 
"IR"; "87.19202" 
"IQ"; "" 
"IE"; "103.89861" 
"IM"; "" 
"IL"; "94.01186" 
"IT"; "91.25212" 
"JM"; "" 
"JP"; "89.0363" 
"JE"; "" 
"JO"; "" 
"KZ"; "91.04555" 
"KE"; "" 
"KI"; "" 
"KW"; "" 
"KG"; "80.78078" 
"LA"; "65.27811" 
"LV"; "94.71243" 
"LB"; "65.72998" 
"LS"; "62.89941" 
"LR"; "" 
"LY"; "" 
"LI"; "87.5" 
"LT"; "96.15957" 
"LU"; "" 
"MG"; "66.06706" 
"MW"; "" 
"MY"; "75.61711" 
"MV"; "" 
"ML"; "49.82867" 
"MT"; "82.89718" 
"MH"; "" 
"MQ"; "" 
"MR"; "" 
"MU"; "83.75773" 
"YT"; "" 
"MX"; "78.84736" 
"FM"; "" 
"MC"; "" 
"MN"; "" 
"ME"; "" 
"MS"; "" 
"MA"; "" 
"MZ"; "61.70397" 
"MM"; "" 
"NA"; "" 
"NR"; "" 
"NP"; "73.64522" 
"NL"; "" 
"NC"; "" 
"NZ"; "102.68466" 
"NI"; "" 
"NE"; "" 
"NG"; "" 
"NU"; "" 
"NF"; "" 
"MP"; "" 
"NO"; "98.16804" 
"OM"; "" 
"PK"; "48.9617" 
"PW"; "" 
"PS"; "75.42153" 
"PA"; "75.33744" 
"PG"; "" 
"PY"; "" 
"PE"; "" 
"PH"; "84.85172" 
"PN"; "" 
"PL"; "94.39134" 
"PT"; "98.31394" 
"PR"; "84.3913" 
"QA"; "56.27332" 
"KR"; "96.99327" 
"MD"; "70.61051" 
"RE"; "" 
"RO"; "" 
"RU"; "92.17067" 
"RW"; "72.337" 
"SH"; "" 
"KN"; "" 
"LC"; "" 
"PM"; "" 
"VC"; "" 
"WS"; "" 
"SM"; "" 
"ST"; "73.13859" 
"SA"; "99.74478" 
"SN"; "53.97332" 
"RS"; "84.10501" 
"SC"; "85.02535" 
"SL"; "" 
"SG"; "" 
"SX"; "" 
"SK"; "81.01035" 
"SI"; "97.84843" 
"SB"; "" 
"SO"; "" 
"ZA"; "78.19036" 
"SS"; "" 
"ES"; "108.24866" 
"LK"; "" 
"SD"; "49.45216" 
"SR"; "" 
"SJ"; "" 
"SE"; "105.05741" 
"CH"; "87.97657" 
"SY"; "" 
"TJ"; "" 
"TH"; "92.50438" 
"MK"; "69.5931" 
"TL"; "" 
"TG"; "" 
"TK"; "" 
"TO"; "" 
"TT"; "" 
"TN"; "79.61274" 
"TR"; "99.29144" 
"TM"; "61.22655" 
"TC"; "" 
"TV"; "" 
"UG"; "" 
"UA"; "94.75432" 
"AE"; "" 
"GB"; "99.88031" 
"TZ"; "" 
"US"; "96.89652" 
"VI"; "" 
"UY"; "94.68978" 
"UZ"; "65.4152" 
"VU"; "" 
"VE"; "" 
"VN"; "" 
"WF"; "" 
"EH"; "" 
"YE"; "" 
"ZM"; "" 
"ZW"; "" 
"AQ";""
"BQ";""
"BV";""
"IO";""
"CX";""
"CC";""
"FO";""
"TF";""
"HM";""
"BL";""
"MF";""
"GS";""
"SZ";""
"TW";""
"UM";""
