;indicadoressociais_17
"AF"; "" 
"AX"; "" 
"AL"; "84.47463" 
"DZ"; "" 
"AS"; "" 
"AD"; "" 
"AO"; "" 
"AI"; "" 
"AG"; "75.46238" 
"AR"; "100.40743" 
"AM"; "" 
"AW"; "86.39701" 
"AU"; "" 
"AT"; "95.99327" 
"AZ"; "" 
"BS"; "" 
"BH"; "76.98763" 
"BD"; "" 
"BB"; "" 
"BY"; "100.43152" 
"BE"; "115.34003" 
"BZ"; "77.02833" 
"BJ"; "" 
"BM"; "66.66209" 
"BT"; "66.99222" 
"BO"; "" 
"BA"; "" 
"BW"; "" 
"BR"; "87.79553" 
"VG"; "" 
"BN"; "81.46578" 
"BG"; "83.72728" 
"BF"; "44.94868" 
"BI"; "64.94646" 
"KH"; "" 
"CM"; "68.14998" 
"CA"; "91.50812" 
"CV"; "72.73777" 
"KY"; "" 
"CF"; "42.58855" 
"TD"; "" 
"CL"; "89.84203" 
"CN"; "72.50689" 
"HK"; "" 
"MO"; "74.94305" 
"CO"; "87.79921" 
"KM"; "" 
"CG"; "63.59678" 
"CK"; "94.22435" 
"CR"; "90.77856" 
"CI"; "" 
"HR"; "86.00231" 
"CU"; "86.10239" 
"CW"; "" 
"CY"; "78.51525" 
"CZ"; "87.62025" 
"KP"; "" 
"CD"; "61.78974" 
"DK"; "102.83515" 
"DJ"; "" 
"DM"; "" 
"DO"; "77.80007" 
"EC"; "88.33758" 
"EG"; "73.2623" 
"SV"; "74.77585" 
"GQ"; "" 
"ER"; "" 
"EE"; "96.55525" 
"ET"; "54.49792" 
"FK"; "" 
"FJ"; "" 
"FI"; "100.87113" 
"FR"; "91.20133" 
"GF"; "" 
"PF"; "" 
"GA"; "" 
"GM"; "" 
"GE"; "" 
"DE"; "" 
"GH"; "65.29877" 
"GI"; "" 
"GR"; "102.03928" 
"GL"; "" 
"GD"; "" 
"GP"; "" 
"GU"; "" 
"GT"; "" 
"GG"; "" 
"GN"; "52.92564" 
"GW"; "" 
"GY"; "72.60785" 
"HT"; "" 
"VA"; "" 
"HN"; "65.90549" 
"HU"; "89.12818" 
"IS"; "98.95763" 
"IN"; "69.08932" 
"ID"; "76.20871" 
"IR"; "86.77078" 
"IQ"; "" 
"IE"; "102.45988" 
"IM"; "" 
"IL"; "93.86738" 
"IT"; "91.02953" 
"JM"; "" 
"JP"; "88.93951" 
"JE"; "" 
"JO"; "" 
"KZ"; "89.63069" 
"KE"; "" 
"KI"; "" 
"KW"; "" 
"KG"; "76.88631" 
"LA"; "61.51494" 
"LV"; "89.9883" 
"LB"; "71.80507" 
"LS"; "65.46288" 
"LR"; "" 
"LY"; "" 
"LI"; "87.13385" 
"LT"; "98.29098" 
"LU"; "77.31284" 
"MG"; "66.09634" 
"MW"; "" 
"MY"; "74.38356" 
"MV"; "" 
"ML"; "" 
"MT"; "80.9016" 
"MH"; "" 
"MQ"; "" 
"MR"; "48.07818" 
"MU"; "81.55737" 
"YT"; "" 
"MX"; "77.15898" 
"FM"; "" 
"MC"; "" 
"MN"; "" 
"ME"; "" 
"MS"; "" 
"MA"; "68.79194" 
"MZ"; "59.31356" 
"MM"; "" 
"NA"; "" 
"NR"; "" 
"NP"; "" 
"NL"; "105.19986" 
"NC"; "" 
"NZ"; "104.31868" 
"NI"; "" 
"NE"; "36.20387" 
"NG"; "" 
"NU"; "" 
"NF"; "" 
"MP"; "" 
"NO"; "97.32958" 
"OM"; "" 
"PK"; "46.377" 
"PW"; "" 
"PS"; "77.07792" 
"PA"; "" 
"PG"; "" 
"PY"; "" 
"PE"; "" 
"PH"; "" 
"PN"; "" 
"PL"; "89.75609" 
"PT"; "96.92524" 
"PR"; "84.3886" 
"QA"; "56.63133" 
"KR"; "98.05796" 
"MD"; "70.05499" 
"RE"; "" 
"RO"; "82.41653" 
"RU"; "89.36823" 
"RW"; "73.15973" 
"SH"; "" 
"KN"; "" 
"LC"; "" 
"PM"; "" 
"VC"; "" 
"WS"; "" 
"SM"; "85.33497" 
"ST"; "67.76788" 
"SA"; "" 
"SN"; "52.33327" 
"RS"; "82.37077" 
"SC"; "76.64109" 
"SL"; "" 
"SG"; "" 
"SX"; "" 
"SK"; "81.75009" 
"SI"; "95.15097" 
"SB"; "" 
"SO"; "" 
"ZA"; "74.72629" 
"SS"; "" 
"ES"; "106.93683" 
"LK"; "77.77243" 
"SD"; "47.6384" 
"SR"; "" 
"SJ"; "" 
"SE"; "90.58726" 
"CH"; "86.80685" 
"SY"; "77.70728" 
"TJ"; "69.44678" 
"TH"; "78.03456" 
"MK"; "69.76069" 
"TL"; "" 
"TG"; "" 
"TK"; "" 
"TO"; "" 
"TT"; "" 
"TN"; "" 
"TR"; "84.81823" 
"TM"; "" 
"TC"; "" 
"TV"; "" 
"UG"; "" 
"UA"; "93.90788" 
"AE"; "" 
"GB"; "86.69134" 
"TZ"; "" 
"US"; "" 
"VI"; "" 
"UY"; "" 
"UZ"; "65.79931" 
"VU"; "" 
"VE"; "" 
"VN"; "" 
"WF"; "" 
"EH"; "" 
"YE"; "" 
"ZM"; "" 
"ZW"; "59.42456" 
"AQ";""
"BQ";""
"BV";""
"IO";""
"CX";""
"CC";""
"FO";""
"TF";""
"HM";""
"BL";""
"MF";""
"GS";""
"SZ";""
"TW";""
"UM";""
