,economia_20
"AF","54.242"
"AO","77.573"
"AL","55.885"
"AE","79.146"
"AR","59.724"
"AM","60.318"
"AU","64.718"
"AT","60.202"
"AZ","65.91"
"BI","78.906"
"BE","53.068"
"BJ","70.984"
"BF","66.32"
"BD","56.563"
"BG","53.413"
"BH","72.615"
"BS","75.864"
"BA","46.483"
"BY","63.707"
"BZ","67.364"
"BO","67.48"
"BR","63.506"
"BB","65.499"
"BN","66.98"
"BT","67.018"
"BW","72.145"
"CF","71.468"
"CA","64.996"
"TD","71.128"
"CH","68.271"
"CL","62.451"
"CN","68.425"
"CI","57.279"
"CM","76.226"
"CD","72.417"
"CG","69.589"
"CO","70.457"
"KM","43.224"
"CV","60.677"
"CR","59.648"
"CU","54.226"
"CY","62.666"
"CZ","59.701"
"DE","60.448"
"DJ","59.053"
"DK","63.003"
"DO","66.688"
"DZ","41.406"
"EC","67.983"
"EG","48.107"
"ER","81.324"
"EH","55.793"
"ES","57.475"
"EE","62.492"
"ET","82.598"
"FI","58.094"
"FJ","58.099"
"FR","55.028"
"GA","51.633"
"GB","62.34"
"GE","67.734"
"GH","77.124"
"GN","64.206"
"GM","59.347"
"GW","71.696"
"GQ","59.181"
"GR","52.562"
"GT","62.05"
"GU","64.778"
"GY","57.777"
"HK","60.107"
"HN","68.072"
"HR","51.126"
"HT","68.387"
"HU","55.388"
"ID","66.183"
"IN","53.648"
"IE","59.591"
"IR","43.899"
"IQ","46.671"
"IS","76.859"
"IL","64.078"
"IT","48.385"
"JM","67.432"
"JO","39.017"
"JP","60.003"
"KZ","70.884"
"KE","65.367"
"KG","61.61"
"KH","84.893"
"KR","62.618"
"KW","68.607"
"LA","78.383"
"LB","47.241"
"LR","55.626"
"LY","52.466"
"LC","68.463"
"LK","53.309"
"LS","66.593"
"LT","60.543"
"LU","57.82"
"LV","60.412"
"MO","70.765"
"MA","48.873"
"MD","42.068"
"MG","86.625"
"MV","66.282"
"MX","61.342"
"MK","54.923"
"ML","71.79"
"MT","54.311"
"MM","64.845"
"ME","48.194"
"MN","59.309"
"MZ","78.649"
"MR","49.418"
"MU","58.397"
"MW","77.134"
"MY","64.686"
"NA","62.131"
"NC","62.605"
"NE","78.885"
"NG","55.133"
"NI","66.732"
"NL","63.334"
"NO","64.122"
"NP","84.144"
"NZ","69.113"
"OM","70.639"
"PK","54.511"
"PA","66.939"
"PE","77.006"
"PH","62.387"
"PG","69.855"
"PL","56.283"
"PR","41.523"
"KP","80.448"
"PT","57.843"
"PY","70.513"
"PS","46.188"
"PF","54.563"
"QA","86.846"
"RO","52.86"
"RU","63.155"
"RW","86.084"
"SA","56.399"
"SD","46.395"
"SN","57.403"
"SG","68.256"
"SB","71.43"
"SL","57.771"
"SV","61.716"
"SO","46.155"
"RS","53.143"
"SS","72.359"
"ST","58.048"
"SR","53.428"
"SK","59.514"
"SI","55.818"
"SE","64.082"
"SZ","54.521"
"SY","40.662"
"TG","77.435"
"TH","68.358"
"TJ","59.317"
"TM","65.364"
"TL","38.576"
"TO","59.475"
"TT","61.81"
"TN","46.705"
"TR","51.451"
"TW","57.894"
"TZ","83.332"
"UG","70.755"
"UA","53.932"
"UY","64.992"
"US","61.621"
"UZ","65.724"
"VC","69.523"
"VE","63.608"
"VI","60.381"
"VN","78.154"
"VU","70.564"
"WS","31.429"
"YE","37.866"
"ZA","54.736"
"ZM","74.764"
"ZW","83.84"
