,economia_20
"AF","54.265"
"AO","77.397"
"AL","55.325"
"AE","77.616"
"AR","59.362"
"AM","60.419"
"AU","64.393"
"AT","59.576"
"AZ","65.033"
"BI","78.661"
"BE","52.628"
"BJ","71.279"
"BF","65.787"
"BD","56.733"
"BG","53.124"
"BH","72.884"
"BS","75.612"
"BA","45.982"
"BY","62.537"
"BZ","68.273"
"BO","67.707"
"BR","62.95"
"BB","64.197"
"BN","66.639"
"BT","67.4"
"BW","72.74"
"CF","71.594"
"CA","64.268"
"TD","71.134"
"CH","67.639"
"CL","62.777"
"CN","66.756"
"CI","57.24"
"CM","76.216"
"CD","72.381"
"CG","69.272"
"CO","70.688"
"KM","43.546"
"CV","61.382"
"CR","59.748"
"CU","53.575"
"CY","62.219"
"CZ","58.876"
"DE","60.18"
"DJ","59.256"
"DK","62.547"
"DO","66.499"
"DZ","40.865"
"EC","67.097"
"EG","48.383"
"ER","81.214"
"EH","55.693"
"ES","56.259"
"EE","61.487"
"ET","83.055"
"FI","57.575"
"FJ","57.48"
"FR","54.513"
"GA","51.917"
"GB","62.133"
"GE","67.596"
"GH","77.598"
"GN","64.184"
"GM","59.609"
"GW","71.813"
"GQ","59.244"
"GR","51.424"
"GT","62.235"
"GU","64.158"
"GY","57.959"
"HK","58.861"
"HN","68.014"
"HR","50.45"
"HT","69.108"
"HU","54.989"
"ID","65.892"
"IN","53.228"
"IE","58.396"
"IR","42.787"
"IQ","47.206"
"IS","75.412"
"IL","63.927"
"IT","47.577"
"JM","67.797"
"JO","38.696"
"JP","59.467"
"KZ","69.661"
"KE","65.222"
"KG","60.945"
"KH","85.457"
"KR","62.321"
"KW","67.267"
"LA","78.516"
"LB","47.338"
"LR","55.569"
"LY","52.253"
"LC","68.641"
"LK","52.582"
"LS","66.95"
"LT","60.096"
"LU","57.61"
"LV","59.359"
"MO","70.018"
"MA","48.395"
"MD","40.773"
"MG","87.068"
"MV","67.154"
"MX","61.406"
"MK","54.731"
"ML","72.655"
"MT","53.811"
"MM","64.267"
"ME","47.468"
"MN","58.573"
"MZ","78.386"
"MR","49.397"
"MU","57.699"
"MW","77.482"
"MY","65.049"
"NA","63.315"
"NC","62.068"
"NE","78.88"
"NG","55.063"
"NI","66.945"
"NL","62.751"
"NO","63.698"
"NP","84.089"
"NZ","68.669"
"OM","71.064"
"PK","54.541"
"PA","66.929"
"PE","78.004"
"PH","62.535"
"PG","69.712"
"PL","55.198"
"PR","41.169"
"KP","80.142"
"PT","56.743"
"PY","70.761"
"PS","46.904"
"PF","53.754"
"QA","86.689"
"RO","51.788"
"RU","61.933"
"RW","85.834"
"SA","56.466"
"SD","46.19"
"SN","57.912"
"SG","67.52"
"SB","71.293"
"SL","57.36"
"SV","62.576"
"SO","46.298"
"RS","52.176"
"SS","72.402"
"ST","57.871"
"SR","53.226"
"SK","58.508"
"SI","54.336"
"SE","64.087"
"SZ","54.993"
"SY","39.898"
"TG","77.001"
"TH","67.611"
"TJ","59.108"
"TM","64.981"
"TL","38.017"
"TO","59.446"
"TT","60.791"
"TN","45.931"
"TR","50.839"
"TW","56.936"
"TZ","83.371"
"UG","71.025"
"UA","52.839"
"UY","65.389"
"US","60.798"
"UZ","65.505"
"VC","69.145"
"VE","63.477"
"VI","59.546"
"VN","77.631"
"VU","70.515"
"WS","31"
"YE","37.628"
"ZA","54.691"
"ZM","74.737"
"ZW","84.506"
