,economia_20
"AF","54.441"
"AO","77.297"
"AL","53.494"
"AE","73.642"
"AR","58.69"
"AM","59.67"
"AU","63.702"
"AT","57.628"
"AZ","62.082"
"BI","77.314"
"BE","51.254"
"BJ","71.884"
"BF","64.752"
"BD","56.854"
"BG","52.203"
"BH","70.942"
"BS","73.633"
"BA","44.364"
"BY","59.856"
"BZ","69.702"
"BO","68.309"
"BR","61.489"
"BB","61.773"
"BN","65.478"
"BT","67.363"
"BW","73.167"
"CF","72.554"
"CA","62.758"
"TD","71.324"
"CH","65.603"
"CL","63.084"
"CN","63.081"
"CI","57.235"
"CM","76.155"
"CD","72.385"
"CG","68.793"
"CO","71.068"
"KM","43.918"
"CV","62.006"
"CR","59.195"
"CU","50.857"
"CY","60.99"
"CZ","57.171"
"DE","58.679"
"DJ","59.396"
"DK","61.342"
"DO","66.182"
"DZ","38.443"
"EC","65.104"
"EG","48.402"
"ER","81.216"
"EH","55.138"
"ES","53.608"
"EE","59.626"
"ET","83.976"
"FI","56.804"
"FJ","56.197"
"FR","53.721"
"GA","51.185"
"GB","61.136"
"GE","65.883"
"GH","78.167"
"GN","64.277"
"GM","60.227"
"GW","71.781"
"GQ","58.543"
"GR","48.751"
"GT","62.688"
"GU","62.839"
"GY","57.873"
"HK","55.091"
"HN","67.98"
"HR","48.89"
"HT","70.369"
"HU","54.563"
"ID","65.19"
"IN","52.503"
"IE","56.494"
"IR","39.512"
"IQ","47.953"
"IS","72.471"
"IL","63.785"
"IT","45.613"
"JM","67.647"
"JO","37.711"
"JP","58.625"
"KZ","65.144"
"KE","65.215"
"KG","57.885"
"KH","85.976"
"KR","60.703"
"KW","64.06"
"LA","78.274"
"LB","46.559"
"LR","55.866"
"LY","51.163"
"LC","67.884"
"LK","51.531"
"LS","67.051"
"LT","57.491"
"LU","56.965"
"LV","56.858"
"MO","66.392"
"MA","47.147"
"MD","37.737"
"MG","87.899"
"MV","67.052"
"MX","61.26"
"MK","53.906"
"ML","74.548"
"MT","52.786"
"MM","63.448"
"ME","46.195"
"MN","54.822"
"MZ","77.95"
"MR","49.202"
"MU","56.837"
"MW","78.1"
"MY","64.986"
"NA","64.658"
"NC","60.267"
"NE","79.051"
"NG","54.983"
"NI","67.082"
"NL","61.465"
"NO","62.621"
"NP","84.38"
"NZ","67.465"
"OM","67.491"
"PK","54.05"
"PA","66.73"
"PE","79.704"
"PH","62.566"
"PG","69.574"
"PL","53.028"
"PR","40.33"
"KP","78.917"
"PT","54.566"
"PY","71.069"
"PS","47.561"
"PF","51.796"
"QA","84.898"
"RO","49.673"
"RU","59.594"
"RW","85.378"
"SA","53.48"
"SD","46.05"
"SN","58.65"
"SG","65.757"
"SB","71.09"
"SL","56.862"
"SV","63.86"
"SO","46.605"
"RS","50.613"
"SS","72.423"
"ST","57.973"
"SR","52.352"
"SK","56.365"
"SI","51.17"
"SE","63.8"
"SZ","55.271"
"SY","39.937"
"TG","76.159"
"TH","65.633"
"TJ","57.724"
"TM","63.479"
"TL","37.246"
"TO","59.812"
"TT","58.885"
"TN","43.636"
"TR","49.174"
"TW","54.489"
"TZ","83.482"
"UG","71.671"
"UA","50.218"
"UY","65.942"
"US","59.401"
"UZ","63.963"
"VC","67.733"
"VE","63.113"
"VI","57.796"
"VN","75.692"
"VU","70.124"
"WS","30.273"
"YE","36.843"
"ZA","54.142"
"ZM","74.889"
"ZW","85.557"
