,economia_20
"AF","54.319"
"AO","77.262"
"AL","54.665"
"AE","75.646"
"AR","59.04"
"AM","59.997"
"AU","64.005"
"AT","58.655"
"AZ","63.759"
"BI","77.997"
"BE","51.912"
"BJ","71.571"
"BF","65.24"
"BD","56.861"
"BG","52.583"
"BH","72.018"
"BS","74.682"
"BA","45.215"
"BY","61.116"
"BZ","69.151"
"BO","67.996"
"BR","62.305"
"BB","62.934"
"BN","66.27"
"BT","67.373"
"BW","73.082"
"CF","72.023"
"CA","63.434"
"TD","71.204"
"CH","66.715"
"CL","62.955"
"CN","64.984"
"CI","57.261"
"CM","76.163"
"CD","72.349"
"CG","68.955"
"CO","70.915"
"KM","43.773"
"CV","61.861"
"CR","59.511"
"CU","52.477"
"CY","61.584"
"CZ","57.876"
"DE","59.585"
"DJ","59.458"
"DK","61.959"
"DO","66.337"
"DZ","39.737"
"EC","66.114"
"EG","48.59"
"ER","81.135"
"EH","55.504"
"ES","54.847"
"EE","60.326"
"ET","83.548"
"FI","57.096"
"FJ","56.713"
"FR","54.072"
"GA","51.747"
"GB","61.64"
"GE","66.827"
"GH","77.934"
"GN","64.205"
"GM","59.901"
"GW","71.818"
"GQ","58.663"
"GR","50.055"
"GT","62.52"
"GU","63.548"
"GY","58.044"
"HK","56.947"
"HN","67.996"
"HR","49.625"
"HT","69.743"
"HU","54.719"
"ID","65.617"
"IN","52.828"
"IE","57.331"
"IR","41.232"
"IQ","47.642"
"IS","73.894"
"IL","63.872"
"IT","46.622"
"JM","67.792"
"JO","38.253"
"JP","59.066"
"KZ","67.353"
"KE","65.101"
"KG","59.557"
"KH","85.722"
"KR","61.612"
"KW","65.517"
"LA","78.403"
"LB","47.247"
"LR","55.654"
"LY","51.797"
"LC","68.5"
"LK","51.928"
"LS","67.157"
"LT","58.963"
"LU","57.338"
"LV","57.924"
"MO","68.398"
"MA","47.817"
"MD","39.292"
"MG","87.499"
"MV","67.304"
"MX","61.407"
"MK","54.427"
"ML","73.553"
"MT","53.223"
"MM","63.863"
"ME","46.776"
"MN","56.985"
"MZ","78.159"
"MR","49.327"
"MU","57.256"
"MW","77.732"
"MY","65.153"
"NA","64.223"
"NC","61.294"
"NE","78.935"
"NG","55.002"
"NI","67.024"
"NL","62.13"
"NO","63.122"
"NP","84.207"
"NZ","68.041"
"OM","69.356"
"PK","54.331"
"PA","66.857"
"PE","78.91"
"PH","62.578"
"PG","69.619"
"PL","53.945"
"PR","40.752"
"KP","79.523"
"PT","55.656"
"PY","70.904"
"PS","47.313"
"PF","52.863"
"QA","85.855"
"RO","50.781"
"RU","60.736"
"RW","85.573"
"SA","55.054"
"SD","46.086"
"SN","58.314"
"SG","66.647"
"SB","71.146"
"SL","57.008"
"SV","63.285"
"SO","46.43"
"RS","51.401"
"SS","72.404"
"ST","57.887"
"SR","52.743"
"SK","57.324"
"SI","52.707"
"SE","63.916"
"SZ","55.155"
"SY","40.062"
"TG","76.554"
"TH","66.671"
"TJ","58.426"
"TM","64.473"
"TL","37.541"
"TO","59.463"
"TT","59.714"
"TN","44.892"
"TR","50.064"
"TW","55.939"
"TZ","83.422"
"UG","71.329"
"UA","51.422"
"UY","65.68"
"US","59.998"
"UZ","64.737"
"VC","68.42"
"VE","63.3"
"VI","58.555"
"VN","76.701"
"VU","70.227"
"WS","30.485"
"YE","37.28"
"ZA","54.496"
"ZM","74.816"
"ZW","85.053"
