,economia_20
"AF","52.311"
"AO","77.691"
"AL","55.922"
"AE","79.307"
"AR","61.594"
"AM","56.26"
"AU","65.336"
"AT","59.381"
"AZ","63.743"
"BI","80.318"
"BE","53.574"
"BJ","71.617"
"BF","72.696"
"BD","57.355"
"BG","53.794"
"BH","69.721"
"BS","75.662"
"BA","48.572"
"BY","61.629"
"BZ","65.325"
"BO","71.709"
"BR","66.818"
"BB","69.074"
"BN","67.257"
"BT","71.479"
"BW","63.407"
"CF","71.448"
"CA","67.047"
"TD","72.279"
"CH","67.708"
"CL","57.504"
"CN","72.301"
"CI","62.211"
"CM","75.866"
"CD","72.368"
"CG","69.039"
"CO","66.795"
"KM","41.828"
"CV","59.122"
"CR","62.962"
"CU","54.259"
"CY","63.554"
"CZ","58.857"
"DE","59.193"
"DJ","59.785"
"DK","65.85"
"DO","65.266"
"DZ","42.29"
"EC","69.379"
"EG","48.096"
"ER","79.761"
"EH","55.124"
"ES","58.103"
"EE","60.673"
"ET","84.26"
"FI","61.305"
"FJ","55.073"
"FR","56.143"
"GA","48.015"
"GB","61.923"
"GE","63.433"
"GH","75.676"
"GN","64.955"
"GM","58.813"
"GW","71.322"
"GQ","57.743"
"GR","53.822"
"GT","65.711"
"GU","67.476"
"GY","56.203"
"HK","60.838"
"HN","62.417"
"HR","53.106"
"HT","65.055"
"HU","50.357"
"ID","67.532"
"IN","58.414"
"IE","63.901"
"IR","45.42"
"IQ","45.568"
"IS","76.72"
"IL","62.698"
"IT","48.639"
"JM","66.143"
"JO","42.049"
"JP","60.703"
"KZ","69.976"
"KE","65.277"
"KG","65.132"
"KH","83.325"
"KR","61.915"
"KW","68.416"
"LA","78.435"
"LB","46.574"
"LR","56.242"
"LY","52.988"
"LC","66.947"
"LK","56.12"
"LS","69.24"
"LT","55.577"
"LU","54.963"
"LV","60.202"
"MO","68.724"
"MA","50.215"
"MD","45.721"
"MG","87.782"
"MV","65.648"
"MX","61.925"
"MK","54.448"
"ML","58.314"
"MT","49.26"
"MM","68.627"
"ME","50.252"
"MN","59.006"
"MZ","84.138"
"MR","50.248"
"MU","57.753"
"MW","77.18"
"MY","60.722"
"NA","58.311"
"NC","64.565"
"NE","79.116"
"NG","54.814"
"NI","63.104"
"NL","65.559"
"NO","66.385"
"NP","83.425"
"NZ","67.976"
"OM","57.48"
"PK","53.296"
"PA","64.209"
"PE","77.841"
"PH","62.119"
"PG","72.251"
"PL","54.026"
"PR","46.951"
"KP","81.094"
"PT","62.272"
"PY","70.514"
"PS","42.068"
"PF","56.313"
"QA","82.118"
"RO","54.235"
"RU","62.576"
"RW","86.223"
"SA","50.445"
"SD","48.409"
"SN","52.253"
"SG","65.404"
"SB","72.497"
"SL","63.493"
"SV","61.857"
"SO","46.344"
"RS","54.393"
"SS","73.686"
"ST","56.457"
"SR","52.577"
"SK","58.755"
"SI","59.761"
"SE","63.634"
"SZ","52.409"
"SY","44.556"
"TG","80.257"
"TH","73.141"
"TJ","58.625"
"TM","63.692"
"TL","45.702"
"TO","60.383"
"TT","64.362"
"TN","46.61"
"TR","45.082"
"TW","58.363"
"TZ","83.146"
"UG","70.582"
"UA","54.86"
"UY","64.359"
"US","64.991"
"UZ","63.494"
"VC","68.582"
"VE","64.965"
"VI","64.544"
"VN","76.649"
"VU","70.036"
"WS","32.442"
"YE","41.001"
"ZA","54.302"
"ZM","78.406"
"ZW","82.479"
