,economia_20
"AF","54.392"
"AO","77.266"
"AL","53.945"
"AE","74.416"
"AR","58.809"
"AM","59.755"
"AU","63.787"
"AT","57.971"
"AZ","62.684"
"BI","77.536"
"BE","51.458"
"BJ","71.777"
"BF","64.906"
"BD","56.872"
"BG","52.305"
"BH","71.382"
"BS","73.985"
"BA","44.653"
"BY","60.251"
"BZ","69.559"
"BO","68.201"
"BR","61.778"
"BB","62.134"
"BN","65.791"
"BT","67.357"
"BW","73.165"
"CF","72.371"
"CA","62.956"
"TD","71.279"
"CH","65.986"
"CL","63.042"
"CN","63.719"
"CI","57.252"
"CM","76.152"
"CD","72.364"
"CG","68.828"
"CO","71.022"
"KM","43.878"
"CV","61.992"
"CR","59.299"
"CU","51.45"
"CY","61.182"
"CZ","57.361"
"DE","59.011"
"DJ","59.45"
"DK","61.544"
"DO","66.227"
"DZ","38.88"
"EC","65.44"
"EG","48.507"
"ER","81.17"
"EH","55.285"
"ES","53.986"
"EE","59.789"
"ET","83.842"
"FI","56.875"
"FJ","56.329"
"FR","53.82"
"GA","51.41"
"GB","61.296"
"GE","66.204"
"GH","78.099"
"GN","64.247"
"GM","60.116"
"GW","71.796"
"GQ","58.61"
"GR","49.171"
"GT","62.647"
"GU","63.084"
"GY","57.956"
"HK","55.678"
"HN","67.984"
"HR","49.118"
"HT","70.156"
"HU","54.607"
"ID","65.351"
"IN","52.602"
"IE","56.743"
"IR","40.094"
"IQ","47.862"
"IS","72.926"
"IL","63.817"
"IT","45.947"
"JM","67.692"
"JO","37.9"
"JP","58.774"
"KZ","65.844"
"KE","65.149"
"KG","58.457"
"KH","85.885"
"KR","61.024"
"KW","64.566"
"LA","78.311"
"LB","46.864"
"LR","55.783"
"LY","51.389"
"LC","68.133"
"LK","51.624"
"LS","67.126"
"LT","58.014"
"LU","57.116"
"LV","57.141"
"MO","67.096"
"MA","47.374"
"MD","38.266"
"MG","87.769"
"MV","67.183"
"MX","61.324"
"MK","54.103"
"ML","74.206"
"MT","52.909"
"MM","63.588"
"ME","46.374"
"MN","55.593"
"MZ","78.019"
"MR","49.251"
"MU","56.975"
"MW","77.965"
"MY","65.072"
"NA","64.567"
"NC","60.637"
"NE","79.006"
"NG","54.983"
"NI","67.06"
"NL","61.685"
"NO","62.775"
"NP","84.317"
"NZ","67.641"
"OM","68.179"
"PK","54.148"
"PA","66.776"
"PE","79.45"
"PH","62.575"
"PG","69.584"
"PL","53.285"
"PR","40.463"
"KP","79.113"
"PT","54.925"
"PY","71.007"
"PS","47.492"
"PF","52.158"
"QA","85.339"
"RO","50.058"
"RU","59.968"
"RW","85.433"
"SA","54.024"
"SD","46.055"
"SN","58.543"
"SG","66.047"
"SB","71.096"
"SL","56.886"
"SV","63.679"
"SO","46.542"
"RS","50.881"
"SS","72.415"
"ST","57.931"
"SR","52.461"
"SK","56.65"
"SI","51.663"
"SE","63.823"
"SZ","55.233"
"SY","40.015"
"TG","76.284"
"TH","65.985"
"TJ","57.947"
"TM","63.864"
"TL","37.311"
"TO","59.646"
"TT","59.12"
"TN","44.073"
"TR","49.482"
"TW","55.025"
"TZ","83.46"
"UG","71.554"
"UA","50.587"
"UY","65.852"
"US","59.573"
"UZ","64.209"
"VC","67.941"
"VE","63.172"
"VI","58.003"
"VN","76.025"
"VU","70.141"
"WS","30.297"
"YE","36.998"
"ZA","54.281"
"ZM","74.867"
"ZW","85.392"
