,economia_20
"AF","52.671"
"AO","77.67"
"AL","56.863"
"AE","78.571"
"AR","62.336"
"AM","56.022"
"AU","64.888"
"AT","58.496"
"AZ","63.562"
"BI","80.71"
"BE","53.004"
"BJ","71.755"
"BF","73.39"
"BD","57.483"
"BG","52.326"
"BH","69.045"
"BS","75.598"
"BA","48.704"
"BY","61.2"
"BZ","64.648"
"BO","72.892"
"BR","67.244"
"BB","69.315"
"BN","67.376"
"BT","71.182"
"BW","63.531"
"CF","71.378"
"CA","66.573"
"TD","72.329"
"CH","67.398"
"CL","56.02"
"CN","72.786"
"CI","62.717"
"CM","75.862"
"CD","72.339"
"CG","68.799"
"CO","65.958"
"KM","41.768"
"CV","59.188"
"CR","62.152"
"CU","53.514"
"CY","63.241"
"CZ","59.318"
"DE","58.851"
"DJ","59.999"
"DK","66.256"
"DO","65.105"
"DZ","42.406"
"EC","70.261"
"EG","46.995"
"ER","79.527"
"EH","55.051"
"ES","57.621"
"EE","60.577"
"ET","84.405"
"FI","61.026"
"FJ","55.642"
"FR","56.032"
"GA","47.789"
"GB","62.077"
"GE","63.368"
"GH","75.519"
"GN","65.013"
"GM","58.64"
"GW","71.422"
"GQ","57.874"
"GR","53.908"
"GT","66.68"
"GU","67.837"
"GY","56.021"
"HK","60.799"
"HN","61.567"
"HR","52.718"
"HT","64.751"
"HU","50.558"
"ID","67.536"
"IN","59.499"
"IE","63.256"
"IR","46.383"
"IQ","44.132"
"IS","76.622"
"IL","62.149"
"IT","48.934"
"JM","66.049"
"JO","40.665"
"JP","60.532"
"KZ","69.701"
"KE","65.015"
"KG","65.683"
"KH","82.449"
"KR","61.983"
"KW","68.355"
"LA","78.615"
"LB","46.402"
"LR","56.166"
"LY","52.628"
"LC","66.685"
"LK","56.243"
"LS","69.79"
"LT","55.236"
"LU","55.279"
"LV","59.006"
"MO","66.155"
"MA","50.396"
"MD","47.099"
"MG","87.235"
"MV","65.71"
"MX","61.805"
"MK","53.978"
"ML","56.027"
"MT","48.541"
"MM","69.069"
"ME","50.46"
"MN","59.12"
"MZ","84.667"
"MR","50.423"
"MU","58.434"
"MW","77.133"
"MY","60.951"
"NA","58.11"
"NC","65.109"
"NE","79.076"
"NG","54.778"
"NI","62.652"
"NL","64.704"
"NO","65.681"
"NP","83.816"
"NZ","67.725"
"OM","56.564"
"PK","53.631"
"PA","63.67"
"PE","76.729"
"PH","62.16"
"PG","72.454"
"PL","54.198"
"PR","47.646"
"KP","81.264"
"PT","62.172"
"PY","70.404"
"PS","41.147"
"PF","56.474"
"QA","80.72"
"RO","54.461"
"RU","61.783"
"RW","86.028"
"SA","50.478"
"SD","48.771"
"SN","51.244"
"SG","64.788"
"SB","72.718"
"SL","64.262"
"SV","61.376"
"SO","46.506"
"RS","54.421"
"SS","73.792"
"ST","56.093"
"SR","52.362"
"SK","59.101"
"SI","59.282"
"SE","63.288"
"SZ","52.446"
"SY","45.608"
"TG","80.684"
"TH","72.825"
"TJ","58.479"
"TM","63.591"
"TL","47.368"
"TO","60.21"
"TT","64.603"
"TN","46.267"
"TR","45.056"
"TW","58.034"
"TZ","83.145"
"UG","70.497"
"UA","54.953"
"UY","64.18"
"US","65.172"
"UZ","63.349"
"VC","68.263"
"VE","65.529"
"VI","64.698"
"VN","76.738"
"VU","70.089"
"WS","32.831"
"YE","41.597"
"ZA","53.94"
"ZM","78.986"
"ZW","82.43"
