,economia_20
"AF","51.646"
"AO","77.785"
"AL","63.397"
"AE","74.784"
"AR","61.516"
"AM","57.124"
"AU","63.202"
"AT","58.482"
"AZ","63.381"
"BI","85.101"
"BE","50.687"
"BJ","72.489"
"BF","79.024"
"BD","57.157"
"BG","52.042"
"BH","65.054"
"BS","75.155"
"BA","49.786"
"BY","58.751"
"BZ","59.932"
"BO","70.26"
"BR","64.421"
"BB","69.277"
"BN","67.084"
"BT","63.951"
"BW","60.846"
"CF","71.624"
"CA","64.681"
"TD","72.451"
"CH","67.904"
"CL","55.713"
"CN","77.964"
"CI","66.358"
"CM","76.928"
"CD","72.242"
"CG","67.79"
"CO","58.825"
"KM","42.494"
"CV","61.7"
"CR","61.169"
"CU","51.71"
"CY","60.522"
"CZ","60.489"
"DE","58.138"
"DJ","62.283"
"DK","65.463"
"DO","64.445"
"DZ","44.213"
"EC","68.148"
"EG","44.84"
"ER","81.702"
"EH","52.767"
"ES","51.168"
"EE","60.43"
"ET","80.257"
"FI","60.08"
"FJ","58.36"
"FR","55.308"
"GA","46.895"
"GB","60.935"
"GE","65.978"
"GH","74.861"
"GN","65.529"
"GM","57.521"
"GW","72.656"
"GQ","58.825"
"GR","53.001"
"GT","62.202"
"GU","70.277"
"GY","57.819"
"HK","61.276"
"HN","66.969"
"HR","54.292"
"HT","64.318"
"HU","47.866"
"ID","66.763"
"IN","59.583"
"IE","57.002"
"IR","43.36"
"IQ","42.237"
"IS","76.011"
"IL","60.37"
"IT","47.613"
"JM","67.211"
"JO","42.339"
"JP","63.546"
"KZ","71.365"
"KE","71.959"
"KG","64.225"
"KH","80.156"
"KR","60.713"
"KW","67.164"
"LA","80.496"
"LB","43.88"
"LR","55.836"
"LY","49.821"
"LC","63.568"
"LK","59.511"
"LS","74.42"
"LT","60.894"
"LU","51.196"
"LV","58.829"
"MO","66.163"
"MA","50.828"
"MD","51.097"
"MG","86.603"
"MV","52.757"
"MX","61.159"
"MK","53.549"
"ML","50.687"
"MT","49.793"
"MM","72.271"
"ME","51.876"
"MN","60.03"
"MZ","84.518"
"MR","51.763"
"MU","59.844"
"MW","77.321"
"MY","61.897"
"NA","55.347"
"NC","66.656"
"NE","78.548"
"NG","55.294"
"NI","60.492"
"NL","60.996"
"NO","66.92"
"NP","86.06"
"NZ","64.447"
"OM","56.571"
"PK","50.349"
"PA","62.537"
"PE","68.229"
"PH","62.587"
"PG","71.507"
"PL","56.426"
"PR","47.909"
"KP","82.555"
"PT","60.491"
"PY","69.682"
"PS","39.118"
"PF","59.635"
"QA","77.593"
"RO","65.05"
"RU","58.857"
"RW","87.175"
"SA","49.026"
"SD","51.059"
"SN","52.302"
"SG","64.847"
"SB","70.983"
"SL","64.361"
"SV","62.277"
"SO","47.89"
"RS","56.358"
"SS","74.477"
"ST","54.861"
"SR","50.943"
"SK","59.274"
"SI","59.292"
"SE","62.796"
"SZ","53.577"
"SY","50.1"
"TG","81.083"
"TH","74.186"
"TJ","58.08"
"TM","63.166"
"TL","61.446"
"TO","59.243"
"TT","61.339"
"TN","48.104"
"TR","51.839"
"TW","58.115"
"TZ","83.085"
"UG","69.938"
"UA","57.247"
"UY","62.662"
"US","66.312"
"UZ","62.807"
"VC","65.266"
"VE","63.578"
"VI","65.476"
"VN","77.191"
"VU","69.769"
"WS","34.56"
"YE","46.566"
"ZA","53.085"
"ZM","79.193"
"ZW","72.355"
