,economia_20
"AF","51.843"
"AO","78.007"
"AL","64.142"
"AE","74.695"
"AR","60.566"
"AM","58.485"
"AU","63.076"
"AT","58.536"
"AZ","63.26"
"BI","88.3"
"BE","50.12"
"BJ","72.63"
"BF","81.501"
"BD","56.595"
"BG","55.878"
"BH","65.185"
"BS","75.039"
"BA","50.759"
"BY","59.116"
"BZ","58.555"
"BO","69.234"
"BR","63.341"
"BB","69.593"
"BN","65.963"
"BT","63.259"
"BW","61.778"
"CF","71.968"
"CA","64.781"
"TD","72.32"
"CH","67.29"
"CL","56.184"
"CN","78.831"
"CI","66.937"
"CM","77.578"
"CD","72.176"
"CG","67.929"
"CO","55.321"
"KM","42.877"
"CV","62.163"
"CR","58.46"
"CU","51.028"
"CY","60.544"
"CZ","61.545"
"DE","58.532"
"DJ","62.709"
"DK","64.514"
"DO","64.067"
"DZ","45.078"
"EC","64.875"
"EG","47.596"
"ER","82.681"
"EH","52.383"
"ES","50.204"
"EE","62.058"
"ET","78.019"
"FI","60.625"
"FJ","59.71"
"FR","55.184"
"GA","47.021"
"GB","60.989"
"GE","67.805"
"GH","75.159"
"GN","65.716"
"GM","57.65"
"GW","73.209"
"GQ","61.228"
"GR","51.157"
"GT","62.051"
"GU","71.356"
"GY","59.535"
"HK","61.879"
"HN","66.132"
"HR","56.06"
"HT","66.175"
"HU","50.485"
"ID","65.426"
"IN","60.775"
"IE","53.644"
"IR","44.118"
"IQ","42.357"
"IS","74.472"
"IL","61.642"
"IT","47.743"
"JM","69.932"
"JO","42.236"
"JP","63.822"
"KZ","71.49"
"KE","72.831"
"KG","64.188"
"KH","80.789"
"KR","61.224"
"KW","66.897"
"LA","81.071"
"LB","43.731"
"LR","57.206"
"LY","49.223"
"LC","63.236"
"LK","57.683"
"LS","74.951"
"LT","61.942"
"LU","52.076"
"LV","60.51"
"MO","58.453"
"MA","50.902"
"MD","51.331"
"MG","86.519"
"MV","50.571"
"MX","59.943"
"MK","54.997"
"ML","50.503"
"MT","49.794"
"MM","72.836"
"ME","52.776"
"MN","59.489"
"MZ","84.002"
"MR","52.06"
"MU","59.929"
"MW","77.137"
"MY","61.958"
"NA","56.619"
"NC","66.281"
"NE","78.48"
"NG","55.895"
"NI","59.139"
"NL","58.132"
"NO","62.103"
"NP","86.057"
"NZ","63.673"
"OM","60.095"
"PK","50.311"
"PA","61.253"
"PE","62.091"
"PH","62.625"
"PG","70.546"
"PL","59.768"
"PR","46.507"
"KP","83.005"
"PT","58.923"
"PY","69.396"
"PS","39.352"
"PF","59.921"
"QA","79.376"
"RO","68.651"
"RU","62.83"
"RW","88.159"
"SA","52.303"
"SD","51.066"
"SN","53.199"
"SG","64.694"
"SB","70.453"
"SL","64.675"
"SV","62.821"
"SO","48.543"
"RS","57.303"
"SS","74.183"
"ST","54.202"
"SR","49.907"
"SK","59.986"
"SI","58.046"
"SE","63.197"
"SZ","54.261"
"SY","52.813"
"TG","82.097"
"TH","74.519"
"TJ","57.694"
"TM","62.579"
"TL","63.219"
"TO","60.235"
"TT","59.37"
"TN","48.636"
"TR","54.036"
"TW","59.071"
"TZ","83.397"
"UG","69.884"
"UA","59.716"
"UY","61.645"
"US","65.619"
"UZ","62.512"
"VC","63.687"
"VE","62.56"
"VI","65.681"
"VN","77.545"
"VU","70.198"
"WS","34.924"
"YE","45.174"
"ZA","53.381"
"ZM","79.374"
"ZW","74.178"
