,economia_20
"AF","51.921"
"AO","77.699"
"AL","62.125"
"AE","75.405"
"AR","61.651"
"AM","56.241"
"AU","63.546"
"AT","57.953"
"AZ","63.323"
"BI","83.092"
"BE","50.721"
"BJ","72.032"
"BF","77.022"
"BD","57.537"
"BG","51.647"
"BH","65.857"
"BS","75.245"
"BA","49.265"
"BY","59.371"
"BZ","61.595"
"BO","70.81"
"BR","65.267"
"BB","68.871"
"BN","67.73"
"BT","66.362"
"BW","59.651"
"CF","71.438"
"CA","65.372"
"TD","72.517"
"CH","67.76"
"CL","54.455"
"CN","76.491"
"CI","65.09"
"CM","76.344"
"CD","72.285"
"CG","68.067"
"CO","61.504"
"KM","42.029"
"CV","60.811"
"CR","61.436"
"CU","51.896"
"CY","62.08"
"CZ","59.742"
"DE","57.968"
"DJ","61.746"
"DK","65.407"
"DO","64.671"
"DZ","43.31"
"EC","67.79"
"EG","45.607"
"ER","80.568"
"EH","53.581"
"ES","52.121"
"EE","58.097"
"ET","82.105"
"FI","61.219"
"FJ","57.166"
"FR","55.247"
"GA","47.132"
"GB","60.987"
"GE","65.846"
"GH","74.808"
"GN","65.307"
"GM","57.74"
"GW","72.132"
"GQ","57.871"
"GR","52.355"
"GT","62.475"
"GU","69.434"
"GY","56.688"
"HK","61.212"
"HN","64.239"
"HR","53.289"
"HT","63.53"
"HU","48.748"
"ID","67.584"
"IN","59.306"
"IE","59.517"
"IR","44.642"
"IQ","41.625"
"IS","78.094"
"IL","61.199"
"IT","48.002"
"JM","66.467"
"JO","41.928"
"JP","62.237"
"KZ","70.571"
"KE","69.679"
"KG","64.261"
"KH","83.262"
"KR","61.264"
"KW","67.043"
"LA","79.852"
"LB","44.854"
"LR","55.307"
"LY","50.601"
"LC","63.862"
"LK","56.783"
"LS","72.948"
"LT","58.732"
"LU","52.82"
"LV","56.334"
"MO","65.942"
"MA","50.764"
"MD","50.54"
"MG","86.682"
"MV","55.927"
"MX","59.722"
"MK","53.186"
"ML","50.939"
"MT","50.509"
"MM","71.23"
"ME","51.22"
"MN","60.295"
"MZ","85.514"
"MR","51.422"
"MU","60.107"
"MW","77.345"
"MY","61.635"
"NA","56.811"
"NC","66.353"
"NE","78.788"
"NG","55.058"
"NI","61.913"
"NL","63.468"
"NO","66.914"
"NP","85.467"
"NZ","65.362"
"OM","54.901"
"PK","50.808"
"PA","63.247"
"PE","70.728"
"PH","62.502"
"PG","72.168"
"PL","56.614"
"PR","46.727"
"KP","82.025"
"PT","61.362"
"PY","69.918"
"PS","39.078"
"PF","58.386"
"QA","77.009"
"RO","62.873"
"RU","60.659"
"RW","87.053"
"SA","49.486"
"SD","50.192"
"SN","51.648"
"SG","64.677"
"SB","72.994"
"SL","64.455"
"SV","60.941"
"SO","47.288"
"RS","55.969"
"SS","74.458"
"ST","55.721"
"SR","51.356"
"SK","60.455"
"SI","57.526"
"SE","62.59"
"SZ","52.885"
"SY","49.971"
"TG","80.659"
"TH","73.653"
"TJ","58.241"
"TM","63.401"
"TL","57.741"
"TO","59.005"
"TT","61.199"
"TN","47.097"
"TR","48.601"
"TW","57.271"
"TZ","82.921"
"UG","70.08"
"UA","55.972"
"UY","64.088"
"US","66.066"
"UZ","62.961"
"VC","66.244"
"VE","64.04"
"VI","65.071"
"VN","77.076"
"VU","69.973"
"WS","33.869"
"YE","45.159"
"ZA","52.953"
"ZM","79.282"
"ZW","75.821"
