;indicadoressociais_10
"AF";"0.335"
"AL";"0.646"
"DZ";"0.627"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.753"
"AM";"0.632"
"AU";"0.894"
"AT";"0.833"
"AZ";"0.626"
"BS";"99999999999998"
"BH";"0.783"
"BD";"0.450"
"BB";"0.734"
"BY";"0.670"
"BE";"0.865"
"BZ";"0.661"
"BJ";"0.384"
"BT";"99999999999998"
"BO";"0.591"
"BA";"99999999999998"
"BW";"0.564"
"BR";"0.671"
"BN";"0.812"
"BG";"0.709"
"BF";"99999999999998"
"BI";"0.268"
"CV";"99999999999998"
"KH";"0.396"
"CM";"0.438"
"CA";"0.861"
"CF";"0.309"
"TD";"99999999999998"
"CL";"0.748"
"CN";"0.574"
"CO";"0.650"
"KM";"99999999999998"
"CG";"0.495"
"CD";"0.334"
"CR";"0.699"
"HR";"0.730"
"CU";"0.672"
"CY";"0.798"
"CZ";"0.802"
"CI";"0.390"
"DK";"0.848"
"DJ";"0.358"
"DM";"99999999999998"
"DO";"0.645"
"EC";"0.671"
"EG";"0.593"
"SV";"0.604"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.758"
"ET";"99999999999998"
"FJ";"0.675"
"FI";"0.839"
"FR";"0.839"
"GA";"0.641"
"GM";"0.369"
"GE";"99999999999998"
"DE";"0.850"
"GH";"0.477"
"GR";"0.792"
"GD";"99999999999998"
"GT";"0.531"
"GN";"0.309"
"GW";"99999999999998"
"GY";"0.599"
"HT";"0.435"
"HN";"0.548"
"HK";"0.816"
"HU";"0.754"
"IS";"0.843"
"IN";"0.481"
"ID";"0.590"
"IR";"0.654"
"IQ";"0.596"
"IE";"0.840"
"IL";"0.839"
"IT";"0.818"
"JM";"0.678"
"JP";"0.848"
"JO";"0.697"
"KZ";"0.672"
"KE";"0.450"
"KI";"99999999999998"
"KR";"0.800"
"KW";"0.780"
"KG";"0.580"
"LA";"0.452"
"LV";"0.705"
"LB";"99999999999998"
"LS";"0.454"
"LR";"99999999999998"
"LY";"0.723"
"LI";"99999999999998"
"LT";"0.736"
"LU";"0.834"
"MG";"99999999999998"
"MW";"0.389"
"MY";"0.709"
"MV";"0.562"
"ML";"0.281"
"MT";"0.776"
"MR";"0.436"
"MU";"0.662"
"MX";"0.689"
"FM";"99999999999998"
"MD";"0.593"
"MN";"0.575"
"ME";"99999999999998"
"MA";"0.510"
"MZ";"0.280"
"MM";"0.408"
"NA";"0.568"
"NP";"0.432"
"NL";"0.869"
"NZ";"0.863"
"NI";"0.552"
"NE";"0.249"
"NG";"99999999999998"
"NO";"0.906"
"OM";"99999999999998"
"PK";"0.441"
"PW";"99999999999998"
"PA";"0.710"
"PG";"0.411"
"PY";"0.622"
"PE";"0.664"
"PH";"0.613"
"PL";"0.768"
"PT";"0.779"
"QA";"0.804"
"RO";"0.697"
"RU";"0.703"
"RW";"0.300"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.635"
"ST";"0.483"
"SA";"0.736"
"SN";"0.376"
"RS";"0.707"
"SC";"99999999999998"
"SL";"0.286"
"SG";"0.801"
"SK";"0.762"
"SI";"0.805"
"SB";"99999999999998"
"ZA";"0.641"
"SS";"99999999999998"
"ES";"0.815"
"LK";"0.669"
"SD";"0.388"
"SR";"99999999999998"
"SZ";"0.523"
"SE";"0.867"
"CH";"0.872"
"SY";"0.589"
"TJ";"0.528"
"TZ";"0.377"
"TH";"0.630"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.424"
"TO";"0.673"
"TT";"0.703"
"TN";"0.635"
"TR";"0.632"
"TM";"99999999999998"
"UG";"0.366"
"UA";"0.665"
"AE";"0.785"
"GB";"0.854"
"US";"0.884"
"UY";"0.735"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.667"
"VN";"0.562"
"YE";"0.432"
"ZM";"0.413"
"ZW";"0.442"
