;indicadoressociais_10
"AF";"0.300"
"AL";"0.616"
"DZ";"0.595"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.728"
"AM";"0.597"
"AU";"0.876"
"AT";"0.812"
"AZ";"99999999999998"
"BS";"99999999999998"
"BH";"0.768"
"BD";"0.415"
"BB";"0.725"
"BY";"99999999999998"
"BE";"0.844"
"BZ";"0.660"
"BJ";"0.365"
"BT";"99999999999998"
"BO";"0.564"
"BA";"99999999999998"
"BW";"0.581"
"BR";"0.640"
"BN";"0.801"
"BG";"0.697"
"BF";"99999999999998"
"BI";"0.270"
"CV";"99999999999998"
"KH";"0.377"
"CM";"0.435"
"CA";"0.858"
"CF";"0.304"
"TD";"99999999999998"
"CL";"0.719"
"CN";"0.538"
"CO";"0.620"
"KM";"99999999999998"
"CG";"0.505"
"CD";"0.333"
"CR";"0.679"
"HR";"0.680"
"CU";"0.652"
"CY";"0.782"
"CZ";"0.776"
"CI";"0.387"
"DK";"0.823"
"DJ";"99999999999998"
"DM";"99999999999998"
"DO";"0.622"
"EC";"0.658"
"EG";"0.570"
"SV";"0.567"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.712"
"ET";"99999999999998"
"FJ";"0.664"
"FI";"0.808"
"FR";"0.818"
"GA";"0.631"
"GM";"0.348"
"GE";"99999999999998"
"DE";"0.828"
"GH";"0.470"
"GR";"0.772"
"GD";"99999999999998"
"GT";"0.500"
"GN";"0.286"
"GW";"99999999999998"
"GY";"0.576"
"HT";"0.416"
"HN";"0.525"
"HK";"0.804"
"HU";"0.733"
"IS";"0.818"
"IN";"0.453"
"ID";"0.554"
"IR";"0.623"
"IQ";"0.561"
"IE";"0.788"
"IL";"0.811"
"IT";"0.793"
"JM";"0.669"
"JP";"0.834"
"JO";"0.673"
"KZ";"0.668"
"KE";"0.460"
"KI";"99999999999998"
"KR";"0.770"
"KW";"0.721"
"KG";"0.568"
"LA";"0.423"
"LV";"0.668"
"LB";"99999999999998"
"LS";"0.489"
"LR";"99999999999998"
"LY";"0.705"
"LI";"99999999999998"
"LT";"0.696"
"LU";"0.803"
"MG";"99999999999998"
"MW";"0.347"
"MY";"0.675"
"MV";"99999999999998"
"ML";"0.247"
"MT";"0.754"
"MR";"0.415"
"MU";"0.643"
"MX";"0.668"
"FM";"99999999999998"
"MD";"0.596"
"MN";"0.549"
"ME";"99999999999998"
"MA";"0.485"
"MZ";"0.222"
"MM";"0.388"
"NA";"0.590"
"NP";"0.405"
"NL";"0.865"
"NZ";"0.845"
"NI";"0.515"
"NE";"0.226"
"NG";"99999999999998"
"NO";"0.884"
"OM";"99999999999998"
"PK";"0.423"
"PW";"99999999999998"
"PA";"0.685"
"PG";"0.390"
"PY";"0.600"
"PE";"0.632"
"PH";"0.594"
"PL";"0.732"
"PT";"0.752"
"QA";"0.775"
"RO";"0.680"
"RU";"0.701"
"RW";"0.194"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.612"
"ST";"0.468"
"SA";"0.718"
"SN";"0.365"
"RS";"0.688"
"SC";"99999999999998"
"SL";"0.268"
"SG";"0.763"
"SK";"0.742"
"SI";"0.775"
"SB";"99999999999998"
"ZA";"0.652"
"SS";"99999999999998"
"ES";"0.792"
"LK";"0.646"
"SD";"0.358"
"SR";"99999999999998"
"SZ";"0.544"
"SE";"0.848"
"CH";"0.842"
"SY";"0.574"
"TJ";"0.549"
"TZ";"0.367"
"TH";"0.604"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.395"
"TO";"0.667"
"TT";"0.677"
"TN";"0.600"
"TR";"0.596"
"TM";"99999999999998"
"UG";"0.314"
"UA";"0.668"
"AE";"0.756"
"GB";"0.826"
"US";"0.874"
"UY";"0.709"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.654"
"VN";"0.519"
"YE";"0.418"
"ZM";"0.401"
"ZW";"0.475"
