;indicadoressociais_10
"AF";"0.396"
"AL";"0.685"
"DZ";"0.680"
"AD";"99999999999998"
"AO";"0.426"
"AG";"99999999999998"
"AR";"0.780"
"AM";"0.679"
"AU";"0.910"
"AT";"0.848"
"AZ";"0.675"
"BS";"0.786"
"BH";"0.806"
"BD";"0.499"
"BB";"0.761"
"BY";"0.713"
"BE";"0.861"
"BZ";"0.695"
"BJ";"0.430"
"BT";"99999999999998"
"BO";"0.622"
"BA";"99999999999998"
"BW";"0.593"
"BR";"0.694"
"BN";"0.834"
"BG";"0.745"
"BF";"99999999999998"
"BI";"0.286"
"CV";"0.582"
"KH";"0.470"
"CM";"0.456"
"CA";"0.886"
"CF";"0.319"
"TD";"0.306"
"CL";"0.790"
"CN";"0.634"
"CO";"0.658"
"KM";"0.434"
"CG";"0.496"
"CD";"0.355"
"CR";"0.723"
"HR";"0.777"
"CU";"0.719"
"CY";"0.826"
"CZ";"0.840"
"CI";"0.406"
"DK";"0.897"
"DJ";"0.396"
"DM";"0.703"
"DO";"0.668"
"EC";"0.688"
"EG";"0.629"
"SV";"0.644"
"GQ";"0.563"
"ER";"99999999999998"
"EE";"0.812"
"ET";"0.325"
"FJ";"0.699"
"FI";"0.864"
"FR";"0.860"
"GA";"0.640"
"GM";"0.412"
"GE";"0.703"
"DE";"0.884"
"GH";"0.499"
"GR";"0.839"
"GD";"99999999999998"
"GT";"0.567"
"GN";"0.346"
"GW";"99999999999998"
"GY";"0.619"
"HT";"0.452"
"HN";"0.577"
"HK";"0.861"
"HU";"0.795"
"IS";"0.879"
"IN";"0.526"
"ID";"0.629"
"IR";"0.687"
"IQ";"0.628"
"IE";"0.889"
"IL";"0.866"
"IT";"0.851"
"JM";"0.706"
"JP";"0.870"
"JO";"0.730"
"KZ";"0.737"
"KE";"0.474"
"KI";"99999999999998"
"KR";"0.852"
"KW";"0.789"
"KG";"0.612"
"LA";"0.494"
"LV";"0.791"
"LB";"99999999999998"
"LS";"0.437"
"LR";"0.372"
"LY";"0.748"
"LI";"0.883"
"LT";"0.798"
"LU";"0.874"
"MG";"0.473"
"MW";"0.371"
"MY";"0.734"
"MV";"0.625"
"ML";"0.338"
"MT";"0.805"
"MR";"0.461"
"MU";"0.704"
"MX";"0.719"
"FM";"0.617"
"MD";"0.640"
"MN";"0.637"
"ME";"0.746"
"MA";"0.569"
"MZ";"0.341"
"MM";"0.465"
"NA";"0.565"
"NP";"0.469"
"NL";"0.888"
"NZ";"0.886"
"NI";"0.592"
"NE";"0.278"
"NG";"0.463"
"NO";"0.929"
"OM";"0.742"
"PK";"0.487"
"PW";"0.756"
"PA";"0.740"
"PG";"0.446"
"PY";"0.646"
"PE";"0.692"
"PH";"0.642"
"PL";"0.797"
"PT";"0.790"
"QA";"0.830"
"RO";"0.745"
"RU";"0.748"
"RW";"0.388"
"KN";"99999999999998"
"LC";"0.689"
"VC";"0.692"
"WS";"0.671"
"ST";"0.514"
"SA";"0.761"
"SN";"0.415"
"RS";"0.730"
"SC";"0.712"
"SL";"0.341"
"SG";"0.821"
"SK";"0.784"
"SI";"0.853"
"SB";"0.465"
"ZA";"0.609"
"SS";"99999999999998"
"ES";"0.837"
"LK";"0.712"
"SD";"0.423"
"SR";"0.672"
"SZ";"0.495"
"SE";"0.890"
"CH";"0.899"
"SY";"0.624"
"TJ";"0.572"
"TZ";"0.432"
"TH";"0.682"
"MK";"99999999999998"
"TL";"0.492"
"TG";"0.435"
"TO";"0.694"
"TT";"0.745"
"TN";"0.683"
"TR";"0.681"
"TM";"99999999999998"
"UG";"0.429"
"UA";"0.707"
"AE";"0.818"
"GB";"0.886"
"US";"0.895"
"UY";"0.753"
"UZ";"0.620"
"VU";"99999999999998"
"VE";"0.700"
"VN";"0.609"
"YE";"0.470"
"ZM";"0.467"
"ZW";"0.406"
