;indicadoressociais_10
"AF";"0.381"
"AL";"0.681"
"DZ";"0.673"
"AD";"99999999999998"
"AO";"0.415"
"AG";"99999999999998"
"AR";"0.775"
"AM";"0.668"
"AU";"0.908"
"AT";"0.841"
"AZ";"0.668"
"BS";"0.784"
"BH";"0.803"
"BD";"0.491"
"BB";"0.757"
"BY";"0.703"
"BE";"0.880"
"BZ";"0.691"
"BJ";"0.423"
"BT";"99999999999998"
"BO";"0.620"
"BA";"99999999999998"
"BW";"0.580"
"BR";"0.695"
"BN";"0.828"
"BG";"0.738"
"BF";"99999999999998"
"BI";"0.279"
"CV";"0.574"
"KH";"0.458"
"CM";"0.455"
"CA";"0.881"
"CF";"0.315"
"TD";"0.301"
"CL";"0.781"
"CN";"0.622"
"CO";"0.658"
"KM";"99999999999998"
"CG";"0.497"
"CD";"0.347"
"CR";"0.719"
"HR";"0.771"
"CU";"0.705"
"CY";"0.823"
"CZ";"0.839"
"CI";"0.400"
"DK";"0.893"
"DJ";"0.388"
"DM";"0.704"
"DO";"0.666"
"EC";"0.682"
"EG";"0.623"
"SV";"0.636"
"GQ";"0.553"
"ER";"99999999999998"
"EE";"0.805"
"ET";"0.310"
"FJ";"0.691"
"FI";"0.869"
"FR";"0.857"
"GA";"0.640"
"GM";"0.404"
"GE";"0.694"
"DE";"0.877"
"GH";"0.491"
"GR";"0.830"
"GD";"99999999999998"
"GT";"0.564"
"GN";"0.325"
"GW";"99999999999998"
"GY";"0.613"
"HT";"0.450"
"HN";"0.571"
"HK";"0.851"
"HU";"0.793"
"IS";"0.873"
"IN";"0.518"
"ID";"0.624"
"IR";"0.686"
"IQ";"0.603"
"IE";"0.880"
"IL";"0.863"
"IT";"0.846"
"JM";"0.689"
"JP";"0.866"
"JO";"0.723"
"KZ";"0.725"
"KE";"0.461"
"KI";"99999999999998"
"KR";"0.843"
"KW";"0.791"
"KG";"0.609"
"LA";"0.485"
"LV";"0.776"
"LB";"99999999999998"
"LS";"0.439"
"LR";"0.335"
"LY";"0.747"
"LI";"0.878"
"LT";"0.792"
"LU";"0.867"
"MG";"0.466"
"MW";"0.366"
"MY";"0.731"
"MV";"0.617"
"ML";"0.333"
"MT";"0.797"
"MR";"0.451"
"MU";"0.696"
"MX";"0.714"
"FM";"0.616"
"MD";"0.630"
"MN";"0.621"
"ME";"0.740"
"MA";"0.561"
"MZ";"0.332"
"MM";"0.455"
"NA";"0.559"
"NP";"0.463"
"NL";"0.885"
"NZ";"0.884"
"NI";"0.587"
"NE";"0.270"
"NG";"0.445"
"NO";"0.924"
"OM";"0.734"
"PK";"0.474"
"PW";"0.754"
"PA";"0.733"
"PG";"0.439"
"PY";"0.639"
"PE";"0.685"
"PH";"0.636"
"PL";"0.800"
"PT";"0.792"
"QA";"0.826"
"RO";"0.733"
"RU";"0.741"
"RW";"0.371"
"KN";"99999999999998"
"LC";"0.686"
"VC";"0.689"
"WS";"0.665"
"ST";"0.509"
"SA";"0.754"
"SN";"0.408"
"RS";"0.720"
"SC";"0.715"
"SL";"0.332"
"SG";"0.820"
"SK";"0.776"
"SI";"0.850"
"SB";"0.459"
"ZA";"0.611"
"SS";"99999999999998"
"ES";"0.833"
"LK";"0.705"
"SD";"0.415"
"SR";"99999999999998"
"SZ";"0.492"
"SE";"0.888"
"CH";"0.895"
"SY";"0.610"
"TJ";"0.563"
"TZ";"0.420"
"TH";"0.674"
"MK";"99999999999998"
"TL";"0.484"
"TG";"0.432"
"TO";"0.693"
"TT";"0.736"
"TN";"0.673"
"TR";"0.675"
"TM";"99999999999998"
"UG";"0.427"
"UA";"0.700"
"AE";"0.813"
"GB";"0.878"
"US";"0.892"
"UY";"0.750"
"UZ";"0.613"
"VU";"99999999999998"
"VE";"0.687"
"VN";"0.601"
"YE";"0.464"
"ZM";"0.456"
"ZW";"0.407"
