;indicadoressociais_10
"AF";"0.434"
"AL";"0.721"
"DZ";"0.705"
"AD";"99999999999998"
"AO";"0.480"
"AG";"0.788"
"AR";"0.794"
"AM";"0.725"
"AU";"0.925"
"AT";"0.870"
"AZ";"0.728"
"BS";"0.791"
"BH";"0.814"
"BD";"0.523"
"BB";"0.779"
"BY";"0.771"
"BE";"0.876"
"BZ";"0.700"
"BJ";"0.448"
"BT";"99999999999998"
"BO";"0.636"
"BA";"0.716"
"BW";"0.661"
"BR";"0.714"
"BN";"0.841"
"BG";"0.768"
"BF";"0.356"
"BI";"0.336"
"CV";"0.621"
"KH";"0.520"
"CM";"0.473"
"CA";"0.898"
"CF";"0.345"
"TD";"0.343"
"CL";"0.816"
"CN";"0.682"
"CO";"0.691"
"KM";"0.465"
"CG";"0.545"
"CD";"0.389"
"CR";"0.747"
"HR";"0.803"
"CU";"0.782"
"CY";"0.849"
"CZ";"0.858"
"CI";"0.431"
"DK";"0.906"
"DJ";"0.436"
"DM";"0.720"
"DO";"0.695"
"EC";"0.702"
"EG";"0.659"
"SV";"0.662"
"GQ";"0.590"
"ER";"0.402"
"EE";"0.836"
"ET";"0.393"
"FJ";"0.704"
"FI";"0.878"
"FR";"0.879"
"GA";"0.652"
"GM";"0.434"
"GE";"0.734"
"DE";"0.906"
"GH";"0.542"
"GR";"0.857"
"GD";"99999999999998"
"GT";"0.596"
"GN";"0.376"
"GW";"0.401"
"GY";"0.618"
"HT";"0.466"
"HN";"0.603"
"HK";"0.892"
"HU";"0.816"
"IS";"0.894"
"IN";"0.563"
"ID";"0.645"
"IR";"0.728"
"IQ";"0.643"
"IE";"0.909"
"IL";"0.876"
"IT";"0.868"
"JM";"0.721"
"JP";"0.881"
"JO";"0.742"
"KZ";"0.758"
"KE";"0.514"
"KI";"0.576"
"KR";"0.876"
"KW";"0.788"
"KG";"0.629"
"LA";"0.525"
"LV";"0.821"
"LB";"0.746"
"LS";"0.453"
"LR";"0.400"
"LY";"0.757"
"LI";"0.899"
"LT";"0.825"
"LU";"0.888"
"MG";"0.500"
"MW";"0.415"
"MY";"0.756"
"MV";"0.651"
"ML";"0.385"
"MT";"0.815"
"MR";"0.476"
"MU";"0.734"
"MX";"0.738"
"FM";"0.629"
"MD";"0.668"
"MN";"0.686"
"ME";"0.785"
"MA";"0.596"
"MZ";"0.382"
"MM";"0.504"
"NA";"0.598"
"NP";"0.502"
"NL";"0.906"
"NZ";"0.895"
"NI";"0.613"
"NE";"0.307"
"NG";"0.487"
"NO";"0.936"
"OM";"0.782"
"PK";"0.514"
"PW";"0.770"
"PA";"0.755"
"PG";"0.477"
"PY";"0.663"
"PE";"0.706"
"PH";"0.661"
"PL";"0.818"
"PT";"0.809"
"QA";"0.828"
"RO";"0.795"
"RU";"0.776"
"RW";"0.447"
"KN";"99999999999998"
"LC";"0.717"
"VC";"0.709"
"WS";"0.691"
"ST";"0.533"
"SA";"0.787"
"SN";"0.444"
"RS";"0.754"
"SC";"0.739"
"SL";"0.375"
"SG";"0.887"
"SK";"0.820"
"SI";"0.873"
"SB";"0.494"
"ZA";"0.622"
"SS";"99999999999998"
"ES";"0.858"
"LK";"0.735"
"SD";"0.456"
"SR";"0.696"
"SZ";"0.519"
"SE";"0.898"
"CH";"0.916"
"SY";"0.648"
"TJ";"0.601"
"TZ";"0.478"
"TH";"0.706"
"MK";"0.730"
"TL";"0.599"
"TG";"0.442"
"TO";"0.703"
"TT";"0.773"
"TN";"0.706"
"TR";"0.709"
"TM";"99999999999998"
"UG";"0.464"
"UA";"0.734"
"AE";"0.831"
"GB";"0.895"
"US";"0.907"
"UY";"0.774"
"UZ";"0.651"
"VU";"0.589"
"VE";"0.754"
"VN";"0.641"
"YE";"0.483"
"ZM";"0.518"
"ZW";"0.419"
