;indicadoressociais_10
"AF";"0.470"
"AL";"0.759"
"DZ";"0.737"
"AD";"0.843"
"AO";"0.523"
"AG";"0.781"
"AR";"0.823"
"AM";"0.736"
"AU";"0.933"
"AT";"0.887"
"AZ";"0.745"
"BS";"0.790"
"BH";"0.815"
"BD";"0.565"
"BB";"0.792"
"BY";"0.796"
"BE";"0.889"
"BZ";"0.706"
"BJ";"0.466"
"BT";"0.589"
"BO";"0.661"
"BA";"0.735"
"BW";"0.693"
"BR";"0.734"
"BN";"0.860"
"BG";"0.781"
"BF";"0.392"
"BI";"0.398"
"CV";"0.643"
"KH";"0.546"
"CM";"0.501"
"CA";"0.909"
"CF";"0.370"
"TD";"0.387"
"CL";"0.831"
"CN";"0.713"
"CO";"0.712"
"KM";"0.490"
"CG";"0.576"
"CD";"0.412"
"CR";"0.762"
"HR";"0.817"
"CU";"0.773"
"CY";"0.850"
"CZ";"0.865"
"CI";"0.452"
"DK";"0.924"
"DJ";"0.464"
"DM";"0.721"
"DO";"0.709"
"EC";"0.725"
"EG";"0.681"
"SV";"0.675"
"GQ";"0.586"
"ER";"0.414"
"EE";"0.856"
"ET";"0.427"
"FJ";"0.719"
"FI";"0.887"
"FR";"0.887"
"GA";"0.678"
"GM";"0.445"
"GE";"0.755"
"DE";"0.919"
"GH";"0.570"
"GR";"0.860"
"GD";"0.746"
"GT";"0.611"
"GN";"0.406"
"GW";"0.415"
"GY";"0.633"
"HT";"0.483"
"HN";"0.614"
"HK";"0.907"
"HU";"0.824"
"IS";"0.907"
"IN";"0.599"
"ID";"0.677"
"IR";"0.769"
"IQ";"0.659"
"IE";"0.902"
"IL";"0.891"
"IT";"0.876"
"JM";"0.727"
"JP";"0.894"
"JO";"0.737"
"KZ";"0.782"
"KE";"0.541"
"KI";"0.589"
"KR";"0.891"
"KW";"0.796"
"KG";"0.647"
"LA";"0.563"
"LV";"0.814"
"LB";"0.766"
"LS";"0.484"
"LR";"0.419"
"LY";"0.735"
"LI";"0.908"
"LT";"0.834"
"LU";"0.892"
"MG";"0.508"
"MW";"0.459"
"MY";"0.779"
"MV";"0.683"
"ML";"0.421"
"MT";"0.828"
"MR";"0.501"
"MU";"0.765"
"MX";"0.753"
"FM";"0.641"
"MD";"0.686"
"MN";"0.720"
"ME";"0.799"
"MA";"0.634"
"MZ";"0.405"
"MM";"0.540"
"NA";"0.625"
"NP";"0.545"
"NL";"0.922"
"NZ";"0.908"
"NI";"0.630"
"NE";"0.341"
"NG";"0.514"
"NO";"0.942"
"OM";"0.796"
"PK";"0.538"
"PW";"0.779"
"PA";"0.773"
"PG";"0.506"
"PY";"0.679"
"PE";"0.731"
"PH";"0.671"
"PL";"0.838"
"PT";"0.827"
"QA";"0.843"
"RO";"0.794"
"RU";"0.799"
"RW";"0.485"
"KN";"0.749"
"LC";"0.734"
"VC";"0.717"
"WS";"0.700"
"ST";"0.559"
"SA";"0.830"
"SN";"0.474"
"RS";"0.766"
"SC";"0.762"
"SL";"0.413"
"SG";"0.920"
"SK";"0.838"
"SI";"0.878"
"SB";"0.509"
"ZA";"0.652"
"SS";"0.417"
"ES";"0.874"
"LK";"0.757"
"SD";"0.478"
"SR";"0.719"
"SZ";"0.539"
"SE";"0.904"
"CH";"0.934"
"SY";"0.635"
"TJ";"0.617"
"TZ";"0.513"
"TH";"0.733"
"MK";"0.741"
"TL";"0.620"
"TG";"0.470"
"TO";"0.718"
"TT";"0.773"
"TN";"0.720"
"TR";"0.754"
"TM";"0.678"
"UG";"0.478"
"UA";"0.744"
"AE";"0.829"
"GB";"0.899"
"US";"0.915"
"UY";"0.788"
"UZ";"0.681"
"VU";"0.591"
"VE";"0.770"
"VN";"0.668"
"YE";"0.498"
"ZM";"0.565"
"ZW";"0.488"
