;indicadoressociais_10
"AF";"0.463"
"AL";"0.752"
"DZ";"0.732"
"AD";"0.819"
"AO";"0.508"
"AG";"0.778"
"AR";"0.822"
"AM";"0.732"
"AU";"0.930"
"AT";"0.884"
"AZ";"0.742"
"BS";"0.789"
"BH";"0.812"
"BD";"0.557"
"BB";"0.785"
"BY";"0.793"
"BE";"0.886"
"BZ";"0.702"
"BJ";"0.458"
"BT";"0.581"
"BO";"0.655"
"BA";"0.728"
"BW";"0.687"
"BR";"0.730"
"BN";"0.852"
"BG";"0.778"
"BF";"0.384"
"BI";"0.393"
"CV";"0.636"
"KH";"0.540"
"CM";"0.496"
"CA";"0.907"
"CF";"0.366"
"TD";"0.381"
"CL";"0.826"
"CN";"0.703"
"CO";"0.707"
"KM";"0.484"
"CG";"0.557"
"CD";"0.407"
"CR";"0.758"
"HR";"0.815"
"CU";"0.778"
"CY";"0.850"
"CZ";"0.864"
"CI";"0.444"
"DK";"0.922"
"DJ";"0.460"
"DM";"0.722"
"DO";"0.706"
"EC";"0.717"
"EG";"0.673"
"SV";"0.670"
"GQ";"0.583"
"ER";"0.410"
"EE";"0.850"
"ET";"0.422"
"FJ";"0.714"
"FI";"0.884"
"FR";"0.885"
"GA";"0.669"
"GM";"0.440"
"GE";"0.749"
"DE";"0.916"
"GH";"0.563"
"GR";"0.858"
"GD";"0.744"
"GT";"0.616"
"GN";"0.396"
"GW";"0.416"
"GY";"0.630"
"HT";"0.477"
"HN";"0.614"
"HK";"0.905"
"HU";"0.823"
"IS";"0.901"
"IN";"0.590"
"ID";"0.669"
"IR";"0.755"
"IQ";"0.656"
"IE";"0.895"
"IL";"0.889"
"IT";"0.877"
"JM";"0.725"
"JP";"0.889"
"JO";"0.735"
"KZ";"0.774"
"KE";"0.536"
"KI";"0.581"
"KR";"0.889"
"KW";"0.794"
"KG";"0.638"
"LA";"0.554"
"LV";"0.812"
"LB";"0.763"
"LS";"0.479"
"LR";"0.416"
"LY";"0.706"
"LI";"0.909"
"LT";"0.830"
"LU";"0.892"
"MG";"0.506"
"MW";"0.454"
"MY";"0.776"
"MV";"0.675"
"ML";"0.411"
"MT";"0.821"
"MR";"0.491"
"MU";"0.756"
"MX";"0.748"
"FM";"0.640"
"MD";"0.679"
"MN";"0.712"
"ME";"0.797"
"MA";"0.623"
"MZ";"0.400"
"MM";"0.533"
"NA";"0.619"
"NP";"0.538"
"NL";"0.921"
"NZ";"0.904"
"NI";"0.625"
"NE";"0.331"
"NG";"0.507"
"NO";"0.941"
"OM";"0.797"
"PK";"0.529"
"PW";"0.775"
"PA";"0.765"
"PG";"0.501"
"PY";"0.679"
"PE";"0.725"
"PH";"0.666"
"PL";"0.834"
"PT";"0.824"
"QA";"0.837"
"RO";"0.797"
"RU";"0.792"
"RW";"0.475"
"KN";"0.746"
"LC";"0.735"
"VC";"0.713"
"WS";"0.698"
"ST";"0.553"
"SA";"0.818"
"SN";"0.463"
"RS";"0.767"
"SC";"0.755"
"SL";"0.401"
"SG";"0.917"
"SK";"0.835"
"SI";"0.877"
"SB";"0.505"
"ZA";"0.644"
"SS";"0.419"
"ES";"0.871"
"LK";"0.752"
"SD";"0.468"
"SR";"0.708"
"SZ";"0.534"
"SE";"0.903"
"CH";"0.932"
"SY";"0.645"
"TJ";"0.613"
"TZ";"0.504"
"TH";"0.729"
"MK";"0.739"
"TL";"0.618"
"TG";"0.464"
"TO";"0.717"
"TT";"0.772"
"TN";"0.717"
"TR";"0.750"
"TM";"0.672"
"UG";"0.477"
"UA";"0.739"
"AE";"0.826"
"GB";"0.898"
"US";"0.913"
"UY";"0.784"
"UZ";"0.673"
"VU";"0.592"
"VE";"0.767"
"VN";"0.662"
"YE";"0.494"
"ZM";"0.554"
"ZW";"0.464"
