;indicadoressociais_10
"AF";"0.300"
"AL";"0.618"
"DZ";"0.581"
"AD";"99999999999998"
"AO";"99999999999998"
"AG";"99999999999998"
"AR";"0.713"
"AM";"0.628"
"AU";"0.867"
"AT";"0.798"
"AZ";"99999999999998"
"BS";"99999999999998"
"BH";"0.751"
"BD";"0.393"
"BB";"0.716"
"BY";"99999999999998"
"BE";"0.809"
"BZ";"0.651"
"BJ";"0.351"
"BT";"99999999999998"
"BO";"0.543"
"BA";"99999999999998"
"BW";"0.592"
"BR";"0.615"
"BN";"0.787"
"BG";"0.696"
"BF";"99999999999998"
"BI";"0.273"
"CV";"99999999999998"
"KH";"0.362"
"CM";"0.442"
"CA";"0.853"
"CF";"0.314"
"TD";"99999999999998"
"CL";"0.710"
"CN";"0.507"
"CO";"0.595"
"KM";"99999999999998"
"CG";"0.519"
"CD";"0.352"
"CR";"0.658"
"HR";"0.664"
"CU";"0.670"
"CY";"0.736"
"CZ";"0.759"
"CI";"0.388"
"DK";"0.803"
"DJ";"99999999999998"
"DM";"99999999999998"
"DO";"0.601"
"EC";"0.646"
"EG";"0.551"
"SV";"0.534"
"GQ";"99999999999998"
"ER";"99999999999998"
"EE";"0.723"
"ET";"99999999999998"
"FJ";"0.649"
"FI";"0.786"
"FR";"0.788"
"GA";"0.625"
"GM";"0.336"
"GE";"99999999999998"
"DE";"0.809"
"GH";"0.460"
"GR";"0.770"
"GD";"99999999999998"
"GT";"0.484"
"GN";"0.275"
"GW";"99999999999998"
"GY";"0.537"
"HT";"0.408"
"HN";"0.509"
"HK";"0.786"
"HU";"0.701"
"IS";"0.809"
"IN";"0.432"
"ID";"0.528"
"IR";"0.590"
"IQ";"0.527"
"IE";"0.766"
"IL";"0.794"
"IT";"0.773"
"JM";"0.656"
"JP";"0.819"
"JO";"0.630"
"KZ";"0.684"
"KE";"0.471"
"KI";"99999999999998"
"KR";"0.741"
"KW";"0.673"
"KG";"0.609"
"LA";"0.402"
"LV";"0.699"
"LB";"99999999999998"
"LS";"0.493"
"LR";"99999999999998"
"LY";"0.693"
"LI";"99999999999998"
"LT";"0.727"
"LU";"0.790"
"MG";"99999999999998"
"MW";"0.331"
"MY";"0.651"
"MV";"99999999999998"
"ML";"0.229"
"MT";"0.741"
"MR";"0.382"
"MU";"0.626"
"MX";"0.652"
"FM";"99999999999998"
"MD";"0.641"
"MN";"0.573"
"ME";"99999999999998"
"MA";"0.464"
"MZ";"0.212"
"MM";"0.361"
"NA";"0.581"
"NP";"0.386"
"NL";"0.835"
"NZ";"0.820"
"NI";"0.495"
"NE";"0.215"
"NG";"99999999999998"
"NO";"0.855"
"OM";"99999999999998"
"PK";"0.409"
"PW";"99999999999998"
"PA";"0.669"
"PG";"0.368"
"PY";"0.585"
"PE";"0.616"
"PH";"0.587"
"PL";"0.709"
"PT";"0.720"
"QA";"0.751"
"RO";"0.685"
"RU";"0.729"
"RW";"0.220"
"KN";"99999999999998"
"LC";"99999999999998"
"VC";"99999999999998"
"WS";"0.601"
"ST";"0.457"
"SA";"0.707"
"SN";"0.366"
"RS";"0.713"
"SC";"99999999999998"
"SL";"0.267"
"SG";"0.729"
"SK";"0.733"
"SI";"0.764"
"SB";"99999999999998"
"ZA";"0.629"
"SS";"99999999999998"
"ES";"0.764"
"LK";"0.631"
"SD";"0.337"
"SR";"99999999999998"
"SZ";"0.550"
"SE";"0.817"
"CH";"0.833"
"SY";"0.560"
"TJ";"0.611"
"TZ";"0.370"
"TH";"0.583"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"0.407"
"TO";"0.654"
"TT";"0.671"
"TN";"0.575"
"TR";"0.580"
"TM";"99999999999998"
"UG";"0.310"
"UA";"0.701"
"AE";"0.738"
"GB";"0.787"
"US";"0.861"
"UY";"0.697"
"UZ";"99999999999998"
"VU";"99999999999998"
"VE";"0.644"
"VN";"0.486"
"YE";"0.408"
"ZM";"0.396"
"ZW";"0.501"
