;indicadoressociais_10
"AF";"0.405"
"AL";"0.696"
"DZ";"0.686"
"AD";"99999999999998"
"AO";"0.439"
"AG";"0.773"
"AR";"0.782"
"AM";"0.692"
"AU";"0.915"
"AT";"0.854"
"AZ";"0.682"
"BS";"0.788"
"BH";"0.810"
"BD";"0.506"
"BB";"0.766"
"BY";"0.723"
"BE";"0.865"
"BZ";"0.692"
"BJ";"0.434"
"BT";"99999999999998"
"BO";"0.625"
"BA";"0.697"
"BW";"0.610"
"BR";"0.698"
"BN";"0.837"
"BG";"0.750"
"BF";"0.325"
"BI";"0.290"
"CV";"0.596"
"KH";"0.483"
"CM";"0.456"
"CA";"0.891"
"CF";"0.323"
"TD";"0.303"
"CL";"0.796"
"CN";"0.646"
"CO";"0.669"
"KM";"0.451"
"CG";"0.507"
"CD";"0.364"
"CR";"0.727"
"HR";"0.783"
"CU";"0.732"
"CY";"0.829"
"CZ";"0.847"
"CI";"0.413"
"DK";"0.902"
"DJ";"0.405"
"DM";"0.705"
"DO";"0.677"
"EC";"0.693"
"EG";"0.636"
"SV";"0.651"
"GQ";"0.569"
"ER";"0.405"
"EE";"0.822"
"ET";"0.346"
"FJ";"0.695"
"FI";"0.869"
"FR";"0.870"
"GA";"0.646"
"GM";"0.415"
"GE";"0.714"
"DE";"0.892"
"GH";"0.510"
"GR";"0.850"
"GD";"99999999999998"
"GT";"0.570"
"GN";"0.356"
"GW";"0.388"
"GY";"0.622"
"HT";"0.455"
"HN";"0.583"
"HK";"0.870"
"HU";"0.802"
"IS";"0.884"
"IN";"0.536"
"ID";"0.632"
"IR";"0.692"
"IQ";"0.631"
"IE";"0.896"
"IL";"0.870"
"IT";"0.856"
"JM";"0.709"
"JP";"0.873"
"JO";"0.733"
"KZ";"0.747"
"KE";"0.483"
"KI";"0.576"
"KR";"0.860"
"KW";"0.787"
"KG";"0.613"
"LA";"0.503"
"LV";"0.807"
"LB";"0.733"
"LS";"0.437"
"LR";"0.377"
"LY";"0.752"
"LI";"0.886"
"LT";"0.807"
"LU";"0.880"
"MG";"0.478"
"MW";"0.377"
"MY";"0.732"
"MV";"0.622"
"ML";"0.350"
"MT";"0.809"
"MR";"0.466"
"MU";"0.713"
"MX";"0.723"
"FM";"0.622"
"MD";"0.648"
"MN";"0.649"
"ME";"0.751"
"MA";"0.575"
"MZ";"0.353"
"MM";"0.474"
"NA";"0.570"
"NP";"0.476"
"NL";"0.893"
"NZ";"0.888"
"NI";"0.597"
"NE";"0.286"
"NG";"0.466"
"NO";"0.931"
"OM";"0.748"
"PK";"0.501"
"PW";"0.758"
"PA";"0.744"
"PG";"0.454"
"PY";"0.648"
"PE";"0.693"
"PH";"0.646"
"PL";"0.803"
"PT";"0.793"
"QA";"0.835"
"RO";"0.755"
"RU";"0.754"
"RW";"0.404"
"KN";"99999999999998"
"LC";"0.694"
"VC";"0.695"
"WS";"0.677"
"ST";"0.521"
"SA";"0.767"
"SN";"0.422"
"RS";"0.739"
"SC";"0.728"
"SL";"0.348"
"SG";"0.839"
"SK";"0.793"
"SI";"0.858"
"SB";"0.470"
"ZA";"0.609"
"SS";"99999999999998"
"ES";"0.844"
"LK";"0.718"
"SD";"0.430"
"SR";"0.678"
"SZ";"0.502"
"SE";"0.892"
"CH";"0.904"
"SY";"0.636"
"TJ";"0.579"
"TZ";"0.446"
"TH";"0.686"
"MK";"0.703"
"TL";"0.511"
"TG";"0.436"
"TO";"0.695"
"TT";"0.751"
"TN";"0.689"
"TR";"0.687"
"TM";"99999999999998"
"UG";"0.434"
"UA";"0.716"
"AE";"0.823"
"GB";"0.890"
"US";"0.898"
"UY";"0.756"
"UZ";"0.626"
"VU";"0.572"
"VE";"0.714"
"VN";"0.618"
"YE";"0.475"
"ZM";"0.479"
"ZW";"0.408"
