;populacao_1
"AF";"36373176"
"AL";"2934363"
"DZ";"42008054"
"AS";"55679"
"AD";"76953"
"AO";"30774205"
"AI";"15045"
"AG";"103050"
"AR";"44688864"
"AM";"2934152"
"AW";"105670"
"AU";"24772247"
"AT";"8751820"
"AZ";"9923914"
"BS";"399285"
"BH";"1566993"
"BD";"166368149"
"BB";"286388"
"BY";"9452113"
"BE";"11498519"
"BZ";"382444"
"BJ";"11485674"
"BM";"61070"
"BT";"817054"
"BO";"11215674"
"BA";"3503554"
"BW";"2333201"
"BR";"210867954"
"VG";"31719"
"BN";"434076"
"BG";"7036848"
"BF";"19751651"
"BI";"11216450"
"CV";"553335"
"KH";"16245729"
"CM";"24678234"
"CA";"36953765"
"KY";"62348"
"CF";"4737423"
"TD";"15353184"
"CL";"18197209"
"CN";"1415045928"
"HK";"7428887"
"MO";"632418"
"TW";"23694089"
"CO";"49464683"
"KM";"832347"
"CG";"5399895"
"CK";"17411"
"CR";"4953199"
"CI";"24905843"
"HR";"4164783"
"CU";"11489082"
"CW";"161577"
"CY";"1189085"
"CZ";"10625250"
"KP";"25610672"
"CD";"84004989"
"DK";"5754356"
"DJ";"971408"
"DM";"74308"
"DO";"10882996"
"EC";"16863425"
"EG";"99375741"
"SV";"6411558"
"GQ";"1313894"
"ER";"5187948"
"EE";"1306788"
"ET";"107534882"
"FO";"49489"
"FK";"2922"
"FJ";"912241"
"FI";"5542517"
"FR";"65233271"
"GF";"289763"
"PF";"285859"
"GA";"2067561"
"GM";"2163765"
"GE";"3907131"
"DE";"82293457"
"GH";"29463643"
"GI";"34733"
"GR";"11142161"
"GL";"56565"
"GD";"108339"
"GP";"449173"
"GU";"165718"
"GT";"17245346"
"GN";"13052608"
"GW";"1907268"
"GY";"782225"
"HT";"11112945"
"VA";"801"
"HN";"9417167"
"HU";"9688847"
"IS";"337780"
"IN";"1354051854"
"ID";"266794980"
"IR";"82011735"
"IQ";"39339753"
"IE";"4803748"
"IM";"84831"
"IL";"8452841"
"IT";"59290969"
"JM";"2898677"
"JP";"127185332"
"JO";"9903802"
"KZ";"18403860"
"KE";"50950879"
"KI";"118414"
"KW";"4197128"
"KG";"6132932"
"LA";"6961210"
"LV";"1929938"
"LB";"6093509"
"LS";"2263010"
"LR";"4853516"
"LY";"6470956"
"LI";"38155"
"LT";"2876475"
"LU";"590321"
"MG";"26262810"
"MW";"19164728"
"MY";"32042458"
"MV";"444259"
"ML";"19107706"
"MT";"432089"
"MH";"53167"
"MQ";"385065"
"MR";"4540068"
"MU";"1268315"
"YT";"259682"
"MX";"130759074"
"FM";"531996"
"MC";"38897"
"MN";"3121772"
"ME";"629219"
"MS";"5203"
"MA";"36191805"
"MZ";"30528673"
"MM";"53855735"
"NA";"2587801"
"NR";"11312"
"NP";"29624035"
"NL";"17084459"
"NC";"279821"
"NZ";"4749598"
"NI";"6284757"
"NE";"22311375"
"NG";"195875237"
"NU";"1624"
"MP";"55194"
"NO";"5353363"
"OM";"4829946"
"PK";"200813818"
"PW";"21964"
"PA";"4162618"
"PG";"8418346"
"PY";"6896908"
"PE";"32551815"
"PH";"106512074"
"PL";"38104832"
"PT";"10291196"
"PR";"3659007"
"QA";"2694849"
"KR";"51164435"
"MD";"4041065"
"RE";"883247"
"RO";"19580634"
"RU";"143964709"
"RW";"12501156"
"SH";"4074"
"KN";"55850"
"LC";"179667"
"PM";"6342"
"VC";"110200"
"WS";"197695"
"SM";"33557"
"ST";"208818"
"SA";"33554343"
"SN";"16294270"
"RS";"8762027"
"SC";"95235"
"SL";"7719729"
"SG";"5791901"
"SX";"40552"
"SK";"5449816"
"SI";"2081260"
"SB";"623281"
"SO";"15181925"
"ZA";"57398421"
"SS";"12919053"
"ES";"46397452"
"LK";"20950041"
"PS";"5052776"
"SD";"41511526"
"SR";"568301"
"SZ";"1391385"
"SE";"9982709"
"CH";"8544034"
"SY";"18284407"
"TJ";"9107211"
"MK";"2085051"
"TH";"69183173"
"TL";"1324094"
"TG";"7990926"
"TK";"1319"
"TO";"109008"
"TT";"1372598"
"TN";"11659174"
"TR";"81916871"
"TM";"5851466"
"TC";"35963"
"TV";"11287"
"UG";"44270563"
"UA";"44009214"
"AE";"9541615"
"GB";"66573504"
"TZ";"59091392"
"US";"326766748"
"VI";"104914"
"UY";"3469551"
"UZ";"32364996"
"VU";"282117"
"VE";"32381221"
"VN";"96491146"
"WF";"11683"
"EH";"567421"
"YE";"28915284"
"ZM";"17609178"
"ZW";"16913261"
